apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Pajūrio,1949 04 23,Vedęs,Nebuvo,"Klaipėdos universitetas, socialinių mokslų fakulteto vadybos katedros docentas.",Stasys PAULAUSKAS,Klaipėda ,"1972 - Kauno politechnikos institutas, radijo aparatūros konstravimas ir gamybos technologija",Sodas,,Išsikėlė pats,,,Rusų,Nėra,Neturi
Pajūrio,1957 10 23,,Nebuvo,"Palangos m. savivaldybė, meras",Raimundas PALAITIS,Palanga ,"1980 - Vilniaus universitetas, Matematikas",,,Lietuvos liberalų sąjunga,,,Anglų,Nėra,Neturi
Pajūrio,1952 08 18,Vedęs,Nebuvo,"D.Kepenio Palangos sveikatos m-kla, direktorius",Dainius KEPENIS,Palanga ,"1974 - Lietuvos valstybinis kūno kultūros institutas, Pedag. fak., fizinio aukl. dėstytojas",Kompiuteriai,,Krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Pajūrio,1945 06 28,Vedęs,Nebuvo,"Klaipėdos universitetas, katedros vedėjas, regioninio planavimo centro direktorius",Petras GRECEVIČIUS,Palanga ,"1974 - Vilniaus inžinerinis statybos institutas, miestų statyba",Archeologija,,Lietuvos demokratų partija,,,Anglų,Nėra,Neturi
Pajūrio,1961 09 05,,Nebuvo,nedirba,Arūnas GODUNAVIČIUS,Vilnius ,"1984 - Vilniaus universitetas, žurnalistika;1979 - Vilniaus 9-oji vid. mokykla",Kinas,,"Lietuvos partija ""Socialdemokratija 2000""",,,Anglų,Nėra,Neturi
Pajūrio,1939 06 14,Vedęs,Nebuvo,"AB ""Klaipėdos jūrų krovinių kompanija"", kontrolės ir ekonominės analizės skyriaus v-ko pavaduotojas",Marijus Juozas EIDUKEVIČIUS,Klaipėda ,"1978 - Vilniaus valstybinis universitetas, pramonės planavimas (inžinierius ekonomistas);1962 - Kauno politechnikos institutas, laivų mašinos ir mechanizmai (inžinierius mechanikas)",Buriavimas,,Lietuvos krikščionių demokratų partija,,,Anglų,Nėra,Neturi
Pajūrio,1958 04 12,Vedęs,Nebuvo,"Koncorciumas ""Klaipėdos terminalas"", direktorius",Sigitas DOBILINSKAS,Klaipėda ,"1981 - Vilniaus inžinerinis statybos institutas, inžinierius-statybininkas",Kelionės,,Lietuvos socialdemokratų partija,,,Anglų,Nėra,Neturi
Pajūrio,1955 06 14,Vedęs,Nebuvo,"Palangos ligoninė, vyr. gydytojas",Augenijus BRAŽIŪNAS,Palanga ,"1982 - VU MF, gydytojas",Medžioklė,,Nuosaikiųjų konservatorių sąjunga,,,Prancūzų,Nėra,Neturi
Aušros,1951 02 25,Vedęs,Nebuvo,"Bubių pagrindinė mokykla, direktorius",Reimundas VARAPICKAS,Šiauliai ,"1977 - Šiaulių pedagoginis institutas, Lietuvių k. ir lit.",Kelionės,,Lietuvių tautininkų sąjunga,,,Anglų,Nėra,Neturi
Aušros,1937 04 25,Vedęs,Nebuvo,"Šiaulių apskrities laikraščio ""Šiaulių kraštas"" redakcija, apžvalgininkas",Jonas Adolfas STRAKŠYS,Vilnius ,"1964 - Vilniaus universitetas, Žurnalistas",,,Lietuvos valstiečių partija,,,Rusų,Nėra,Neturi
Aušros,1941 04 24,Vedęs,Nebuvo,"LR Seimas, Seimo narys",Algimantas SĖJŪNAS,"Vidiškių mstl. , Ukmergės raj.","1966 - Vilniaus universitetas, fizika",Gamta,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,Nėra,Neturi
Aušros,1970 04 08,Vedęs,Nebuvo,Nepriklausomos televizijos ir radijo laidų prodiuseris,Aivaras RUSEVIČIUS,Šiauliai ,"Muzikos akademija, aktoriaus meistriškumo katedra",Kinologija,,Nuosaikiųjų konservatorių sąjunga,,,Rusų,Nėra,Neturi
Aušros,1935 09 22,Vedęs,Nebuvo,"Lietuvos muzikos akademija, Solo dainavimo katedros profesorius",Virgilijus Kęstutis NOREIKA,Vilnius ,"1958 - Valstybinė konservatorija, dainavimas",Medžioklė,,Krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Aušros,1963 12 03,Vedęs,Nebuvo,"UAB ""Apsaga"", vadybininkas",Laisvūnas NEIMANAS,Šiauliai ,"1988 - Mogiliovo technologijos institutas, inžinierius technologas",Sportas,,Naujoji sąjunga (socialliberalai),,,Anglų,Nėra,Neturi
Aušros,1944 05 12,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, narys",Mindaugas KONČIUS,Šiauliai ,"1970 - Kauno politechnikos institutas, Radio inžinierius",,,Lietuvos centro sąjunga,,,Anglų,Nėra,Neturi
Aušros,1970 02 25,Vedęs,Nebuvo,"UAB ""Cifika"", generalinis direktorius",Arūnas KARŽINAUSKAS,Šiauliai ,"1996 - Kauno technologijos universitetas, Telekomunikacijos sistemų diplomuotas inžinierius;1995 - Kauno technologijos universitetas, Telekomunikacijų inžinerija;1989 - Šiaulių K.Didžiulio politechnikumas, radiotechnika",Kelionės,,"Lietuvos partija ""Socialdemokratija 2000""",,,Anglų,Nėra,Neturi
Aušros,1952 06 18,,Nebuvo,"Linkuvos vid. m-kla, mokytojas",Vytautas DARGIS,"Bertužių k. , Šiaulių raj.","1975 - Lietuvos Valstybinis Kūno kultūros institutas, fizinio auklėjimo dėstytojas",Muzika,,Išsikėlė pats,,,Rusų,Nėra,Neturi
Aušros,1952 06 29,Vedęs,Nebuvo,"Šiaulių prekybos, pramonės ir amatų rūmai, generalinis direktorius",Dailis Alfonsas BARAKAUSKAS,Šiauliai ,"1999 - Harvardo universitetas (JAV), Tarptautinio vystymo institutas, Investicijų skatinimas ir vadyba;1990 - Vilniaus universitetas, Tarptautiniai ekonominiai santykiai;1975 - Kauno politechnikos institutas, Automatizavimo inžinierius;1970 - Žeimelio vid. mokykla",Muzika,,Lietuvos liberalų sąjunga,,,Anglų,Nėra,Neturi
Saulės,1971 12 30,Vedęs,Nebuvo,"Europos komitetas prie LRV, Bendrojo skyriaus vedėjas",Žilvinas PUTRAMENTAS,Vilnius ,"Vilniaus pedagoginis universitetas, socialiniai mokslai;1995 - Kauno aukštesnioji technologijos mokykla, turizmo ir viešbučių ūkio organizavimo vadybininkas",,,Išsikėlė pats,,,Anglų,Nėra,Neturi
Saulės,1954 08 06,Išsiskyręs,Nebuvo,"UAB ""Seltona"", projektų vadovas",Rolandas PAULAUSKAS,"Kretinga , Kretingos raj.","1996 - VU, teisė;1990 - VU Kauno fak., bibliografija;1975 - Kauno politechnikos institutas, statybininkas inžinierius",Žvejyba,,Krikščionių demokratų sąjunga,,,Lenkų,Nėra,Neturi
Saulės,1953 08 23,Vedęs,Nebuvo,"Lietuvos Respublikos advokatūra, advokatas",Artūras PAULAUSKAS,"Tarandė , Vilnius","1976 - Vilniaus universitetas, Teisės fakultetas, teisininkas",Literatūra,,Naujoji sąjunga (socialliberalai),,,Anglų,Nėra,Neturi
Saulės,1951 02 28,Išsiskyręs,Nebuvo,Laikinai nedirba,Rimantas LAZDYNAS,Šiauliai ,"1978 - Vilniaus universitetas, istorija",Fotografija,,Lietuvos socialdemokratų partija,,,Prancūzų,Nėra,Neturi
Saulės,1950 05 29,Vedęs,Nebuvo,"AB spaustuvė ""Titnagas"", gamybos ir technikos direktorius",Stasys KARITONAS,Šiauliai ,"1979 - Kauno politechnikos institutas, Inžinierius mechanikas",Kelionės,,Lietuvos liberalų sąjunga,,,Rusų,Nėra,Neturi
Saulės,1947 01 10,Vedęs,Nebuvo,"UAB ""Revizorius"" Šiaulių filialas, direktorius",Stasys GRIGALIŪNAS,Šiauliai ,"1981 - Kauno politechnikos institutas, inžinierius-ekonomistas;1973 - Kauno politechnikos institutas, inžinierius-mechanikas",Bitininkystė,,Nuosaikiųjų konservatorių sąjunga,,,,Nėra,Neturi
Saulės,1936 11 23,Vedęs,Nebuvo,,Algirdas ENDRIUKAITIS,Kaunas ,,,,Lietuvos politinių kalinių ir tremtinių sąjunga,,,Vokiečių,Nėra,Neturi
Saulės,1951 02 10,,Nebuvo,"AB firma ''Lietuvos tara'', Klaipėdos įmonė, komercijos skyriaus sandėlio vedėja.",Zita ČEPULIENĖ,Klaipėda ,"1981 - Kauno kooperacijos technikumas, prekių žinovas",Kūrybinis darbas,,Išsikėlė pati,,,Rusų,Nėra,Neturi
Saulės,1967 08 25,Nevedęs,Nebuvo,"Valdymo reformų ir savivaldybių ministerija, ministro padėjėjas",Ramūnas BAUŽINSKAS,Klaipėda ,"1997 - Klaipėdos universitetas, sistemotyra;1995 - Klaipėdos universitetas, taikomoji matematika",Kompiuteriai,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų,Nėra,Neturi
Saulės,1933 07 17,,Nebuvo,Pensininkė,Janina ABROMAVIČIENĖ,Vilnius ,"1971 - Vilniaus valstybinis V.Kapsuko universitetas, pramoninių prekių mokslo ir prekybos organizavimas;1955 - Šiaulių mokytojų institutas, fizika-matematika",Tautodailė,,"Lietuvos partija ""Socialdemokratija 2000""",,,Rusų,Nėra,Neturi
Dainų,1974 08 24,,Nenurodė,"UAB ''Sportuna'', reklamos vadybininkas",Egidijus SKAČKAUSKAS,"Naujoji Akmenė , Akmenės raj.","1997 - Kauno technologijos universitetas, radiotechnika",Modeliavimas iš popieriaus,,Išsikėlė pats,,,Anglų,Nenurodė,Neturi
Dainų,1966 08 02,Vedęs,Nebuvo,"Gytarių vidurinė mokykla, direktorius",Valerijus SIMULIK,Šiauliai ,"1988 - Šiaulių pedagoginis institutas, fizika",Automobilio vairavimas,,Naujoji sąjunga (socialliberalai),,,Anglų,Nėra,Neturi
Dainų,1967 11 05,,Nebuvo,"Šiaulių elektros tiekimo ruožas, elektromechanikas",Artūras SATKAUSKAS,Šiauliai ,"1985 - Kuršėnų 45 PTM, Elektrikas",Skaičiavimo technika,,Lietuvių tautininkų sąjunga,,,Rusų,Nėra,Neturi
Dainų,1950 01 17,Vedęs,Nebuvo,"Šiaulių universitetas, Fizikos matematikos fakultetas, dekanas",Alfredas LANKAUSKAS,Šiauliai ,"1973 - Vilniaus universitetas, fizika;1968 - Vilniaus 7-oji vid. m-kla",Aviacija,,Nuosaikiųjų konservatorių sąjunga,,,Anglų,Nėra,Neturi
Dainų,1952 06 19,Vedęs,Nebuvo,Aplinkos ministerijos Šiaulių regiono aplinkos apsaugos departamento direktorius,Rimantas KRANKALIS,Šiauliai ,"1974 - Šiaulių pedagoginis institutas, fizika",Ekologija,,Lietuvos politinių kalinių ir tremtinių sąjunga,,,Vokiečių,Nėra,Neturi
Dainų,1944 02 16,Vedęs,Nebuvo,"Šiaulių universitetas, Rektoriaus padėjejas",Vytautas JUŠKUS,Šiauliai ,"1979 - Kauno Politechnikos Institutas, inžinietius - ekonomistas",Medžioklė,,Lietuvos demokratinė darbo partija,,,Vokiečių,Nėra,Neturi
Dainų,1945 04 26,Vedęs,Nebuvo,"UAB ""Edaima"", direktorius",Edmundas JOVAIŠIS,Šiauliai ,"1972 - Šiaulių politechnikumas, PCS statybininkas",Automobiliai,,Krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Dainų,1962 01 03,Vedęs,Nebuvo,"Inter active consult - Lietuva (UAB ""Šiaulių Max'as""), marketingo ir vystymo direktorius",Laimontas DINIUS,Šiauliai ,"1981 - Didžiulio politechnikumas, Autoinžinierus",Muzika,,Lietuvos liberalų sąjunga,,,Anglų,Nėra,Neturi
Nevėžio,1928 02 09,Vedęs,Nebuvo,"Lietuvos gyventojų genocido ir rezistencijos tyrimo centras, asistentas",Antanas TERLECKAS,Vilnius ,"1954 - Vilniaus universiteto Ekonomikos mokslų fakultetas, finansininkas",,,Lietuvos laisvės lyga,,,Vokiečių,Nėra,Neturi
Nevėžio,1956 05 30,Vedęs,Nebuvo,"M.Ruzgio firma ""Lituka"", Panevėžio skyriaus vadovas",Antanas SURVILA,Panevėžys ,"1983 - Lietuvos žemės ūkio akademijos miškų fakultetas, miškų ūkio inžinierius",Medžioklė,,Lietuvos centro sąjunga,,,Anglų,Nėra,Neturi
Nevėžio,1959 07 10,Vedęs,Nebuvo,"Panevėžio m. savivaldybė, mero pavaduotojas",Vitas MATUZAS,Panevėžys ,"1982 - Kauno politechnikos institutas, radijo inžinierius radioelektronikas",Grožinė literatūra,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų,Nėra,Neturi
Nevėžio,1963 12 04,Vedęs,Nebuvo,"Panevėžio specialioji internatinė mokykla, direktorius",Visvaldas MATKEVIČIUS,Panevėžys ,"1998 - Kauno technologijos universitetas (magistratūra), personalo vadyba;1986 - Šiaulių universitetas, specialioji pedagogika",Darbas sode,,Naujoji sąjunga (socialliberalai),,,Rusų,Nėra,Neturi
Nevėžio,1936 01 02,Vedęs,Nebuvo,"UAB ""Panevėžio būstas"", direktoriaus pavaduotojas",Pranciškus MARKEVIČIUS,Panevėžys ,"1964 - Kauno politechnikos institutas, mechanikas",,,Moderniųjų krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Nevėžio,1958 01 11,Vedęs,Nebuvo,"VĮ Vytauto Lapino skraidymo mokykla, direktorių tarybos pirminikas",Vytautas LAPĖNAS,Vilnius ,"1985 - Vilniaus inžinerinis statybos institutas, Inžinierius-ekonomistas",Aviacija,,Lietuvos liberalų sąjunga,,,Rusų,Nėra,Neturi
Nevėžio,1940 03 07,Vedęs,Nebuvo,"Panevėžio apskrities viršininko administracija, viršininkas",Tomas JOSAS,Panevėžys ,"1965 - Kauno politechnikos institutas, geležinkelių statyba",Gamta,,Nuosaikiųjų konservatorių sąjunga,,,Rusų,Nėra,Neturi
Vakarinė,1940 11 02,Vedęs,Nebuvo,"UAB ""Bennet Distributors"", vyriausiasis ekspertas",Domininkas VELIČKA,Vilnius ,"1966 - Vilniaus valst. universitetas, Fizikas;1958 - A. Mickevičiaus (Jėzuitų)  mokykla",Sveiko ir džiūgaus gyvenimo būdo skleidimas,,Lietuvos liberalų sąjunga,,,Anglų,Nėra,Neturi
Vakarinė,1958 04 28,Vedęs,Nebuvo,"Panevėžio sporto mokykla ''Aukštaitija'', direktoriaus pavaduotojas bazių valdybai.",Vidmantas URBONAS,Panevėžys ,1977 - Panevėžio VIII-a vid. m-kla,Muzika,,Išsikėlė pats,,,Rusų,Nėra,Neturi
Vakarinė,1962 09 11,,Nebuvo,"L.Trasykytės firma ""Meistrų menė"", savininkė",Liudvika TRASYKYTĖ,Panevėžys ,"1989 - Lietuvos valstybinė konservatorija, Klaipėdos f-tai, Kultūros švietimo darbo organizavimas, renginių režisūra",,,Naujoji sąjunga (socialliberalai),,,Prancūzų,Nėra,Neturi
Vakarinė,1960 05 16,Nevedęs,Nebuvo,"Lietuvos Respublikos Seimas, narys",Gintaras ŠILEIKIS,Panevėžys ,"1984 - Vilniaus pedagoginis universitetas, istorija-teisė",Kelionės,,Lietuvos centro sąjunga,,,Anglų,Nėra,Neturi
Vakarinė,1944 07 12,Vedęs,Nebuvo,"Panevėžio ''Saulėtekio'' vid. m-kla, kūno kultūros mokytojas-metodininkas",Vidas ŠAMŠONAS,"Vyčių k. , Panevėžio raj.","1976 - Kauno Kūno Kultūros Instituas, pedagogas",Bendravimas su žmonėmis,,Išsikėlė pats,,,Rusų,Nėra,Neturi
Vakarinė,1965 06 14,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Kęstutis SKREBYS,Panevėžys ,"1990 - KTU Panevėžio fakultetas, inžinierius",,,Nuosaikiųjų konservatorių sąjunga,,,Anglų,Nėra,Neturi
Vakarinė,1957 05 22,Išsiskyrusi,Nebuvo,"AB ""Ekranas"", pamainos meistrė",Lina RASIKEVIČIENĖ,Panevėžys ,"1986 - Panevėžio politechnikumas, technikė technologė",Kelionės,,Lietuvos socialdemokratų partija,,,Rusų,Nėra,Neturi
Vakarinė,1948 05 30,Vedęs,Nebuvo,"Panevėžio K. Paltaroko vid. mokykla, mokytojas",Petras LUOMANAS,Panevėžys ,"1980 - Vilniaus konservatorija (akademija) Klaipėdos fakultetai, kultūros darbuotojas",Kelionės,,Lietuvos krikščionių demokratų partija,,,Rusų,Nėra,Neturi
Vakarinė,1954 08 07,Vedęs,Nebuvo,"Vilniaus pedagoginis universitetas, docentas",Edvardas KRIŠČIŪNAS,Vilnius ,"1977 - Vilniaus universitetas, istorikas",Turizmas,,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",,,Anglų,Nėra,Neturi
Vakarinė,1947 01 18,Vedęs,Nebuvo,"LR advokatų taryba, advokatas",Jonas GELAŽIUS,"Gumbelių k. , Biržų raj.","1982 - TSRS MA Valst. ir teisės in-tas, Teisininkas tarptautininkas;1973 - Vilniaus valst.universitetas, Teisininkas",,,Lietuvos laisvės lyga,,,Rusų,Nėra,Neturi
Daugiamandatė,1936 02 22,Vedęs,Nebuvo,"Matematikos ir informatikos institutas, vyresnysis mokslinis bendradarbis",Antanas BASKAS,Marijampolė ,"1960 - Kauno politechnikos institutas, skaič.maš.",,,Išsikėlė pats,,,Anglų,Nėra,Neturi
Aukštaitijos,1944 10 25,Vedęs,Nebuvo,-,Vytautas Liudvikas ŠEŠTOKAS,"Velžio k. , Panevėžio raj.","1975 - Kauno politechnikos institutas, inžinierius-statybininkas",Skaitymas,,Lietuvos krikščionių demokratų partija,,,Rusų,Nėra,Neturi
Aukštaitijos,1927 01 04,,Nebuvo,Panevėžio tuberkuliozės ligoninės gydytojas,Vaclovas SKAVRONSKAS,Panevėžys ,"1952 - Kauno medicinos institutas, gydytojas",Darbas sode,,"Lietuvos partija ""Socialdemokratija 2000""",,,Rusų,Nėra,Neturi
Aukštaitijos,1948 03 09,Vedęs,Nebuvo,"Panevėžio rajono savivaldybė, Panevėžio rajono meras",Alfredas PEKELIŪNAS,"Krekenavos I mst. , Panevėžio raj.","1970 - Lietuvos veterinarijos akademija, Mokslinis zootechnikas",Kelionės,,Lietuvos valstiečių partija,,,Rusų,Nėra,Neturi
Aukštaitijos,1955 09 08,Vedęs,Nebuvo,"UAB ""Pas Katiną"", direktorius",Jonas KATINAS,"Vaivadų k. , Panevėžio raj.","1991 - Kauno technologijos universitetas, inžinierius statybininkas",Grybavimas,,Lietuvos centro sąjunga,,,Anglų,Nėra,Neturi
Aukštaitijos,1958 03 14,Vedęs,Nebuvo,"UAB ""Alsteta"", direktoriaus pavaduotojas",Valdas KARGIS,"Piniavos k. , Panevėžio raj.","1986 - Kauno politechnikos institutas, inžinierius-statybininkas;1978 - Panevėžio politechnikumas, techn. statybininkas",Medžioklė,,Naujoji sąjunga (socialliberalai),,,Rusų,Nėra,Neturi
Aukštaitijos,1943 01 01,Vedęs,Nebuvo,"Dembavos pagr. m-kla, Panevėžio raj., direktorius",Marijonas Kazys JOČYS,"Dembavos k. , Panevėžio raj.","1965 - LŽŪA, Ž.ū. inžinierius-mechanikas",Meno saviveikla,,Lietuvos liberalų sąjunga,,,Rusų,Nėra,Neturi
Aukštaitijos,1974 01 08,,Nebuvo,"Lazdynų vidurinė mokykla, vokiečių k. mokytoja",Eugenija BUKIENĖ,Kaunas ,"1999 - Vytauto Didžiojo universitetas, Vokiečių k. ir literatūros, verslo administravimas;1992 - Kėdainių raj. Šėtos vid. m-la",,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Aukštaitijos,1955 03 16,Vedęs,Nebuvo,,Rimantas ASTRAUSKAS,Panevėžys ,"1978 - Vilniaus valstybinis universitetas, Fizikas",Kelionės,,Lietuvos laisvės lyga,,,Rusų,Yra,Neturi
Aukštaitijos,1959 04 16,Vedęs,Nebuvo,"Sveikatos apsaugos ministerija, ministras",Raimundas ALEKNA,"Subačiaus mstl. , Kupiškio raj.","1985 - Kauno medicinos institutas, gydytojas",,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,Nėra,Neturi
Marijampolės,1955 09 29,Vedęs,Nebuvo,"BĮ ""Baltijos TV"", korespondentas",Ričardas MACKEVIČIUS,Marijampolė ,"1982 - Vilniaus kultūros mokykla, režisierius",Drožinėjimas iš medžio,,Lietuvos socialdemokratų partija,,,Anglų,Nėra,Neturi
Marijampolės,1942 11 19,Vedęs,Nebuvo,"Marijampolės AB ""Mepra"", direktorius",Kęstutis KAZAKEVIČIUS,Marijampolė ,"1966 - Lietuvos veterinarijos akademija, mokslinis zootechnikas",Saviveikla,,Naujoji sąjunga (socialliberalai),,,Anglų,Nėra,Neturi
Marijampolės,1954 04 07,Vedęs,Nebuvo,"Marijampolės apskrities viršininko administracija, Marijampolės apskrities viršininkas",Kostas JANKAUSKAS,Marijampolė ,"1977 - Vilniaus inžinerinis statybos institutas, inžinierius statybininkas",Bitininkystė,,Išsikėlė pats,,,Vokiečių,Nėra,Neturi
Marijampolės,1964 08 12,Vedęs,Nebuvo,"UAB ""Kraitenė"", prekybos direktoriaus pavaduotojas",Virginijus DARGUŽAS,Marijampolė ,"1988 - LŽŪA, Inžinierius mechanikas",Sportas,,Lietuvos liberalų sąjunga,,,Rusų,Nėra,Neturi
Marijampolės,1945 07 10,Vedęs,Nebuvo,"Marijampolės savivaldybė, mero pavaduotojas",Vincas BOTYRIUS,Marijampolė ,"1976 - Kauno technikos universitetas, inžinierius statybininkas",Šachmatai,,Lietuvos centro sąjunga,,,Anglų,Nėra,Neturi
Marijampolės,1923 03 04,Vedęs,Nebuvo,"LR Seimas, Seimo narys",Kazys BOBELIS,Kaunas ,"1969 - Logoln University Čikaga, dėstytojas;1956 - Bostons University, gydytojas;1954 - Johns Hopkins University, Gydytojas;1948 - Ebeshad.-Kast. University, gydytojas",Filatelija,,Krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Marijampolės,1953 12 14,Išsiskyręs,Nebuvo,"VĮ Marijampolės ligoninė, gydytojas traumatologas-ortopedas",Gediminas AKELAITIS,"Igliaukos k. , Marijampolės raj.","1978 - Kauno medicinos institutas, gydytojas",Kelionės,,"Lietuvos partija ""Socialdemokratija 2000""",,,Vokiečių,Nėra,Neturi
Alytaus,1960 11 17,Vedęs,Nebuvo,"UAB ""Rastma"", direktorius",Artūras SKARDŽIUS,Vilnius ,"1986 - Vilniaus Gedimino technikos universitetas, inžinierius ekonomistas",Filosofija,,Naujoji sąjunga (socialliberalai),,,Rusų,Nėra,Neturi
Alytaus,1958 04 01,Vedęs,Nebuvo,"Alytaus miesto savivaldybė, savivaldybės kontrolierius",Julius SABATAUSKAS,Alytus ,"1981 - Kauno politechnikos institutas, automatinio valdymo sistemos",Šachmatai,,Lietuvos socialdemokratų partija,,,Anglų,Nėra,Neturi
Alytaus,1963 02 09,Nevedęs,Nebuvo,"UAB ""Investicijų portfelių valdymas"", generalinis direktorius",Marijonas ROČIUS,Vilnius ,"1986 - VU Matematikos fakultetas, matematikas",Kalbos,,"Lietuvos partija ""Socialdemokratija 2000""",,,Anglų,Nėra,Neturi
Alytaus,1962 04 17,Ištekėjusi,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narė",Rasa MELNIKIENĖ,"Žąslių mstl. , Kaišiadorių raj.","1985 - Žemės ūkio universitetas, ekonomika",,,Lietuvos centro sąjunga,,,Rusų,Nėra,Neturi
Alytaus,1945 04 30,Vedęs,Nebuvo,"AB ""Alytaus tekstilė"", įrankininkas iki liepos 31. 2000 m. nuo bedarbis",Vitas LEONAVIČIUS,Alytus ,1964 - Simno vid. mokykla,Žūklė,,Lietuvos nacionaldemokratų partija,,,Rusų,Nėra,Neturi
Alytaus,1958 07 06,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo nario padėjėjas-sekretorius",Dobilas KURTINAITIS,Alytus ,"1981 - Vilniaus universitetas, ekonomnistas",Ekonomika,,Išsikėlė pats,,,Anglų,Nėra,Neturi
Alytaus,1951 06 15,Vedęs,Nebuvo,,Vytautas KATUKEVIČIUS,"Vaišvydavos k. (dalis) , Kauno raj.","1979 - Kauno politechnikos institutas, inžinierius",Medžioklė,,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",,,Rusų,Nėra,Neturi
Alytaus,1953 03 06,Vedęs,Nebuvo,"Alytaus apskrities S.Kudirkos ligoninė, vyr. specialistas traumatologas-ortopedas",Valdas DUMBLIAUSKAS,Alytus ,"1977 - Kauno medicinos institutas, Traumatologas-ortopedas",Medžioklė,,Lietuvos valstiečių partija,,,Rusų,Nėra,Neturi
Alytaus,1963 04 29,Vedęs,Nebuvo,"UAB ""Vėtrija"", direktorius",Gediminas DAUKŠYS,Alytus ,"1986 - VU, Ekonomistas",Žvejyba,,Lietuvos liberalų sąjunga,,,Anglų,Nėra,Neturi
Gargždų,1954 09 13,Vedęs,Nebuvo,"AB ""Klaipėdos Ugnė"", generalinis direktorius",Eugenijus PETUKAUSKAS,Klaipėda ,"1978 - Vilniaus inžinerinis statybos institutas, inžinierius-statybininkas",Medžioklė,,Nuosaikiųjų konservatorių sąjunga,,,Rusų,Nėra,Neturi
Gargždų,1958 01 31,Vedęs,Nebuvo,"UAB ""Zigvita"", generalinis direktorius",Juozapas PALIAKAS,"Veiviržėnų mst. , Klaipėdos raj.","1981 - Lietuvos žemės ūkio akademija, mokslinis agronomas",Bonistika,,Lietuvos demokratinė darbo partija,,,Anglų,Nėra,Neturi
Gargždų,1960 01 08,Vedęs,Nebuvo,"UAB ""Armi servisas"", vadybininkas",Saulius NORKAITIS,Klaipėda ,"1983 - Vilniaus inžinerinis statybos institutas, Automobiliai ir autoūkis",Kelionės,,Lietuvos liberalų sąjunga,,,Anglų,Nėra,Neturi
Gargždų,1960 11 05,Vedęs,Nebuvo,Ūkininkas,Bronius MARKAUSKAS,"Triušelių k. , Klaipėdos raj.","1985 - Kauno politechnikos institutas, Inžinierius elektrikas",Sportas,,Lietuvos valstiečių partija,,,Anglų,Nėra,Neturi
Gargždų,1960 10 25,Vedęs,Nebuvo,"UAB ""Klaipėdos"" laikraščio redakcija, politikos apžvalgininkas",Gintautas KNIUKŠTA,"Rudaičių k. , Klaipėdos raj.","Lietuvos teisės akademija, vakarinių studijų magistratūra, teisė ir valdymas;1985 - Vilniaus pedagoginis institutas, biologija, žemės ūkis;1979 - Rietavo aukštesnioji žemės ūkio mokykla, agronomas",,,Naujoji sąjunga (socialliberalai),,,Rusų,Nėra,Neturi
Gargždų,1958 10 28,,Nebuvo,,Petras GRAŽULIS,Vilnius ,,,,Lietuvos krikščionių demokratų partija,,,,Nėra,Neturi
Gargždų,1950 08 07,,Nebuvo,"UAB ""Senosios Baltijos Remontas"", direktorius",Kazimieras DIRMEIKIS,Klaipėda ,"1995 - Hendersono universitetas, Verslo vadyba;1994 - Vilniaus technikos universiteras, Veslo vadyba;1989 - Kauno A.Sniečkaus politechnikos institutas, Inžinierius-mechanikas",,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Šilutės - Pagėgių,1946 02 15,,Nebuvo,"UAB ''Limada'', direktorius",Jonas SPRINDŽIŪNAS,"Buivydiškių k. , Vilniaus raj.","1970 - Lietuvos žemės ūkio akademija, inžinierius-mechanikas",Turizmas,,Išsikėlė pats,,,Rusų,Nėra,Neturi
Šilutės - Pagėgių,1952 09 17,Ištekėjusi,Nebuvo,"UAB ""Litera"", ""Pamario"" laikraščio redakcijos skyriaus vedėja",Stasė SKUTULIENĖ,"Pagrynių k. , Šilutės raj.","1976 - Vilnaius universitetas, Filologė ir lietuvių kalbos ir literatūros dėstytoja;1971 - Linkmenų vidurinė m-la",Žvejyba,,Lietuvos demokratinė darbo partija,,,Vokiečių,Nėra,Neturi
