apygarda,nuo_galiojanciu_biuleteniu,partija,apylinkese,pastu,apylinke
Telšių (Nr.40), ,Tautinė partija Lietuvos kelias, , ,Tryškių (Nr.19) apylinkė
Telšių (Nr.40), ,Lietuvių tautininkų sąjunga, , ,Tryškių (Nr.19) apylinkė
Telšių (Nr.40),31.14%,Darbo partija,54,74,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40),22.14%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",23,68,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40),5.60%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",6,17,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40),19.22%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",43,36,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40),6.08%,Liberalų ir centro sąjunga,12,13,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40),4.62%,Valstiečių ir Naujosios demokratijos partijų sąjunga,9,10,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40), ,Lietuvos lenkų rinkimų akcija, , ,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40),7.54%,Krikščionių konservatorių socialinė sąjunga,8,23,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40),1.70%,Lietuvos krikščionys demokratai,1,6,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40),0.73%,Nacionalinė centro partija,2,1,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40),0.24%,Respublikonų partija, ,1,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40),0.24%,Lietuvos socialdemokratų sąjunga, ,1,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40),0.49%,Lietuvos laisvės sąjunga, ,2,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40),0.24%,Tautinė partija Lietuvos kelias, ,1,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40), ,Lietuvių tautininkų sąjunga, , ,Ubiškės (Nr.18) apylinkė
Telšių (Nr.40),30.00%,Darbo partija,26,22,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40),28.75%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",26,20,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40), ,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)", , ,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40),21.88%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",29,6,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40),5.00%,Liberalų ir centro sąjunga,5,3,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40),6.25%,Valstiečių ir Naujosios demokratijos partijų sąjunga,5,5,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40), ,Lietuvos lenkų rinkimų akcija, , ,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40),6.25%,Krikščionių konservatorių socialinė sąjunga,3,7,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40),1.25%,Lietuvos krikščionys demokratai, ,2,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40),0.63%,Nacionalinė centro partija, ,1,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40), ,Respublikonų partija, , ,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40), ,Lietuvos socialdemokratų sąjunga, , ,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40), ,Lietuvos laisvės sąjunga, , ,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40), ,Tautinė partija Lietuvos kelias, , ,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40), ,Lietuvių tautininkų sąjunga, , ,Nerimdaičių (Nr.17) apylinkė
Telšių (Nr.40),28.46%,Darbo partija,22,15,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40),20.00%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",20,6,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40),3.85%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",3,2,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40),21.54%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",14,14,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40),4.62%,Liberalų ir centro sąjunga,4,2,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40),15.38%,Valstiečių ir Naujosios demokratijos partijų sąjunga,14,6,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40), ,Lietuvos lenkų rinkimų akcija, , ,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40),4.62%,Krikščionių konservatorių socialinė sąjunga,6, ,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40),1.54%,Lietuvos krikščionys demokratai,1,1,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40), ,Nacionalinė centro partija, , ,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40), ,Respublikonų partija, , ,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40), ,Lietuvos socialdemokratų sąjunga, , ,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40), ,Lietuvos laisvės sąjunga, , ,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40), ,Tautinė partija Lietuvos kelias, , ,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40), ,Lietuvių tautininkų sąjunga, , ,Mitkaičių (Nr.16) apylinkė
Telšių (Nr.40),28.39%,Darbo partija,70,43,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40),15.08%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",35,25,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40),2.26%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",8,1,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40),27.89%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",70,41,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40),2.51%,Liberalų ir centro sąjunga,8,2,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40),5.53%,Valstiečių ir Naujosios demokratijos partijų sąjunga,17,5,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40), ,Lietuvos lenkų rinkimų akcija, , ,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40),16.58%,Krikščionių konservatorių socialinė sąjunga,38,28,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40),1.51%,Lietuvos krikščionys demokratai,2,4,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40), ,Nacionalinė centro partija, , ,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40),0.25%,Respublikonų partija, ,1,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40), ,Lietuvos socialdemokratų sąjunga, , ,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40), ,Lietuvos laisvės sąjunga, , ,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40), ,Tautinė partija Lietuvos kelias, , ,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40), ,Lietuvių tautininkų sąjunga, , ,Nevarėnų (Nr.15) apylinkė
Telšių (Nr.40),34.81%,Darbo partija,25,30,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40),14.56%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",13,10,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40),7.59%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",8,4,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40),16.46%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",13,13,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40),5.06%,Liberalų ir centro sąjunga,6,2,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40),13.29%,Valstiečių ir Naujosios demokratijos partijų sąjunga,11,10,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40), ,Lietuvos lenkų rinkimų akcija, , ,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40),7.59%,Krikščionių konservatorių socialinė sąjunga,7,5,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40), ,Lietuvos krikščionys demokratai, , ,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40), ,Nacionalinė centro partija, , ,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40), ,Respublikonų partija, , ,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40), ,Lietuvos socialdemokratų sąjunga, , ,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40),0.63%,Lietuvos laisvės sąjunga, ,1,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40), ,Tautinė partija Lietuvos kelias, , ,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40), ,Lietuvių tautininkų sąjunga, , ,Gedrimų (Nr.14) apylinkė
Telšių (Nr.40),28.84%,Darbo partija,64,45,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40),12.96%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",39,10,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40),3.70%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",10,4,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40),32.80%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",82,42,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40),0.79%,Liberalų ir centro sąjunga,2,1,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40),9.26%,Valstiečių ir Naujosios demokratijos partijų sąjunga,22,13,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40), ,Lietuvos lenkų rinkimų akcija, , ,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40),9.26%,Krikščionių konservatorių socialinė sąjunga,22,13,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40),0.53%,Lietuvos krikščionys demokratai,1,1,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40),0.79%,Nacionalinė centro partija,2,1,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40),0.79%,Respublikonų partija,2,1,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40), ,Lietuvos socialdemokratų sąjunga, , ,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40), ,Lietuvos laisvės sąjunga, , ,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40),0.26%,Tautinė partija Lietuvos kelias, ,1,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40), ,Lietuvių tautininkų sąjunga, , ,Buožėnų (Nr.13) apylinkė
Telšių (Nr.40),23.40%,Darbo partija,33,51,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40),13.09%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",20,27,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40),3.34%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",9,3,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40),33.15%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",58,61,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40),5.01%,Liberalų ir centro sąjunga,15,3,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40),13.93%,Valstiečių ir Naujosios demokratijos partijų sąjunga,15,35,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40), ,Lietuvos lenkų rinkimų akcija, , ,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40),7.52%,Krikščionių konservatorių socialinė sąjunga,13,14,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40), ,Lietuvos krikščionys demokratai, , ,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40), ,Nacionalinė centro partija, , ,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40), ,Respublikonų partija, , ,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40),0.28%,Lietuvos socialdemokratų sąjunga, ,1,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40),0.28%,Lietuvos laisvės sąjunga, ,1,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40), ,Tautinė partija Lietuvos kelias, , ,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40), ,Lietuvių tautininkų sąjunga, , ,Eigirdžių (Nr.12) apylinkė
Telšių (Nr.40),23.35%,Darbo partija,71,21,Degaičių (Nr.11) apylinkė
Telšių (Nr.40),9.14%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",28,8,Degaičių (Nr.11) apylinkė
Telšių (Nr.40),5.84%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",18,5,Degaičių (Nr.11) apylinkė
Telšių (Nr.40),35.53%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",108,32,Degaičių (Nr.11) apylinkė
Telšių (Nr.40),3.81%,Liberalų ir centro sąjunga,15, ,Degaičių (Nr.11) apylinkė
Telšių (Nr.40),12.18%,Valstiečių ir Naujosios demokratijos partijų sąjunga,43,5,Degaičių (Nr.11) apylinkė
Telšių (Nr.40),0.25%,Lietuvos lenkų rinkimų akcija,1, ,Degaičių (Nr.11) apylinkė
Telšių (Nr.40),8.38%,Krikščionių konservatorių socialinė sąjunga,25,8,Degaičių (Nr.11) apylinkė
Telšių (Nr.40),0.25%,Lietuvos krikščionys demokratai,1, ,Degaičių (Nr.11) apylinkė
Telšių (Nr.40),0.76%,Nacionalinė centro partija,3, ,Degaičių (Nr.11) apylinkė
Telšių (Nr.40),0.51%,Respublikonų partija,2, ,Degaičių (Nr.11) apylinkė
Telšių (Nr.40), ,Lietuvos socialdemokratų sąjunga, , ,Degaičių (Nr.11) apylinkė
Telšių (Nr.40), ,Lietuvos laisvės sąjunga, , ,Degaičių (Nr.11) apylinkė
Telšių (Nr.40), ,Tautinė partija Lietuvos kelias, , ,Degaičių (Nr.11) apylinkė
Telšių (Nr.40), ,Lietuvių tautininkų sąjunga, , ,Degaičių (Nr.11) apylinkė
Telšių (Nr.40),16.74%,Darbo partija,214,24,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),15.33%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",192,26,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),8.44%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",100,20,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),33.83%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",450,31,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),5.49%,Liberalų ir centro sąjunga,66,12,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),6.47%,Valstiečių ir Naujosios demokratijos partijų sąjunga,84,8,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40), ,Lietuvos lenkų rinkimų akcija, , ,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),11.39%,Krikščionių konservatorių socialinė sąjunga,139,23,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),0.98%,Lietuvos krikščionys demokratai,14, ,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),0.77%,Nacionalinė centro partija,9,2,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),0.21%,Respublikonų partija,3, ,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),0.07%,Lietuvos socialdemokratų sąjunga,1, ,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),0.14%,Lietuvos laisvės sąjunga,1,1,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),0.07%,Tautinė partija Lietuvos kelias,1, ,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),0.07%,Lietuvių tautininkų sąjunga,1, ,P.Cvirkos (Nr.10) apylinkė
Telšių (Nr.40),24.17%,Darbo partija,184,19,Sedos (Nr.9) apylinkė
Telšių (Nr.40),12.02%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",82,19,Sedos (Nr.9) apylinkė
Telšių (Nr.40),8.10%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",57,11,Sedos (Nr.9) apylinkė
Telšių (Nr.40),33.69%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",257,26,Sedos (Nr.9) apylinkė
Telšių (Nr.40),5.12%,Liberalų ir centro sąjunga,37,6,Sedos (Nr.9) apylinkė
Telšių (Nr.40),4.88%,Valstiečių ir Naujosios demokratijos partijų sąjunga,37,4,Sedos (Nr.9) apylinkė
Telšių (Nr.40),0.48%,Lietuvos lenkų rinkimų akcija,4, ,Sedos (Nr.9) apylinkė
Telšių (Nr.40),8.10%,Krikščionių konservatorių socialinė sąjunga,57,11,Sedos (Nr.9) apylinkė
Telšių (Nr.40),1.67%,Lietuvos krikščionys demokratai,12,2,Sedos (Nr.9) apylinkė
Telšių (Nr.40),0.24%,Nacionalinė centro partija,2, ,Sedos (Nr.9) apylinkė
Telšių (Nr.40),0.36%,Respublikonų partija,2,1,Sedos (Nr.9) apylinkė
Telšių (Nr.40), ,Lietuvos socialdemokratų sąjunga, , ,Sedos (Nr.9) apylinkė
Telšių (Nr.40),0.71%,Lietuvos laisvės sąjunga,4,2,Sedos (Nr.9) apylinkė
Telšių (Nr.40),0.12%,Tautinė partija Lietuvos kelias,1, ,Sedos (Nr.9) apylinkė
Telšių (Nr.40),0.36%,Lietuvių tautininkų sąjunga,3, ,Sedos (Nr.9) apylinkė
Telšių (Nr.40),19.81%,Darbo partija,177,10,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40),12.82%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",104,17,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40),7.52%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",62,9,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40),38.98%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",338,30,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40),4.13%,Liberalų ir centro sąjunga,26,13,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40),5.61%,Valstiečių ir Naujosios demokratijos partijų sąjunga,49,4,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40),0.11%,Lietuvos lenkų rinkimų akcija,1, ,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40),8.90%,Krikščionių konservatorių socialinė sąjunga,68,16,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40),0.32%,Lietuvos krikščionys demokratai,3, ,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40),1.17%,Nacionalinė centro partija,10,1,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40),0.11%,Respublikonų partija, ,1,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40), ,Lietuvos socialdemokratų sąjunga, , ,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40),0.42%,Lietuvos laisvės sąjunga,4, ,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40),0.11%,Tautinė partija Lietuvos kelias,1, ,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40), ,Lietuvių tautininkų sąjunga, , ,Kęstučio (Nr.8) apylinkė
Telšių (Nr.40),18.22%,Darbo partija,39,10,Kalno (Nr.7) apylinkė
Telšių (Nr.40),6.32%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",15,2,Kalno (Nr.7) apylinkė
Telšių (Nr.40),11.52%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",25,6,Kalno (Nr.7) apylinkė
Telšių (Nr.40),35.69%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",91,5,Kalno (Nr.7) apylinkė
Telšių (Nr.40),5.20%,Liberalų ir centro sąjunga,13,1,Kalno (Nr.7) apylinkė
Telšių (Nr.40),3.72%,Valstiečių ir Naujosios demokratijos partijų sąjunga,10, ,Kalno (Nr.7) apylinkė
Telšių (Nr.40), ,Lietuvos lenkų rinkimų akcija, , ,Kalno (Nr.7) apylinkė
Telšių (Nr.40),16.36%,Krikščionių konservatorių socialinė sąjunga,40,4,Kalno (Nr.7) apylinkė
Telšių (Nr.40),0.74%,Lietuvos krikščionys demokratai,1,1,Kalno (Nr.7) apylinkė
Telšių (Nr.40),1.49%,Nacionalinė centro partija,4, ,Kalno (Nr.7) apylinkė
Telšių (Nr.40),0.37%,Respublikonų partija,1, ,Kalno (Nr.7) apylinkė
Telšių (Nr.40), ,Lietuvos socialdemokratų sąjunga, , ,Kalno (Nr.7) apylinkė
Telšių (Nr.40), ,Lietuvos laisvės sąjunga, , ,Kalno (Nr.7) apylinkė
Telšių (Nr.40),0.37%,Tautinė partija Lietuvos kelias,1, ,Kalno (Nr.7) apylinkė
Telšių (Nr.40), ,Lietuvių tautininkų sąjunga, , ,Kalno (Nr.7) apylinkė
Telšių (Nr.40),21.27%,Darbo partija,228,23,Šviesos (Nr.6) apylinkė
Telšių (Nr.40),10.25%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",106,15,Šviesos (Nr.6) apylinkė
Telšių (Nr.40),10.00%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",108,10,Šviesos (Nr.6) apylinkė
Telšių (Nr.40),35.34%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",384,33,Šviesos (Nr.6) apylinkė
Telšių (Nr.40),5.00%,Liberalų ir centro sąjunga,50,9,Šviesos (Nr.6) apylinkė
Telšių (Nr.40),4.49%,Valstiečių ir Naujosios demokratijos partijų sąjunga,47,6,Šviesos (Nr.6) apylinkė
Telšių (Nr.40), ,Lietuvos lenkų rinkimų akcija, , ,Šviesos (Nr.6) apylinkė
Telšių (Nr.40),11.27%,Krikščionių konservatorių socialinė sąjunga,119,14,Šviesos (Nr.6) apylinkė
Telšių (Nr.40),0.51%,Lietuvos krikščionys demokratai,3,3,Šviesos (Nr.6) apylinkė
Telšių (Nr.40),0.68%,Nacionalinė centro partija,8, ,Šviesos (Nr.6) apylinkė
Telšių (Nr.40),0.25%,Respublikonų partija,3, ,Šviesos (Nr.6) apylinkė
Telšių (Nr.40), ,Lietuvos socialdemokratų sąjunga, , ,Šviesos (Nr.6) apylinkė
Telšių (Nr.40),0.34%,Lietuvos laisvės sąjunga,2,2,Šviesos (Nr.6) apylinkė
Telšių (Nr.40),0.42%,Tautinė partija Lietuvos kelias,5, ,Šviesos (Nr.6) apylinkė
Telšių (Nr.40),0.17%,Lietuvių tautininkų sąjunga,2, ,Šviesos (Nr.6) apylinkė
Telšių (Nr.40),17.16%,Darbo partija,160,27,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40),13.12%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",125,18,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40),9.91%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",99,9,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40),36.15%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",360,34,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40),5.41%,Liberalų ir centro sąjunga,50,9,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40),4.40%,Valstiečių ir Naujosios demokratijos partijų sąjunga,48, ,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40), ,Lietuvos lenkų rinkimų akcija, , ,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40),10.37%,Krikščionių konservatorių socialinė sąjunga,98,15,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40),1.83%,Lietuvos krikščionys demokratai,15,5,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40),1.47%,Nacionalinė centro partija,8,8,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40),0.18%,Respublikonų partija,2, ,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40), ,Lietuvos socialdemokratų sąjunga, , ,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40), ,Lietuvos laisvės sąjunga, , ,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40), ,Tautinė partija Lietuvos kelias, , ,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40), ,Lietuvių tautininkų sąjunga, , ,Muziejaus (Nr.5) apylinkė
Telšių (Nr.40),19.97%,Darbo partija,224,49,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),13.39%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",154,29,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),7.97%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",89,20,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),32.92%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",419,31,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),6.95%,Liberalų ir centro sąjunga,78,17,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),6.14%,Valstiečių ir Naujosios demokratijos partijų sąjunga,72,12,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),0.07%,Lietuvos lenkų rinkimų akcija, ,1,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),9.88%,Krikščionių konservatorių socialinė sąjunga,112,23,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),0.88%,Lietuvos krikščionys demokratai,4,8,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),0.29%,Nacionalinė centro partija,4, ,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),0.44%,Respublikonų partija,6, ,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),0.37%,Lietuvos socialdemokratų sąjunga,4,1,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),0.29%,Lietuvos laisvės sąjunga,2,2,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),0.37%,Tautinė partija Lietuvos kelias,3,2,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),0.07%,Lietuvių tautininkų sąjunga,1, ,Žemaitės (Nr.4) apylinkė
Telšių (Nr.40),17.01%,Darbo partija,159,16,Respublikos (Nr.3) apylinkė
Telšių (Nr.40),13.51%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",112,27,Respublikos (Nr.3) apylinkė
Telšių (Nr.40),10.30%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",89,17,Respublikos (Nr.3) apylinkė
Telšių (Nr.40),37.61%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",352,35,Respublikos (Nr.3) apylinkė
Telšių (Nr.40),4.86%,Liberalų ir centro sąjunga,44,6,Respublikos (Nr.3) apylinkė
Telšių (Nr.40),5.54%,Valstiečių ir Naujosios demokratijos partijų sąjunga,50,7,Respublikos (Nr.3) apylinkė
Telšių (Nr.40), ,Lietuvos lenkų rinkimų akcija, , ,Respublikos (Nr.3) apylinkė
Telšių (Nr.40),9.43%,Krikščionių konservatorių socialinė sąjunga,85,12,Respublikos (Nr.3) apylinkė
Telšių (Nr.40),0.87%,Lietuvos krikščionys demokratai,7,2,Respublikos (Nr.3) apylinkė
