nuo_galiojanciu_biuleteniu,apygarda,partija,pastu,apylinkese
"13,11%",Telšių (Nr.40) rinkimų apygarda,Koalicija Darbo partija + jaunimas,294,2245
"2,60%",Telšių (Nr.40) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,44,459
"2,17%",Telšių (Nr.40) rinkimų apygarda,Liberalų ir centro sąjunga,62,358
"11,91%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,281,1375
"16,71%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Tautos prisikėlimo partija,152,2170
"18,81%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Partija Tvarka ir teisingumas,288,2327
"14,61%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Lietuvos socialdemokratų partija,320,1711
"17,11%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Koalicija Darbo partija + jaunimas,263,2115
"2,18%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,27,276
"3,01%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Liberalų ir centro sąjunga,34,385
"0,09%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,2,11
"4,73%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,82,575
"4,32%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Naujoji sąjunga (socialliberalai),59,541
"2,24%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,"""Fronto"" partija",31,280
"1,56%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",24,193
"0,69%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Pilietinės demokratijos partija,5,91
"0,29%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Lietuvos rusų sąjunga,3,38
"1,17%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,24,139
"0,56%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Lietuvos centro partija,16,62
"12,62%",Mažeikių (Nr.38) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,202,1928
"21,72%",Mažeikių (Nr.38) rinkimų apygarda,Tautos prisikėlimo partija,111,3554
"19,96%",Mažeikių (Nr.38) rinkimų apygarda,Partija Tvarka ir teisingumas,175,3193
"12,96%",Mažeikių (Nr.38) rinkimų apygarda,Lietuvos socialdemokratų partija,132,2056
"10,42%",Mažeikių (Nr.38) rinkimų apygarda,Koalicija Darbo partija + jaunimas,93,1666
"4,47%",Mažeikių (Nr.38) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,43,711
"1,84%",Mažeikių (Nr.38) rinkimų apygarda,Liberalų ir centro sąjunga,16,294
"0,08%",Mažeikių (Nr.38) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,13
"3,40%",Mažeikių (Nr.38) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,60,513
"2,68%",Mažeikių (Nr.38) rinkimų apygarda,Naujoji sąjunga (socialliberalai),31,421
"2,74%",Mažeikių (Nr.38) rinkimų apygarda,"""Fronto"" partija",23,440
"2,20%",Mažeikių (Nr.38) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",22,349
"1,11%",Mažeikių (Nr.38) rinkimų apygarda,Pilietinės demokratijos partija,10,178
"0,52%",Mažeikių (Nr.38) rinkimų apygarda,Lietuvos rusų sąjunga,1,86
"2,48%",Mažeikių (Nr.38) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,38,380
"0,81%",Mažeikių (Nr.38) rinkimų apygarda,Lietuvos centro partija,8,129
"15,62%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,444,1755
"19,22%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Tautos prisikėlimo partija,169,2537
"24,12%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Partija Tvarka ir teisingumas,371,3026
"10,21%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Lietuvos socialdemokratų partija,200,1238
"9,36%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Koalicija Darbo partija + jaunimas,173,1145
"3,37%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,38,436
"0,95%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Liberalų ir centro sąjunga,10,124
"0,18%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,4,21
"4,03%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,70,498
"4,54%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Naujoji sąjunga (socialliberalai),104,535
"2,52%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"""Fronto"" partija",42,313
"1,75%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",31,215
"1,80%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Pilietinės demokratijos partija,34,220
"0,18%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Lietuvos rusų sąjunga,2,23
"1,59%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,30,194
"0,56%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Lietuvos centro partija,11,68
"22,17%",Kretingos (Nr.36) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,402,3146
"21,47%",Kretingos (Nr.36) rinkimų apygarda,Tautos prisikėlimo partija,145,3292
"17,86%",Kretingos (Nr.36) rinkimų apygarda,Partija Tvarka ir teisingumas,277,2582
"7,98%",Kretingos (Nr.36) rinkimų apygarda,Lietuvos socialdemokratų partija,128,1149
"7,61%",Kretingos (Nr.36) rinkimų apygarda,Koalicija Darbo partija + jaunimas,94,1124
"3,59%",Kretingos (Nr.36) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,21,553
"2,86%",Kretingos (Nr.36) rinkimų apygarda,Liberalų ir centro sąjunga,26,432
"0,11%",Kretingos (Nr.36) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3,14
"5,19%",Kretingos (Nr.36) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,69,762
"3,35%",Kretingos (Nr.36) rinkimų apygarda,Naujoji sąjunga (socialliberalai),37,500
"2,95%",Kretingos (Nr.36) rinkimų apygarda,"""Fronto"" partija",45,427
"1,32%",Kretingos (Nr.36) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",14,198
"2,42%",Kretingos (Nr.36) rinkimų apygarda,Pilietinės demokratijos partija,37,350
"0,15%",Kretingos (Nr.36) rinkimų apygarda,Lietuvos rusų sąjunga,6,18
"0,58%",Kretingos (Nr.36) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,10,83
"0,39%",Kretingos (Nr.36) rinkimų apygarda,Lietuvos centro partija,9,53
"19,75%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,555,3218
"16,55%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Tautos prisikėlimo partija,118,3044
"15,13%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Partija Tvarka ir teisingumas,215,2675
"17,23%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Lietuvos socialdemokratų partija,327,2964
"9,95%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Koalicija Darbo partija + jaunimas,206,1694
"3,66%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,52,648
"4,77%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Liberalų ir centro sąjunga,73,838
"0,06%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,0,12
"3,12%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,37,560
"2,00%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Naujoji sąjunga (socialliberalai),43,339
"2,81%",Plungės - Rietavo (Nr.35) rinkimų apygarda,"""Fronto"" partija",39,497
"1,43%",Plungės - Rietavo (Nr.35) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",13,260
"0,83%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Pilietinės demokratijos partija,24,135
"0,21%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Lietuvos rusų sąjunga,9,31
"1,97%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,40,337
"0,53%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Lietuvos centro partija,15,87
"19,09%",Tauragės (Nr.34) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,405,2613
"17,81%",Tauragės (Nr.34) rinkimų apygarda,Tautos prisikėlimo partija,131,2684
"12,08%",Tauragės (Nr.34) rinkimų apygarda,Partija Tvarka ir teisingumas,179,1730
"13,58%",Tauragės (Nr.34) rinkimų apygarda,Lietuvos socialdemokratų partija,231,1916
"9,54%",Tauragės (Nr.34) rinkimų apygarda,Koalicija Darbo partija + jaunimas,108,1400
"3,09%",Tauragės (Nr.34) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,35,453
"8,19%",Tauragės (Nr.34) rinkimų apygarda,Liberalų ir centro sąjunga,135,1160
"0,11%",Tauragės (Nr.34) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,4,13
"4,40%",Tauragės (Nr.34) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,57,639
"6,59%",Tauragės (Nr.34) rinkimų apygarda,Naujoji sąjunga (socialliberalai),79,963
"1,58%",Tauragės (Nr.34) rinkimų apygarda,"""Fronto"" partija",17,233
"1,68%",Tauragės (Nr.34) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",21,245
"0,85%",Tauragės (Nr.34) rinkimų apygarda,Pilietinės demokratijos partija,19,115
"0,13%",Tauragės (Nr.34) rinkimų apygarda,Lietuvos rusų sąjunga,4,16
"0,82%",Tauragės (Nr.34) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,23,107
"0,46%",Tauragės (Nr.34) rinkimų apygarda,Lietuvos centro partija,3,70
"18,84%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,464,2440
"13,22%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Tautos prisikėlimo partija,104,1933
"8,94%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Partija Tvarka ir teisingumas,138,1239
"32,66%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Lietuvos socialdemokratų partija,645,4388
"5,07%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Koalicija Darbo partija + jaunimas,100,682
"1,68%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,27,232
"4,77%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Liberalų ir centro sąjunga,70,665
"0,05%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,2,6
"3,84%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,72,519
"3,41%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Naujoji sąjunga (socialliberalai),69,457
"1,41%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,"""Fronto"" partija",22,195
"1,03%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",12,147
"2,91%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Pilietinės demokratijos partija,68,381
"0,21%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Lietuvos rusų sąjunga,4,29
"1,30%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,15,186
"0,64%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Lietuvos centro partija,15,84
"13,33%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,257,2000
"16,54%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Tautos prisikėlimo partija,128,2673
"26,00%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Partija Tvarka ir teisingumas,729,3674
"8,62%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Lietuvos socialdemokratų partija,170,1290
"7,62%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Koalicija Darbo partija + jaunimas,192,1099
"6,70%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,74,1061
"6,27%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Liberalų ir centro sąjunga,84,977
"0,13%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,4,18
"5,17%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,101,775
"4,06%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Naujoji sąjunga (socialliberalai),43,645
"1,88%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,"""Fronto"" partija",30,289
"1,26%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",18,196
"0,90%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Pilietinės demokratijos partija,8,144
"0,22%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Lietuvos rusų sąjunga,2,35
"0,60%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,8,93
"0,69%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Lietuvos centro partija,12,104
"18,53%",Gargždų (Nr.31) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,551,2840
"20,50%",Gargždų (Nr.31) rinkimų apygarda,Tautos prisikėlimo partija,153,3599
"25,73%",Gargždų (Nr.31) rinkimų apygarda,Partija Tvarka ir teisingumas,519,4190
"7,57%",Gargždų (Nr.31) rinkimų apygarda,Lietuvos socialdemokratų partija,155,1231
"5,16%",Gargždų (Nr.31) rinkimų apygarda,Koalicija Darbo partija + jaunimas,104,840
"8,18%",Gargždų (Nr.31) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,67,1431
"2,19%",Gargždų (Nr.31) rinkimų apygarda,Liberalų ir centro sąjunga,32,369
"0,30%",Gargždų (Nr.31) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3,51
"3,21%",Gargždų (Nr.31) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,60,527
"2,73%",Gargždų (Nr.31) rinkimų apygarda,Naujoji sąjunga (socialliberalai),37,463
"2,13%",Gargždų (Nr.31) rinkimų apygarda,"""Fronto"" partija",35,355
"1,34%",Gargždų (Nr.31) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",19,226
"0,93%",Gargždų (Nr.31) rinkimų apygarda,Pilietinės demokratijos partija,18,152
"0,27%",Gargždų (Nr.31) rinkimų apygarda,Lietuvos rusų sąjunga,6,43
"0,52%",Gargždų (Nr.31) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,4,91
"0,73%",Gargždų (Nr.31) rinkimų apygarda,Lietuvos centro partija,10,123
"16,46%",Alytaus (Nr.30) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,178,2807
"25,52%",Alytaus (Nr.30) rinkimų apygarda,Tautos prisikėlimo partija,155,4473
"10,77%",Alytaus (Nr.30) rinkimų apygarda,Partija Tvarka ir teisingumas,92,1861
"13,28%",Alytaus (Nr.30) rinkimų apygarda,Lietuvos socialdemokratų partija,125,2284
"8,39%",Alytaus (Nr.30) rinkimų apygarda,Koalicija Darbo partija + jaunimas,160,1362
"5,86%",Alytaus (Nr.30) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,73,990
"4,43%",Alytaus (Nr.30) rinkimų apygarda,Liberalų ir centro sąjunga,43,760
"0,07%",Alytaus (Nr.30) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3,9
"1,87%",Alytaus (Nr.30) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,23,316
"5,25%",Alytaus (Nr.30) rinkimų apygarda,Naujoji sąjunga (socialliberalai),45,907
"3,01%",Alytaus (Nr.30) rinkimų apygarda,"""Fronto"" partija",22,524
"2,05%",Alytaus (Nr.30) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",12,359
"1,26%",Alytaus (Nr.30) rinkimų apygarda,Pilietinės demokratijos partija,9,219
"0,19%",Alytaus (Nr.30) rinkimų apygarda,Lietuvos rusų sąjunga,2,33
"0,88%",Alytaus (Nr.30) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,12,148
"0,71%",Alytaus (Nr.30) rinkimų apygarda,Lietuvos centro partija,4,124
"20,48%",Marijampolės (Nr.29) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,279,3060
"23,23%",Marijampolės (Nr.29) rinkimų apygarda,Tautos prisikėlimo partija,147,3639
"10,93%",Marijampolės (Nr.29) rinkimų apygarda,Partija Tvarka ir teisingumas,91,1691
"16,12%",Marijampolės (Nr.29) rinkimų apygarda,Lietuvos socialdemokratų partija,178,2449
"7,59%",Marijampolės (Nr.29) rinkimų apygarda,Koalicija Darbo partija + jaunimas,130,1107
"5,11%",Marijampolės (Nr.29) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,37,796
"3,01%",Marijampolės (Nr.29) rinkimų apygarda,Liberalų ir centro sąjunga,32,459
"0,04%",Marijampolės (Nr.29) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,2,5
"1,58%",Marijampolės (Nr.29) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,16,241
"3,80%",Marijampolės (Nr.29) rinkimų apygarda,Naujoji sąjunga (socialliberalai),45,575
"2,31%",Marijampolės (Nr.29) rinkimų apygarda,"""Fronto"" partija",16,361
"1,50%",Marijampolės (Nr.29) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",12,232
"0,82%",Marijampolės (Nr.29) rinkimų apygarda,Pilietinės demokratijos partija,4,130
"0,21%",Marijampolės (Nr.29) rinkimų apygarda,Lietuvos rusų sąjunga,7,28
"2,81%",Marijampolės (Nr.29) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,17,441
"0,45%",Marijampolės (Nr.29) rinkimų apygarda,Lietuvos centro partija,4,70
"21,64%",Aukštaitijos (Nr.28) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,405,3538
"21,06%",Aukštaitijos (Nr.28) rinkimų apygarda,Tautos prisikėlimo partija,158,3679
"9,65%",Aukštaitijos (Nr.28) rinkimų apygarda,Partija Tvarka ir teisingumas,106,1652
"10,50%",Aukštaitijos (Nr.28) rinkimų apygarda,Lietuvos socialdemokratų partija,130,1783
"9,35%",Aukštaitijos (Nr.28) rinkimų apygarda,Koalicija Darbo partija + jaunimas,127,1577
"6,95%",Aukštaitijos (Nr.28) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,60,1207
"1,97%",Aukštaitijos (Nr.28) rinkimų apygarda,Liberalų ir centro sąjunga,19,340
"0,24%",Aukštaitijos (Nr.28) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,42
"7,93%",Aukštaitijos (Nr.28) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,120,1324
"2,77%",Aukštaitijos (Nr.28) rinkimų apygarda,Naujoji sąjunga (socialliberalai),37,468
"3,68%",Aukštaitijos (Nr.28) rinkimų apygarda,"""Fronto"" partija",39,632
"1,58%",Aukštaitijos (Nr.28) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",12,276
"1,03%",Aukštaitijos (Nr.28) rinkimų apygarda,Pilietinės demokratijos partija,11,176
"0,31%",Aukštaitijos (Nr.28) rinkimų apygarda,Lietuvos rusų sąjunga,4,52
"0,59%",Aukštaitijos (Nr.28) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,10,97
"0,75%",Aukštaitijos (Nr.28) rinkimų apygarda,Lietuvos centro partija,12,124
"20,69%",Vakarinė (Nr.27) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,252,3764
"22,55%",Vakarinė (Nr.27) rinkimų apygarda,Tautos prisikėlimo partija,82,4295
"9,48%",Vakarinė (Nr.27) rinkimų apygarda,Partija Tvarka ir teisingumas,62,1778
"11,37%",Vakarinė (Nr.27) rinkimų apygarda,Lietuvos socialdemokratų partija,91,2116
"7,27%",Vakarinė (Nr.27) rinkimų apygarda,Koalicija Darbo partija + jaunimas,61,1350
"8,60%",Vakarinė (Nr.27) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,73,1596
"2,81%",Vakarinė (Nr.27) rinkimų apygarda,Liberalų ir centro sąjunga,31,514
"0,09%",Vakarinė (Nr.27) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,16
"2,94%",Vakarinė (Nr.27) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,19,552
"3,25%",Vakarinė (Nr.27) rinkimų apygarda,Naujoji sąjunga (socialliberalai),20,611
"5,72%",Vakarinė (Nr.27) rinkimų apygarda,"""Fronto"" partija",41,1069
"2,12%",Vakarinė (Nr.27) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",10,402
"1,18%",Vakarinė (Nr.27) rinkimų apygarda,Pilietinės demokratijos partija,5,224
"0,39%",Vakarinė (Nr.27) rinkimų apygarda,Lietuvos rusų sąjunga,4,72
"0,80%",Vakarinė (Nr.27) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,7,148
"0,74%",Vakarinė (Nr.27) rinkimų apygarda,Lietuvos centro partija,5,139
"26,55%",Nevėžio (Nr.26) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,405,4576
"21,32%",Nevėžio (Nr.26) rinkimų apygarda,Tautos prisikėlimo partija,151,3849
"10,44%",Nevėžio (Nr.26) rinkimų apygarda,Partija Tvarka ir teisingumas,101,1858
"10,21%",Nevėžio (Nr.26) rinkimų apygarda,Lietuvos socialdemokratų partija,118,1798
"6,83%",Nevėžio (Nr.26) rinkimų apygarda,Koalicija Darbo partija + jaunimas,78,1204
"6,89%",Nevėžio (Nr.26) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,69,1223
"2,38%",Nevėžio (Nr.26) rinkimų apygarda,Liberalų ir centro sąjunga,32,415
"0,05%",Nevėžio (Nr.26) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,9
"3,33%",Nevėžio (Nr.26) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,46,579
"2,50%",Nevėžio (Nr.26) rinkimų apygarda,Naujoji sąjunga (socialliberalai),19,450
"4,82%",Nevėžio (Nr.26) rinkimų apygarda,"""Fronto"" partija",37,867
"1,79%",Nevėžio (Nr.26) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",12,324
"1,60%",Nevėžio (Nr.26) rinkimų apygarda,Pilietinės demokratijos partija,12,289
"0,29%",Nevėžio (Nr.26) rinkimų apygarda,Lietuvos rusų sąjunga,4,51
"0,30%",Nevėžio (Nr.26) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,2,55
"0,66%",Nevėžio (Nr.26) rinkimų apygarda,Lietuvos centro partija,8,116
"13,83%",Dainų (Nr.25) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,107,2072
"19,94%",Dainų (Nr.25) rinkimų apygarda,Tautos prisikėlimo partija,48,3095
"12,66%",Dainų (Nr.25) rinkimų apygarda,Partija Tvarka ir teisingumas,102,1894
"14,16%",Dainų (Nr.25) rinkimų apygarda,Lietuvos socialdemokratų partija,82,2150
"7,38%",Dainų (Nr.25) rinkimų apygarda,Koalicija Darbo partija + jaunimas,60,1103
"5,96%",Dainų (Nr.25) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,30,909
"3,06%",Dainų (Nr.25) rinkimų apygarda,Liberalų ir centro sąjunga,24,459
"0,08%",Dainų (Nr.25) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,11
"2,91%",Dainų (Nr.25) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,38,420
"9,64%",Dainų (Nr.25) rinkimų apygarda,Naujoji sąjunga (socialliberalai),42,1477
"4,30%",Dainų (Nr.25) rinkimų apygarda,"""Fronto"" partija",27,650
"2,09%",Dainų (Nr.25) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",9,321
"0,92%",Dainų (Nr.25) rinkimų apygarda,Pilietinės demokratijos partija,11,134
"0,58%",Dainų (Nr.25) rinkimų apygarda,Lietuvos rusų sąjunga,7,84
"0,92%",Dainų (Nr.25) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,7,138
"1,58%",Dainų (Nr.25) rinkimų apygarda,Lietuvos centro partija,5,244
"16,22%",Saulės (Nr.24) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,151,2318
"18,56%",Saulės (Nr.24) rinkimų apygarda,Tautos prisikėlimo partija,63,2762
"14,70%",Saulės (Nr.24) rinkimų apygarda,Partija Tvarka ir teisingumas,126,2111
"14,22%",Saulės (Nr.24) rinkimų apygarda,Lietuvos socialdemokratų partija,121,2043
"8,72%",Saulės (Nr.24) rinkimų apygarda,Koalicija Darbo partija + jaunimas,129,1198
"5,51%",Saulės (Nr.24) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,33,805
"3,96%",Saulės (Nr.24) rinkimų apygarda,Liberalų ir centro sąjunga,22,581
"0,12%",Saulės (Nr.24) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,17
"2,46%",Saulės (Nr.24) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,37,338
"4,99%",Saulės (Nr.24) rinkimų apygarda,Naujoji sąjunga (socialliberalai),26,734
"4,04%",Saulės (Nr.24) rinkimų apygarda,"""Fronto"" partija",26,589
"2,12%",Saulės (Nr.24) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",17,305
"1,24%",Saulės (Nr.24) rinkimų apygarda,Pilietinės demokratijos partija,7,182
"0,78%",Saulės (Nr.24) rinkimų apygarda,Lietuvos rusų sąjunga,5,113
"1,18%",Saulės (Nr.24) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,9,170
"1,20%",Saulės (Nr.24) rinkimų apygarda,Lietuvos centro partija,5,178
"18,57%",Aušros (Nr.23) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,214,2579
"16,57%",Aušros (Nr.23) rinkimų apygarda,Tautos prisikėlimo partija,60,2432
"11,70%",Aušros (Nr.23) rinkimų apygarda,Partija Tvarka ir teisingumas,101,1659
"17,81%",Aušros (Nr.23) rinkimų apygarda,Lietuvos socialdemokratų partija,137,2542
"7,57%",Aušros (Nr.23) rinkimų apygarda,Koalicija Darbo partija + jaunimas,60,1078
"5,42%",Aušros (Nr.23) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,28,787
"3,80%",Aušros (Nr.23) rinkimų apygarda,Liberalų ir centro sąjunga,29,543
"0,11%",Aušros (Nr.23) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,15
"2,07%",Aušros (Nr.23) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,34,278
