kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Valdemaras VALKIŪNAS,,"70,59%",123,"66,67%",33,Medeikių  (Nr.24) apylinkė  
Aurimas FRANKAS,,"29,41%",43,"27,78%",22,Medeikių  (Nr.24) apylinkė  
Valdemaras VALKIŪNAS,,"42,31%",31,"40,74%",13,Virbališkių  (Nr.23) apylinkė  
Aurimas FRANKAS,,"57,69%",55,"55,56%",5,Virbališkių  (Nr.23) apylinkė  
Valdemaras VALKIŪNAS,,"76,82%",139,"76,82%",40,Papilio  (Nr.23) apylinkė  
Aurimas FRANKAS,,"23,18%",30,"23,18%",24,Papilio  (Nr.23) apylinkė  
Valdemaras VALKIŪNAS,,"74,83%",75,"72,30%",32,Kvetkų  (Nr.22) apylinkė  
Aurimas FRANKAS,,"25,17%",26,"24,32%",10,Kvetkų  (Nr.22) apylinkė  
Valdemaras VALKIŪNAS,,"70,10%",103,"69,39%",33,Kupreliškio  (Nr.21) apylinkė  
Aurimas FRANKAS,,"29,90%",45,"29,59%",13,Kupreliškio  (Nr.21) apylinkė  
Valdemaras VALKIŪNAS,,"84,80%",120,"82,86%",25,Kraštų  (Nr.20) apylinkė  
Aurimas FRANKAS,,"15,20%",20,"14,86%",6,Kraštų  (Nr.20) apylinkė  
Valdemaras VALKIŪNAS,,"47,73%",49,"47,37%",14,Einorių  (Nr.19) apylinkė  
Aurimas FRANKAS,,"52,27%",58,"51,88%",11,Einorių  (Nr.19) apylinkė  
Valdemaras VALKIŪNAS,,"64,63%",77,"64,63%",29,Juostaviečių  (Nr.18) apylinkė  
Aurimas FRANKAS,,"35,37%",20,"35,37%",38,Juostaviečių  (Nr.18) apylinkė  
Valdemaras VALKIŪNAS,,"74,44%",117,"72,81%",49,Pasvaliečių  (Nr.17) apylinkė  
Aurimas FRANKAS,,"25,56%",33,"25,00%",24,Pasvaliečių  (Nr.17) apylinkė  
Valdemaras VALKIŪNAS,,"48,85%",67,"46,96%",18,Salamiesčio  (Nr.17) apylinkė  
Aurimas FRANKAS,,"51,15%",71,"49,17%",18,Salamiesčio  (Nr.17) apylinkė  
Valdemaras VALKIŪNAS,,"84,29%",90,"82,52%",28,Pačeriaukštės  (Nr.16) apylinkė  
Aurimas FRANKAS,,"15,71%",16,"15,38%",6,Pačeriaukštės  (Nr.16) apylinkė  
Valdemaras VALKIŪNAS,,"41,76%",58,"41,04%",13,Paketurių  (Nr.15) apylinkė  
Aurimas FRANKAS,,"58,24%",80,"57,23%",19,Paketurių  (Nr.15) apylinkė  
Valdemaras VALKIŪNAS,,"68,38%",206,"66,30%",34,Pabiržės  (Nr.15) apylinkė  
Aurimas FRANKAS,,"31,62%",77,"30,66%",34,Pabiržės  (Nr.15) apylinkė  
Valdemaras VALKIŪNAS,,"56,52%",115,"55,43%",28,Kirdonių  (Nr.14) apylinkė  
Aurimas FRANKAS,,"43,48%",78,"42,64%",32,Kirdonių  (Nr.14) apylinkė  
Valdemaras VALKIŪNAS,,"80,70%",65,"80,00%",27,Pučiakalnės  (Nr.13) apylinkė  
Aurimas FRANKAS,,"19,30%",18,"19,13%",4,Pučiakalnės  (Nr.13) apylinkė  
Valdemaras VALKIŪNAS,,"75,17%",176,"74,42%",48,Nemunėlio Radviliškio  (Nr.12) apylinkė  
Aurimas FRANKAS,,"24,83%",53,"24,58%",21,Nemunėlio Radviliškio  (Nr.12) apylinkė  
Valdemaras VALKIŪNAS,,"85,38%",123,"84,88%",23,Germaniškio  (Nr.11) apylinkė  
Aurimas FRANKAS,,"14,62%",21,"14,53%",4,Germaniškio  (Nr.11) apylinkė  
Valdemaras VALKIŪNAS,,"73,56%",307,"71,24%",77,Rinkuškių  (Nr.10) apylinkė  
Aurimas FRANKAS,,"26,44%",105,"25,60%",33,Rinkuškių  (Nr.10) apylinkė  
Valdemaras VALKIŪNAS,,"78,11%",221,"78,11%",68,Obelaukių  (Nr.9) apylinkė  
Aurimas FRANKAS,,"21,89%",56,"21,89%",25,Obelaukių  (Nr.9) apylinkė  
Valdemaras VALKIŪNAS,,"35,89%",116,"33,86%",34,Senamiesčio  (Nr.9) apylinkė  
Aurimas FRANKAS,,"64,11%",221,"60,50%",47,Senamiesčio  (Nr.9) apylinkė  
Valdemaras VALKIŪNAS,,"40,68%",180,"37,68%",34,Kupos  (Nr.8) apylinkė  
Aurimas FRANKAS,,"59,32%",252,"54,93%",60,Kupos  (Nr.8) apylinkė  
Valdemaras VALKIŪNAS,,"68,99%",69,"67,42%",20,Nausėdžių  (Nr.8) apylinkė  
Aurimas FRANKAS,,"31,01%",27,"30,30%",13,Nausėdžių  (Nr.8) apylinkė  
Valdemaras VALKIŪNAS,,"37,08%",215,"34,83%",26,Račiupėnų  (Nr.7) apylinkė  
Aurimas FRANKAS,,"62,92%",337,"59,10%",72,Račiupėnų  (Nr.7) apylinkė  
Valdemaras VALKIŪNAS,,"69,92%",107,"67,90%",58,Kratiškių  (Nr.7) apylinkė  
Aurimas FRANKAS,,"30,08%",43,"29,22%",28,Kratiškių  (Nr.7) apylinkė  
Valdemaras VALKIŪNAS,,"74,81%",80,"72,14%",21,Anglininkų  (Nr.6) apylinkė  
Aurimas FRANKAS,,"25,19%",20,"24,29%",14,Anglininkų  (Nr.6) apylinkė  
Valdemaras VALKIŪNAS,,"65,74%",647,"63,73%",84,Kaštonų  (Nr.5) apylinkė  
Aurimas FRANKAS,,"34,26%",326,"33,22%",55,Kaštonų  (Nr.5) apylinkė  
Valdemaras VALKIŪNAS,,"78,54%",709,"75,43%",89,Saulės  (Nr.4) apylinkė  
Aurimas FRANKAS,,"21,46%",152,"20,60%",66,Saulės  (Nr.4) apylinkė  
Valdemaras VALKIŪNAS,,"47,83%",60,"44,80%",39,Aukštupėnų  (Nr.4) apylinkė  
Aurimas FRANKAS,,"52,17%",87,"48,87%",21,Aukštupėnų  (Nr.4) apylinkė  
Valdemaras VALKIŪNAS,,"36,03%",64,"34,10%",25,Antašavos  (Nr.3) apylinkė  
Aurimas FRANKAS,,"63,97%",133,"60,54%",25,Antašavos  (Nr.3) apylinkė  
Valdemaras VALKIŪNAS,,"69,41%",708,"67,80%",52,Aušros  (Nr.3) apylinkė  
Aurimas FRANKAS,,"30,59%",296,"29,88%",39,Aušros  (Nr.3) apylinkė  
Valdemaras VALKIŪNAS,,"74,22%",274,"71,98%",60,Rotušės  (Nr.2) apylinkė  
Aurimas FRANKAS,,"25,78%",89,"25,00%",27,Rotušės  (Nr.2) apylinkė  
Valdemaras VALKIŪNAS,,"49,46%",79,"46,91%",12,Alizavos  (Nr.2) apylinkė  
Aurimas FRANKAS,,"50,54%",81,"47,94%",12,Alizavos  (Nr.2) apylinkė  
Valdemaras VALKIŪNAS,,"72,73%",526,"71,13%",90,Atžalyno  (Nr.1) apylinkė  
Aurimas FRANKAS,,"27,27%",188,"26,67%",43,Atžalyno  (Nr.1) apylinkė  
Antanas BAURA,,"68,02%",146,"67,47%",22,Andrioniškio  (Nr.36) apylinkė  
Arvydas ANUŠAUSKAS,,"31,98%",68,"31,73%",11,Andrioniškio  (Nr.36) apylinkė  
Antanas BAURA,,"57,23%",78,"55,62%",21,Traupio  (Nr.35) apylinkė  
Arvydas ANUŠAUSKAS,,"42,77%",63,"41,57%",11,Traupio  (Nr.35) apylinkė  
Antanas BAURA,,"54,96%",47,"54,55%",25,Levaniškių  (Nr.34) apylinkė  
Arvydas ANUŠAUSKAS,,"45,04%",48,"44,70%",11,Levaniškių  (Nr.34) apylinkė  
Antanas BAURA,,"63,10%",93,"61,63%",13,Raguvėlės  (Nr.33) apylinkė  
Arvydas ANUŠAUSKAS,,"36,90%",43,"36,05%",19,Raguvėlės  (Nr.33) apylinkė  
Antanas BAURA,,"71,23%",48,"68,42%",4,Nausodės  (Nr.32) apylinkė  
Arvydas ANUŠAUSKAS,,"28,77%",16,"27,63%",5,Nausodės  (Nr.32) apylinkė  
Antanas BAURA,,"72,26%",96,"71,34%",16,Surdegio  (Nr.31) apylinkė  
Arvydas ANUŠAUSKAS,,"27,74%",36,"27,39%",7,Surdegio  (Nr.31) apylinkė  
Antanas BAURA,,"78,35%",55,"77,55%",21,Vašuokėnų  (Nr.30) apylinkė  
Arvydas ANUŠAUSKAS,,"21,65%",11,"21,43%",10,Vašuokėnų  (Nr.30) apylinkė  
Antanas BAURA,,"60,86%",199,"60,00%",56,Troškūnų  (Nr.28) apylinkė  
Arvydas ANUŠAUSKAS,,"39,14%",135,"38,59%",29,Troškūnų  (Nr.28) apylinkė  
Antanas BAURA,,"64,52%",90,"63,69%",10,Vaitkūnų  (Nr.27) apylinkė  
Arvydas ANUŠAUSKAS,,"35,48%",40,"35,03%",15,Vaitkūnų  (Nr.27) apylinkė  
Antanas BAURA,,"58,42%",278,"57,70%",48,Svėdasų  (Nr.26) apylinkė  
Arvydas ANUŠAUSKAS,,"41,58%",188,"41,06%",44,Svėdasų  (Nr.26) apylinkė  
Antanas BAURA,,"73,33%",48,"72,37%",7,Aulelių  (Nr.25) apylinkė  
Arvydas ANUŠAUSKAS,,"26,67%",18,"26,32%",2,Aulelių  (Nr.25) apylinkė  
Antanas BAURA,,"60,00%",46,"58,70%",8,Daujočių  (Nr.24) apylinkė  
Arvydas ANUŠAUSKAS,,"40,00%",20,"39,13%",16,Daujočių  (Nr.24) apylinkė  
Antanas BAURA,,"77,59%",73,"75,63%",17,Mačionių  (Nr.23) apylinkė  
Arvydas ANUŠAUSKAS,,"22,41%",19,"21,85%",7,Mačionių  (Nr.23) apylinkė  
Antanas BAURA,,"43,22%",68,"41,75%",18,Šimonių  (Nr.22) apylinkė  
Arvydas ANUŠAUSKAS,,"56,78%",94,"54,85%",19,Šimonių  (Nr.22) apylinkė  
Antanas BAURA,,"52,41%",84,"51,58%",14,Skiemonių  (Nr.22) apylinkė  
Arvydas ANUŠAUSKAS,,"47,59%",72,"46,84%",17,Skiemonių  (Nr.22) apylinkė  
Antanas BAURA,,"42,22%",65,"41,30%",30,Šepetos  (Nr.21) apylinkė  
Arvydas ANUŠAUSKAS,,"57,78%",80,"56,52%",50,Šepetos  (Nr.21) apylinkė  
Antanas BAURA,,"63,20%",51,"62,20%",28,Katlėrių  (Nr.21) apylinkė  
Arvydas ANUŠAUSKAS,,"36,80%",33,"36,22%",13,Katlėrių  (Nr.21) apylinkė  
Antanas BAURA,,"65,41%",73,"63,41%",31,Staškūniškio  (Nr.20) apylinkė  
Arvydas ANUŠAUSKAS,,"34,59%",33,"33,54%",22,Staškūniškio  (Nr.20) apylinkė  
Antanas BAURA,,"31,86%",90,"30,24%",11,Subačiaus  (Nr.20) apylinkė  
Arvydas ANUŠAUSKAS,,"68,14%",180,"64,67%",36,Subačiaus  (Nr.20) apylinkė  
Antanas BAURA,,"62,50%",46,"62,07%",44,Kurklelių  (Nr.19) apylinkė  
Arvydas ANUŠAUSKAS,,"37,50%",26,"37,24%",28,Kurklelių  (Nr.19) apylinkė  
Antanas BAURA,,"46,25%",53,"44,31%",21,Skverbų  (Nr.19) apylinkė  
Arvydas ANUŠAUSKAS,,"53,75%",53,"51,50%",33,Skverbų  (Nr.19) apylinkė  
Antanas BAURA,,"44,44%",95,"42,42%",17,Skapiškio  (Nr.18) apylinkė  
Arvydas ANUŠAUSKAS,,"55,56%",116,"53,03%",24,Skapiškio  (Nr.18) apylinkė  
Antanas BAURA,,"68,25%",99,"66,36%",45,Kurklių  (Nr.18) apylinkė  
Arvydas ANUŠAUSKAS,,"31,75%",51,"30,88%",16,Kurklių  (Nr.18) apylinkė  
Antanas BAURA,,"78,65%",55,"76,92%",15,Šovenių  (Nr.17) apylinkė  
Arvydas ANUŠAUSKAS,,"21,35%",11,"20,88%",8,Šovenių  (Nr.17) apylinkė  
Antanas BAURA,,"53,91%",52,"53,91%",10,Rudilių  (Nr.16) apylinkė  
Arvydas ANUŠAUSKAS,,"46,09%",44,"46,09%",9,Rudilių  (Nr.16) apylinkė  
Antanas BAURA,,"82,47%",125,"81,22%",35,Šerių  (Nr.16) apylinkė  
Arvydas ANUŠAUSKAS,,"17,53%",23,"17,26%",11,Šerių  (Nr.16) apylinkė  
Antanas BAURA,,"75,93%",88,"75,46%",35,Svirnų  (Nr.15) apylinkė  
Arvydas ANUŠAUSKAS,,"24,07%",25,"23,93%",14,Svirnų  (Nr.15) apylinkė  
Antanas BAURA,,"64,35%",108,"61,92%",40,Janušavos  (Nr.14) apylinkė  
Arvydas ANUŠAUSKAS,,"35,65%",68,"34,31%",14,Janušavos  (Nr.14) apylinkė  
Antanas BAURA,,"37,97%",118,"36,98%",24,Noriūnų  (Nr.14) apylinkė  
Arvydas ANUŠAUSKAS,,"62,03%",180,"60,42%",52,Noriūnų  (Nr.14) apylinkė  
Antanas BAURA,,"69,39%",52,"68,69%",16,Dabužių  (Nr.13) apylinkė  
Arvydas ANUŠAUSKAS,,"30,61%",18,"30,30%",12,Dabužių  (Nr.13) apylinkė  
Antanas BAURA,,"56,14%",40,"54,24%",24,Naivių  (Nr.13) apylinkė  
Arvydas ANUŠAUSKAS,,"43,86%",27,"42,37%",23,Naivių  (Nr.13) apylinkė  
Antanas BAURA,,"41,11%",21,"41,11%",16,Migonių  (Nr.12) apylinkė  
Arvydas ANUŠAUSKAS,,"58,89%",18,"58,89%",35,Migonių  (Nr.12) apylinkė  
Antanas BAURA,,"55,15%",175,"52,64%",34,Kavarsko  (Nr.12) apylinkė  
Arvydas ANUŠAUSKAS,,"44,85%",146,"42,82%",24,Kavarsko  (Nr.12) apylinkė  
Antanas BAURA,,"68,60%",99,"68,60%",19,Leliūnų  (Nr.11) apylinkė  
Arvydas ANUŠAUSKAS,,"31,40%",42,"31,40%",12,Leliūnų  (Nr.11) apylinkė  
Antanas BAURA,,"39,42%",36,"37,61%",5,Lukonių  (Nr.11) apylinkė  
Arvydas ANUŠAUSKAS,,"60,58%",40,"57,80%",23,Lukonių  (Nr.11) apylinkė  
Antanas BAURA,,"51,24%",46,"51,24%",16,Laičių  (Nr.10) apylinkė  
Arvydas ANUŠAUSKAS,,"48,76%",42,"48,76%",17,Laičių  (Nr.10) apylinkė  
Antanas BAURA,,"72,26%",144,"71,10%",166,Debeikių  (Nr.10) apylinkė  
Arvydas ANUŠAUSKAS,,"27,74%",70,"27,29%",49,Debeikių  (Nr.10) apylinkė  
Antanas BAURA,,"60,00%",54,"57,60%",18,Šlavėnų  (Nr.9) apylinkė  
Arvydas ANUŠAUSKAS,,"40,00%",30,"38,40%",18,Šlavėnų  (Nr.9) apylinkė  
Antanas BAURA,,"65,25%",137,"64,02%",32,Burbiškio  (Nr.8) apylinkė  
Arvydas ANUŠAUSKAS,,"34,75%",62,"34,09%",28,Burbiškio  (Nr.8) apylinkė  
Antanas BAURA,,"67,65%",237,"66,35%",39,Elmos  (Nr.7) apylinkė  
Arvydas ANUŠAUSKAS,,"32,35%",103,"31,73%",29,Elmos  (Nr.7) apylinkė  
Antanas BAURA,,"67,48%",136,"66,40%",30,Ažuožerių  (Nr.6) apylinkė  
Arvydas ANUŠAUSKAS,,"32,52%",70,"32,00%",10,Ažuožerių  (Nr.6) apylinkė  
Antanas BAURA,,"52,08%",44,"51,02%",6,Juodpėnų  (Nr.6) apylinkė  
Arvydas ANUŠAUSKAS,,"47,92%",32,"46,94%",14,Juodpėnų  (Nr.6) apylinkė  
Antanas BAURA,,"71,19%",86,"70,00%",40,Piktagalio  (Nr.5) apylinkė  
Arvydas ANUŠAUSKAS,,"28,81%",32,"28,33%",19,Piktagalio  (Nr.5) apylinkė  
Antanas BAURA,,"60,81%",35,"58,44%",10,Biliūnų  (Nr.5) apylinkė  
Arvydas ANUŠAUSKAS,,"39,19%",23,"37,66%",6,Biliūnų  (Nr.5) apylinkė  
Antanas BAURA,,"66,12%",504,"64,81%",56,Liudiškių  (Nr.4) apylinkė  
Arvydas ANUŠAUSKAS,,"33,88%",244,"33,22%",43,Liudiškių  (Nr.4) apylinkė  
Antanas BAURA,,"57,07%",312,"56,07%",39,Ažupiečių  (Nr.3) apylinkė  
Arvydas ANUŠAUSKAS,,"42,93%",222,"42,17%",42,Ažupiečių  (Nr.3) apylinkė  
Antanas BAURA,,"58,39%",359,"56,99%",69,Janydžių  (Nr.2) apylinkė  
Arvydas ANUŠAUSKAS,,"41,61%",243,"40,61%",62,Janydžių  (Nr.2) apylinkė  
Antanas BAURA,,"39,34%",59,"38,71%",13,Adomynės  (Nr.1) apylinkė  
Arvydas ANUŠAUSKAS,,"60,66%",68,"59,68%",43,Adomynės  (Nr.1) apylinkė  
Antanas BAURA,,"58,41%",646,"57,47%",66,Senamiesčio  (Nr.1) apylinkė  
Arvydas ANUŠAUSKAS,,"41,59%",434,"40,92%",73,Senamiesčio  (Nr.1) apylinkė  
Algis KAZULĖNAS,,"52,16%",155,"51,47%",38,Stoties  (Nr.41) apylinkė  
Vytautas SAULIS,,"47,84%",147,"47,20%",30,Stoties  (Nr.41) apylinkė  
Algis KAZULĖNAS,,"52,99%",54,"51,82%",17,Panemunio  (Nr.40) apylinkė  
Vytautas SAULIS,,"47,01%",50,"45,99%",13,Panemunio  (Nr.40) apylinkė  
Algis KAZULĖNAS,,"42,06%",42,"42,06%",11,Lailūnų  (Nr.38) apylinkė  
Vytautas SAULIS,,"57,94%",62,"57,94%",11,Lailūnų  (Nr.38) apylinkė  
Algis KAZULĖNAS,,"62,60%",64,"60,63%",13,Sriubiškių  (Nr.37) apylinkė  
Vytautas SAULIS,,"37,40%",36,"36,22%",10,Sriubiškių  (Nr.37) apylinkė  
Algis KAZULĖNAS,,"27,10%",14,"26,85%",15,Suvainiškio  (Nr.35) apylinkė  
Vytautas SAULIS,,"72,90%",64,"72,22%",14,Suvainiškio  (Nr.35) apylinkė  
Algis KAZULĖNAS,,"48,93%",91,"47,70%",23,Obelių  (Nr.34) apylinkė  
Vytautas SAULIS,,"51,07%",92,"49,79%",27,Obelių  (Nr.34) apylinkė  
Algis KAZULĖNAS,,"64,63%",71,"64,19%",24,Antanašės  (Nr.33) apylinkė  
Vytautas SAULIS,,"35,37%",45,"35,14%",7,Antanašės  (Nr.33) apylinkė  
Algis KAZULĖNAS,,"55,13%",30,"53,75%",13,Zarinkiškių  (Nr.32) apylinkė  
Vytautas SAULIS,,"44,87%",25,"43,75%",10,Zarinkiškių  (Nr.32) apylinkė  
Algis KAZULĖNAS,,"39,29%",29,"39,29%",4,Aleksandravėlės  (Nr.31) apylinkė  
Vytautas SAULIS,,"60,71%",42,"60,71%",9,Aleksandravėlės  (Nr.31) apylinkė  
Algis KAZULĖNAS,,"40,35%",28,"38,98%",18,Pakriaunių  (Nr.30) apylinkė  
Vytautas SAULIS,,"59,65%",52,"57,63%",16,Pakriaunių  (Nr.30) apylinkė  
Algis KAZULĖNAS,,"46,10%",64,"44,38%",7,Kairelių  (Nr.29) apylinkė  
Vytautas SAULIS,,"53,90%",76,"51,88%",7,Kairelių  (Nr.29) apylinkė  
Algis KAZULĖNAS,,"24,69%",34,"24,39%",6,Lašų  (Nr.28) apylinkė  
Vytautas SAULIS,,"75,31%",102,"74,39%",20,Lašų  (Nr.28) apylinkė  
Algis KAZULĖNAS,,"65,62%",101,"63,96%",25,Kriaunų  (Nr.27) apylinkė  
Vytautas SAULIS,,"34,38%",54,"33,50%",12,Kriaunų  (Nr.27) apylinkė  
Algis KAZULĖNAS,,"49,77%",90,"49,10%",19,Salų  (Nr.26) apylinkė  
Vytautas SAULIS,,"50,23%",91,"49,55%",19,Salų  (Nr.26) apylinkė  
Algis KAZULĖNAS,,"40,36%",53,"39,18%",14,Kalvių  (Nr.25) apylinkė  
Vytautas SAULIS,,"59,64%",88,"57,89%",11,Kalvių  (Nr.25) apylinkė  
Algis KAZULĖNAS,,"35,62%",47,"35,37%",5,Duokiškio  (Nr.24) apylinkė  
Vytautas SAULIS,,"64,38%",90,"63,95%",4,Duokiškio  (Nr.24) apylinkė  
Algis KAZULĖNAS,,"40,14%",52,"39,33%",7,Aukštakalnių  (Nr.23) apylinkė  
Vytautas SAULIS,,"59,86%",66,"58,67%",22,Aukštakalnių  (Nr.23) apylinkė  
Algis KAZULĖNAS,,"45,32%",96,"44,16%",25,Kamajų  (Nr.22) apylinkė  
Vytautas SAULIS,,"54,68%",132,"53,28%",14,Kamajų  (Nr.22) apylinkė  
Algis KAZULĖNAS,,"45,97%",53,"44,53%",4,Sėlynės  (Nr.21) apylinkė  
Vytautas SAULIS,,"54,03%",62,"52,34%",5,Sėlynės  (Nr.21) apylinkė  
Algis KAZULĖNAS,,"32,20%",64,"31,35%",31,Laibgalių  (Nr.20) apylinkė  
Vytautas SAULIS,,"67,80%",161,"66,01%",39,Laibgalių  (Nr.20) apylinkė  
Algis KAZULĖNAS,,"53,77%",124,"53,11%",47,Jūžintų  (Nr.19) apylinkė  
Vytautas SAULIS,,"46,23%",122,"45,65%",25,Jūžintų  (Nr.19) apylinkė  
Algis KAZULĖNAS,,"43,53%",27,"42,53%",10,Lukštų  (Nr.18) apylinkė  
Vytautas SAULIS,,"56,47%",39,"55,17%",9,Lukštų  (Nr.18) apylinkė  
Algis KAZULĖNAS,,"35,56%",30,"35,29%",18,Maineivų  (Nr.17) apylinkė  
Vytautas SAULIS,,"64,44%",70,"63,97%",17,Maineivų  (Nr.17) apylinkė  
Algis KAZULĖNAS,,"52,49%",104,"52,49%",33,Juodupės kaimiškoji  (Nr.16) apylinkė  
Vytautas SAULIS,,"47,51%",102,"47,51%",22,Juodupės kaimiškoji  (Nr.16) apylinkė  
Algis KAZULĖNAS,,"43,79%",250,"42,99%",32,Juodupės  (Nr.15) apylinkė  
Vytautas SAULIS,,"56,21%",327,"55,18%",35,Juodupės  (Nr.15) apylinkė  
Algis KAZULĖNAS,,"58,77%",289,"57,62%",36,Pandėlio  (Nr.14) apylinkė  
Vytautas SAULIS,,"41,23%",195,"40,43%",33,Pandėlio  (Nr.14) apylinkė  
Algis KAZULĖNAS,,"63,08%",220,"61,64%",50,Obelių  (Nr.13) apylinkė  
Vytautas SAULIS,,"36,92%",132,"36,07%",26,Obelių  (Nr.13) apylinkė  
Algis KAZULĖNAS,,"53,19%",46,"51,02%",4,Konstantinavos  (Nr.12) apylinkė  
Vytautas SAULIS,,"46,81%",36,"44,90%",8,Konstantinavos  (Nr.12) apylinkė  
Algis KAZULĖNAS,,"67,16%",99,"66,50%",36,Kazliškio  (Nr.11) apylinkė  
Vytautas SAULIS,,"32,84%",42,"32,51%",24,Kazliškio  (Nr.11) apylinkė  
Algis KAZULĖNAS,,"60,53%",70,"60,13%",22,Žiobiškio  (Nr.10) apylinkė  
Vytautas SAULIS,,"39,47%",45,"39,22%",15,Žiobiškio  (Nr.10) apylinkė  
Algis KAZULĖNAS,,"69,07%",75,"67,36%",88,Skemų  (Nr.9) apylinkė  
Vytautas SAULIS,,"30,93%",41,"30,17%",32,Skemų  (Nr.9) apylinkė  
Algis KAZULĖNAS,,"49,02%",207,"48,09%",19,Kavoliškio  (Nr.8) apylinkė  
Vytautas SAULIS,,"50,98%",208,"50,00%",27,Kavoliškio  (Nr.8) apylinkė  
Algis KAZULĖNAS,,"51,19%",35,"50,00%",8,Čedasų  (Nr.7) apylinkė  
Vytautas SAULIS,,"48,81%",35,"47,67%",6,Čedasų  (Nr.7) apylinkė  
Algis KAZULĖNAS,,"39,50%",127,"38,74%",14,Bajorų  (Nr.6) apylinkė  
Vytautas SAULIS,,"60,50%",187,"59,34%",29,Bajorų  (Nr.6) apylinkė  
Algis KAZULĖNAS,,"53,72%",413,"52,89%",100,Respublikos  (Nr.5) apylinkė  
Vytautas SAULIS,,"46,28%",379,"45,57%",63,Respublikos  (Nr.5) apylinkė  
Algis KAZULĖNAS,,"48,30%",404,"47,00%",50,J.Tūbelio  (Nr.4) apylinkė  
Vytautas SAULIS,,"51,70%",439,"50,31%",47,J.Tūbelio  (Nr.4) apylinkė  
Algis KAZULĖNAS,,"44,29%",290,"43,45%",32,Mikrorajono  (Nr.3) apylinkė  
Vytautas SAULIS,,"55,71%",359,"54,66%",46,Mikrorajono  (Nr.3) apylinkė  
Algis KAZULĖNAS,,"60,88%",539,"59,91%",96,Senamiesčio  (Nr.2) apylinkė  
Vytautas SAULIS,,"39,12%",335,"38,49%",73,Senamiesčio  (Nr.2) apylinkė  
Algis KAZULĖNAS,,"54,41%",432,"53,21%",49,J.Tumo-Vaižganto  (Nr.1) apylinkė  
Vytautas SAULIS,,"45,59%",354,"44,58%",49,J.Tumo-Vaižganto  (Nr.1) apylinkė  
Edmundas PUPINIS,,"65,60%",325,"64,26%",22,Naujasodžio  (Nr.30) apylinkė  
Valentinas BUBULIS,,"34,40%",172,"33,70%",10,Naujasodžio  (Nr.30) apylinkė  
Edmundas PUPINIS,,"65,38%",125,"63,64%",113,Vyžuonėlių  (Nr.29) apylinkė  
Valentinas BUBULIS,,"34,62%",64,"33,69%",62,Vyžuonėlių  (Nr.29) apylinkė  
Edmundas PUPINIS,,"62,50%",137,"60,86%",48,Vyžuonų  (Nr.28) apylinkė  
Valentinas BUBULIS,,"37,50%",87,"36,51%",24,Vyžuonų  (Nr.28) apylinkė  
Edmundas PUPINIS,,"53,33%",40,"53,33%",16,Vilučių  (Nr.27) apylinkė  
Valentinas BUBULIS,,"46,67%",41,"46,67%",8,Vilučių  (Nr.27) apylinkė  
Edmundas PUPINIS,,"60,49%",71,"60,12%",27,Kaniukų  (Nr.26) apylinkė  
Valentinas BUBULIS,,"39,51%",46,"39,26%",18,Kaniukų  (Nr.26) apylinkė  
Edmundas PUPINIS,,"51,95%",166,"50,00%",74,Užpalių  (Nr.25) apylinkė  
Valentinas BUBULIS,,"48,05%",166,"46,25%",56,Užpalių  (Nr.25) apylinkė  
Edmundas PUPINIS,,"58,70%",73,"58,38%",35,Vaikutėnų  (Nr.24) apylinkė  
Valentinas BUBULIS,,"41,30%",57,"41,08%",19,Vaikutėnų  (Nr.24) apylinkė  
Edmundas PUPINIS,,"74,36%",111,"71,43%",34,Biliakiemio  (Nr.23) apylinkė  
Valentinas BUBULIS,,"25,64%",46,"24,63%",4,Biliakiemio  (Nr.23) apylinkė  
Edmundas PUPINIS,,"58,29%",94,"56,68%",29,Pačkėnų  (Nr.22) apylinkė  
Valentinas BUBULIS,,"41,71%",74,"40,55%",14,Pačkėnų  (Nr.22) apylinkė  
Edmundas PUPINIS,,"65,77%",275,"63,94%",92,Tauragnų  (Nr.21) apylinkė  
Valentinas BUBULIS,,"34,23%",134,"33,28%",57,Tauragnų  (Nr.21) apylinkė  
Edmundas PUPINIS,,"66,89%",89,"64,33%",12,Sirutėnų  (Nr.20) apylinkė  
Valentinas BUBULIS,,"33,11%",44,"31,85%",6,Sirutėnų  (Nr.20) apylinkė  
Edmundas PUPINIS,,"57,69%",90,"56,02%",45,Sudeikių  (Nr.19) apylinkė  
Valentinas BUBULIS,,"42,31%",68,"41,08%",31,Sudeikių  (Nr.19) apylinkė  
Edmundas PUPINIS,,"62,50%",52,"61,22%",38,Kirdeikių  (Nr.18) apylinkė  
Valentinas BUBULIS,,"37,50%",40,"36,73%",14,Kirdeikių  (Nr.18) apylinkė  
Edmundas PUPINIS,,"58,84%",113,"57,60%",50,Saldutiškio  (Nr.17) apylinkė  
Valentinas BUBULIS,,"41,16%",84,"40,28%",30,Saldutiškio  (Nr.17) apylinkė  
Edmundas PUPINIS,,"60,65%",162,"58,91%",43,Pakalnių  (Nr.16) apylinkė  
Valentinas BUBULIS,,"39,35%",111,"38,22%",22,Pakalnių  (Nr.16) apylinkė  
Edmundas PUPINIS,,"49,53%",129,"48,77%",30,Antalgės  (Nr.15) apylinkė  
Valentinas BUBULIS,,"50,47%",132,"49,69%",30,Antalgės  (Nr.15) apylinkė  
