kandidatas,apygarda,nuo_galiojanciu_biuleteniu,nuo_rinkeju,apylinkese,pastu
Linas PETRONIS,Alytaus (Nr.30) apygarda,"7,85%","7,40%",1384,89
Nijolė MAKŠTUTIENĖ,Alytaus (Nr.30) apygarda,"6,72%","6,34%",1168,94
Gintaras ŠURKUS,Alytaus (Nr.30) apygarda,"6,60%","6,22%",1180,58
Arvydas ŠVIRMICKAS,Alytaus (Nr.30) apygarda,"4,30%","4,05%",748,59
Juozas SKESTENIS,Alytaus (Nr.30) apygarda,"4,24%","3,99%",745,50
Jonas KUKLYS,Alytaus (Nr.30) apygarda,"1,58%","1,49%",275,21
Stasė KASPARAVIČIENĖ,Alytaus (Nr.30) apygarda,"1,19%","1,12%",195,28
Albinas KRUŠINSKAS,Alytaus (Nr.30) apygarda,"1,05%","0,99%",193,5
Remigijus PELENIS,Alytaus (Nr.30) apygarda,"0,97%","0,91%",169,13
Algimanta ŠČIGLINSKIENĖ,Alytaus (Nr.30) apygarda,"0,75%","0,70%",125,15
Gintaras ČEKAUSKAS,Alytaus (Nr.30) apygarda,"0,73%","0,69%",116,21
Regina MILIAUSKIENĖ,Alytaus (Nr.30) apygarda,"0,61%","0,57%",108,6
Nijolė VIŠKELIENĖ,Alytaus (Nr.30) apygarda,"0,25%","0,23%",41,5
Albinas MITRULEVIČIUS,Marijampolės (Nr.29) apygarda,"26,65%","25,19%",4120,362
Arvydas VIDŽIŪNAS,Marijampolės (Nr.29) apygarda,"17,64%","16,67%",2570,396
Gediminas AKELAITIS,Marijampolės (Nr.29) apygarda,"12,30%","11,63%",1891,178
Arūnas LUKOŠEVIČIUS,Marijampolės (Nr.29) apygarda,"11,24%","10,62%",1605,285
Rolandas JONIKAITIS,Marijampolės (Nr.29) apygarda,"7,62%","7,21%",1155,127
Alvydas KIRKLIAUSKAS,Marijampolės (Nr.29) apygarda,"6,75%","6,38%",1032,103
Jonas RAMONAS,Marijampolės (Nr.29) apygarda,"6,62%","6,26%",994,119
Kęstutis MAŽEIKA,Marijampolės (Nr.29) apygarda,"4,19%","3,96%",656,48
Gintautas STANKEVIČIUS,Marijampolės (Nr.29) apygarda,"3,18%","3,00%",464,70
Gintarė VALSKIENĖ,Marijampolės (Nr.29) apygarda,"1,36%","1,29%",209,20
Tomas KARUŽAS,Marijampolės (Nr.29) apygarda,"1,10%","1,04%",162,23
Aistė BAUTRĖNAITĖ,Marijampolės (Nr.29) apygarda,"0,68%","0,65%",96,19
Daiva VAIDELIENĖ,Marijampolės (Nr.29) apygarda,"0,34%","0,32%",43,14
Gintaras ŽANDARAVIČIUS,Marijampolės (Nr.29) apygarda,"0,32%","0,30%",48,6
Rimantas TROTA,Aukštaitijos (Nr.28) apygarda,"19,79%","18,37%",3278,251
Domas PETRULIS,Aukštaitijos (Nr.28) apygarda,"19,33%","17,94%",3126,321
Petras LUOMANAS,Aukštaitijos (Nr.28) apygarda,"14,80%","13,74%",2264,375
Dalius DIRSĖ,Aukštaitijos (Nr.28) apygarda,"8,70%","8,08%",1382,170
Remigijus VILYS,Aukštaitijos (Nr.28) apygarda,"8,68%","8,05%",1438,109
Rita JUSIENĖ,Aukštaitijos (Nr.28) apygarda,"7,85%","7,28%",1297,102
Algimantas BIRBILAS,Aukštaitijos (Nr.28) apygarda,"6,40%","5,94%",1004,138
Dalia GRIGALIŪNIENĖ,Aukštaitijos (Nr.28) apygarda,"4,57%","4,24%",736,79
Mantas LELIUKAS,Aukštaitijos (Nr.28) apygarda,"3,33%","3,09%",549,44
Gediminas KAZLAUSKAS,Aukštaitijos (Nr.28) apygarda,"2,10%","1,95%",331,43
Tadas LABUTIS,Aukštaitijos (Nr.28) apygarda,"1,48%","1,37%",239,24
Jolita BAGOČIŪTĖ,Aukštaitijos (Nr.28) apygarda,"1,25%","1,16%",192,31
Laura MACKEVIČIENĖ,Aukštaitijos (Nr.28) apygarda,"1,20%","1,11%",183,31
Eligija NORKIENĖ-PAPLAUSKĖ,Aukštaitijos (Nr.28) apygarda,"0,52%","0,48%",80,13
Povilas URBŠYS,Vakarinė (Nr.27) apygarda,"32,78%","31,00%",6138,273
Alfonsas PETRAUSKAS,Vakarinė (Nr.27) apygarda,"12,83%","12,14%",2394,116
Povilas VADOPOLAS,Vakarinė (Nr.27) apygarda,"11,88%","11,23%",2189,134
Vitalijus SATKEVIČIUS,Vakarinė (Nr.27) apygarda,"8,64%","8,17%",1585,105
Gintaras ŠILEIKIS,Vakarinė (Nr.27) apygarda,"7,07%","6,68%",1223,159
Artūras RATKUS,Vakarinė (Nr.27) apygarda,"6,32%","5,98%",1195,41
Vitas MATUZAS,Vakarinė (Nr.27) apygarda,"5,35%","5,06%",917,129
Sigitas ČINGA,Vakarinė (Nr.27) apygarda,"3,75%","3,54%",702,31
Irena ČEILITKIENĖ,Vakarinė (Nr.27) apygarda,"3,48%","3,29%",634,46
Rolandas RUTĖ,Vakarinė (Nr.27) apygarda,"3,00%","2,84%",545,42
Arūnė STIRBLYTĖ,Vakarinė (Nr.27) apygarda,"1,56%","1,48%",283,23
Nerijus BUDREIKA,Vakarinė (Nr.27) apygarda,"1,24%","1,17%",230,12
Vaidotas VAITKEVIČIUS,Vakarinė (Nr.27) apygarda,"1,14%","1,08%",203,20
Tomas SALIAMONAS,Vakarinė (Nr.27) apygarda,"0,54%","0,51%",99,6
Tomas GRIGALAITIS,Vakarinė (Nr.27) apygarda,"0,44%","0,42%",82,4
Julius DAUTARTAS,Nevėžio (Nr.26) apygarda,"19,36%","17,89%",3092,436
Petras NARKEVIČIUS,Nevėžio (Nr.26) apygarda,"18,44%","17,04%",3020,341
Gema UMBRASIENĖ,Nevėžio (Nr.26) apygarda,"13,56%","12,53%",2259,212
Janina GAIDŽIŪNAITĖ,Nevėžio (Nr.26) apygarda,"13,23%","12,23%",2211,201
Vaidas REPEČKA,Nevėžio (Nr.26) apygarda,"12,30%","11,37%",2085,157
Kristina VAREIKIENĖ,Nevėžio (Nr.26) apygarda,"5,51%","5,09%",929,75
Raimundas POVILONIS,Nevėžio (Nr.26) apygarda,"5,50%","5,09%",908,95
Darius GRIGALIONIS,Nevėžio (Nr.26) apygarda,"2,25%","2,08%",376,34
Laimutis VASILEVIČIUS,Nevėžio (Nr.26) apygarda,"2,23%","2,06%",381,26
Vytautas ČEREŠKA,Nevėžio (Nr.26) apygarda,"1,78%","1,65%",275,50
Antanas PAULIUKAS,Nevėžio (Nr.26) apygarda,"1,71%","1,58%",298,13
Vincas BABILIUS,Nevėžio (Nr.26) apygarda,"1,38%","1,28%",220,32
Rimantas NARKŪNAS,Nevėžio (Nr.26) apygarda,"1,16%","1,07%",200,11
Diana ASTRAUSKIENĖ,Nevėžio (Nr.26) apygarda,"0,80%","0,74%",130,15
Gintaras SODEIKA,Nevėžio (Nr.26) apygarda,"0,78%","0,73%",130,13
Valerijus SIMULIK,Dainų (Nr.25) apygarda,"35,71%","33,54%",5450,312
Valentinas MAZURONIS,Dainų (Nr.25) apygarda,"15,26%","14,33%",2348,114
Marijus VELIČKA,Dainų (Nr.25) apygarda,"11,47%","10,77%",1769,82
Aurimas RADKEVIČIUS,Dainų (Nr.25) apygarda,"9,48%","8,90%",1461,69
Gintautas LUKOŠAITIS,Dainų (Nr.25) apygarda,"9,38%","8,81%",1403,111
Viktorija ČMILYTĖ,Dainų (Nr.25) apygarda,"7,77%","7,29%",1153,100
Vytautas SLABYS,Dainų (Nr.25) apygarda,"3,76%","3,53%",561,46
Violeta LINKIENĖ,Dainų (Nr.25) apygarda,"2,06%","1,93%",303,29
Kęstutis NAVICKAS,Dainų (Nr.25) apygarda,"1,68%","1,58%",247,24
Genovaitė Miglė ANDRULIENĖ,Dainų (Nr.25) apygarda,"1,02%","0,95%",145,19
Vidmantas ŠIMKUS,Dainų (Nr.25) apygarda,"0,96%","0,90%",143,12
Dalia RAMOŠKAITĖ,Dainų (Nr.25) apygarda,"0,73%","0,68%",112,5
Vladimir VLASOV,Dainų (Nr.25) apygarda,"0,43%","0,41%",66,4
Aidas GRICIUS,Dainų (Nr.25) apygarda,"0,30%","0,28%",45,3
Arvydas MOCKUS,Saulės (Nr.24) apygarda,"17,85%","16,34%",2599,144
Danguolė MARTINKIENĖ,Saulės (Nr.24) apygarda,"16,30%","14,91%",2272,232
Daiva MATONIENĖ,Saulės (Nr.24) apygarda,"12,16%","11,13%",1732,137
Tomas PETREIKIS,Saulės (Nr.24) apygarda,"10,46%","9,57%",1456,151
Irena VASINAUSKAITĖ,Saulės (Nr.24) apygarda,"9,28%","8,49%",1345,81
Andrius ŠEDŽIUS,Saulės (Nr.24) apygarda,"8,45%","7,73%",1198,100
Evaldas LEMENTAUSKAS,Saulės (Nr.24) apygarda,"7,44%","6,81%",1066,77
Laimontas DINIUS,Saulės (Nr.24) apygarda,"3,68%","3,37%",527,38
Valdas VAITIŠKIS,Saulės (Nr.24) apygarda,"3,61%","3,31%",536,19
Arvydas AKSTINAVIČIUS,Saulės (Nr.24) apygarda,"3,08%","2,82%",433,41
Mindaugas STAKVILEVIČIUS,Saulės (Nr.24) apygarda,"2,99%","2,73%",436,23
Deividas STAPONKUS,Saulės (Nr.24) apygarda,"1,64%","1,50%",240,12
Arkadijus KISELIOVAS,Saulės (Nr.24) apygarda,"1,37%","1,26%",200,11
Edmundas BERNOTAS,Saulės (Nr.24) apygarda,"0,99%","0,91%",136,16
Audrius ONAITIS,Saulės (Nr.24) apygarda,"0,39%","0,36%",54,6
Artūras POVILAITIS,Saulės (Nr.24) apygarda,"0,31%","0,29%",45,3
Edvardas ŽAKARIS,Aušros (Nr.23) apygarda,"45,89%","42,98%",6517,660
Mindaugas KIESAS,Aušros (Nr.23) apygarda,"11,94%","11,19%",1736,132
Egidijus VAREIKIS,Aušros (Nr.23) apygarda,"11,60%","10,87%",1644,171
Paulius VINKLERIS,Aušros (Nr.23) apygarda,"8,42%","7,89%",1248,69
Darius KRIŠTAPONIS,Aušros (Nr.23) apygarda,"5,22%","4,89%",760,57
Vincas LAURUTIS,Aušros (Nr.23) apygarda,"4,40%","4,12%",623,65
Tomas JAKAVIČIUS,Aušros (Nr.23) apygarda,"4,11%","3,85%",584,59
Vaida KAVALIAUSKAITĖ,Aušros (Nr.23) apygarda,"3,77%","3,53%",552,38
Edvardas KUVIKAS,Aušros (Nr.23) apygarda,"2,18%","2,04%",310,31
Fausta SMOLENSKIENĖ,Aušros (Nr.23) apygarda,"0,90%","0,84%",127,13
Kęstutis VAIŠVILA,Aušros (Nr.23) apygarda,"0,78%","0,73%",113,9
Alma BAGDONAVIČIENĖ,Aušros (Nr.23) apygarda,"0,43%","0,41%",68,0
Tadas VALKIŪNAS,Aušros (Nr.23) apygarda,"0,35%","0,32%",52,2
Pranas ŽEIMYS,Pajūrio (Nr.22) apygarda,"17,73%","16,42%",2723,413
Genoveita KRASAUSKIENĖ,Pajūrio (Nr.22) apygarda,"15,59%","14,44%",2584,174
Alina VELYKIENĖ,Pajūrio (Nr.22) apygarda,"12,29%","11,38%",1924,249
Danas PALUCKAS,Pajūrio (Nr.22) apygarda,"11,55%","10,69%",1815,227
Tomas VILUCKAS,Pajūrio (Nr.22) apygarda,"11,14%","10,32%",1795,176
Raimundas PALAITIS,Pajūrio (Nr.22) apygarda,"9,24%","8,56%",1455,180
Pranas NORVILAS,Pajūrio (Nr.22) apygarda,"8,01%","7,42%",1313,104
Julija PLIUTIENĖ,Pajūrio (Nr.22) apygarda,"4,40%","4,08%",762,17
Nerijus STASIULIS,Pajūrio (Nr.22) apygarda,"4,19%","3,88%",688,53
Ernestas LUČAUSKAS,Pajūrio (Nr.22) apygarda,"2,30%","2,13%",360,46
Ala GUSEVA,Pajūrio (Nr.22) apygarda,"1,68%","1,56%",288,9
Aras KAIKARIS,Pajūrio (Nr.22) apygarda,"0,88%","0,81%",132,23
Vilma KVIETKAUSKIENĖ,Pajūrio (Nr.22) apygarda,"0,66%","0,61%",100,17
Daina LINGIENĖ,Pajūrio (Nr.22) apygarda,"0,33%","0,31%",51,8
Eligijus MASIULIS,Marių (Nr.21) apygarda,"29,09%","27,22%",4057,252
Birutė BOREIKINA,Marių (Nr.21) apygarda,"13,64%","12,76%",1938,82
Aleksandr MICHAILOV,Marių (Nr.21) apygarda,"9,88%","9,25%",1440,24
Lilija PETRAITIENĖ,Marių (Nr.21) apygarda,"9,70%","9,08%",1383,54
Artūras RAZBADAUSKAS,Marių (Nr.21) apygarda,"8,90%","8,33%",1248,71
Nerijus ČAPAS,Marių (Nr.21) apygarda,"7,28%","6,82%",984,95
Egidijus RUMŠA,Marių (Nr.21) apygarda,"6,42%","6,01%",923,28
Gediminas POCIUS,Marių (Nr.21) apygarda,"5,00%","4,68%",720,21
Ligita GIRSKIENĖ,Marių (Nr.21) apygarda,"4,91%","4,60%",705,23
Vidmantas PLEČKAITIS,Marių (Nr.21) apygarda,"2,27%","2,13%",318,19
Gintautas MIELEIKA,Marių (Nr.21) apygarda,"1,10%","1,03%",154,9
Aivaras GEČAS,Marių (Nr.21) apygarda,"0,69%","0,64%",96,6
Marius STANKEVIČIUS,Marių (Nr.21) apygarda,"0,56%","0,52%",76,7
Algimantas ŠVANYS,Marių (Nr.21) apygarda,"0,55%","0,51%",79,2
Artūras ŠULCAS,Baltijos (Nr.20) apygarda,"16,25%","14,77%",2258,153
Raimundas PALIUKAS,Baltijos (Nr.20) apygarda,"15,69%","14,26%",2200,128
Evaldas JURKEVIČIUS,Baltijos (Nr.20) apygarda,"14,08%","12,79%",1923,166
Tamara LOCHANKINA,Baltijos (Nr.20) apygarda,"11,24%","10,21%",1630,37
Irena ŠIAULIENĖ,Baltijos (Nr.20) apygarda,"11,09%","10,08%",1546,99
Natalja ISTOMINA,Baltijos (Nr.20) apygarda,"10,53%","9,57%",1485,77
Šarūnas NAVICKIS,Baltijos (Nr.20) apygarda,"8,50%","7,72%",1221,40
Andrius BURBA,Baltijos (Nr.20) apygarda,"6,57%","5,97%",926,49
Algimantas JARUKAITIS,Baltijos (Nr.20) apygarda,"1,95%","1,77%",273,16
Artūras ŽIGAS,Baltijos (Nr.20) apygarda,"1,62%","1,47%",227,13
Audronė BARAUSKIENĖ,Baltijos (Nr.20) apygarda,"1,49%","1,35%",205,16
Edgaras VALECKAS,Baltijos (Nr.20) apygarda,"0,63%","0,57%",88,5
Rita KARPENKIENĖ,Baltijos (Nr.20) apygarda,"0,37%","0,34%",52,3
Naglis PUTEIKIS,Danės (Nr.19) apygarda,"28,25%","26,64%",4977,477
Rimantas TARAŠKEVIČIUS,Danės (Nr.19) apygarda,"17,31%","16,32%",3067,275
Audrius VAIŠVILA,Danės (Nr.19) apygarda,"12,07%","11,38%",2108,222
Benas ŠIMKUS,Danės (Nr.19) apygarda,"9,74%","9,18%",1715,165
Aloyzas KAŽDAILEVIČIUS,Danės (Nr.19) apygarda,"8,81%","8,31%",1547,155
Sergej BONDAR,Danės (Nr.19) apygarda,"7,06%","6,66%",1309,54
Lina ŠUKYTĖ,Danės (Nr.19) apygarda,"5,20%","4,90%",946,58
Vytautas KUKLYS,Danės (Nr.19) apygarda,"5,12%","4,83%",927,62
Algimantas KIRKUTIS,Danės (Nr.19) apygarda,"2,62%","2,47%",464,42
Vytautas VALEVIČIUS,Danės (Nr.19) apygarda,"2,00%","1,89%",362,24
Aldona IVOŠKIENĖ,Danės (Nr.19) apygarda,"1,29%","1,22%",235,15
Ričardas JOVAIŠA,Danės (Nr.19) apygarda,"0,53%","0,50%",92,10
Vida Marija ČIGRIEJIENĖ,Panemunės (Nr.18) apygarda,"24,04%","22,17%",3691,217
Jonas VARKALA,Panemunės (Nr.18) apygarda,"21,09%","19,45%",3268,160
Dženeta TOLIŠAUSKIENĖ,Panemunės (Nr.18) apygarda,"12,74%","11,75%",1993,78
Eugenijus KOVALKOVAS,Panemunės (Nr.18) apygarda,"10,01%","9,24%",1552,76
Povilas MAČIULIS,Panemunės (Nr.18) apygarda,"7,60%","7,01%",1192,44
Adelė MAJAUSKIENĖ,Panemunės (Nr.18) apygarda,"6,99%","6,45%",1077,60
Rimas Antanas RUČYS,Panemunės (Nr.18) apygarda,"5,64%","5,20%",847,70
Remigijus ZELVARAS,Panemunės (Nr.18) apygarda,"2,25%","2,08%",354,12
Laimonas PAURA,Panemunės (Nr.18) apygarda,"2,15%","1,98%",333,16
Artūras TAMKUTONIS,Panemunės (Nr.18) apygarda,"1,92%","1,77%",298,14
Rimantas ŽILIONIS,Panemunės (Nr.18) apygarda,"1,32%","1,22%",205,10
Algirdas KAZILIONIS,Panemunės (Nr.18) apygarda,"0,94%","0,87%",148,5
Algirdas VILIMAS,Panemunės (Nr.18) apygarda,"0,87%","0,81%",135,7
Vadim BARANOVSKIJ,Panemunės (Nr.18) apygarda,"0,78%","0,72%",123,4
Valerijus JEGANIANAS,Panemunės (Nr.18) apygarda,"0,60%","0,56%",96,2
Virginija STANIONIENĖ,Panemunės (Nr.18) apygarda,"0,57%","0,53%",88,5
Dalė POŠKIENĖ,Panemunės (Nr.18) apygarda,"0,47%","0,43%",73,3
Kazys STARKEVIČIUS,Pramonės (Nr.17) apygarda,"29,60%","27,05%",4090,222
Dainius DANILEVIČIUS,Pramonės (Nr.17) apygarda,"18,54%","16,94%",2599,102
Žaneta SIMANAVIČIENĖ,Pramonės (Nr.17) apygarda,"14,64%","13,38%",2044,89
Darius RAZMISLEVIČIUS,Pramonės (Nr.17) apygarda,"11,74%","10,73%",1632,79
Artūras ORLAUSKAS,Pramonės (Nr.17) apygarda,"7,69%","7,03%",1075,45
Justinas KRĖPŠTA,Pramonės (Nr.17) apygarda,"6,06%","5,54%",826,57
Jolita BIELSKIENĖ,Pramonės (Nr.17) apygarda,"3,36%","3,07%",477,13
Pranas PAŠKEVIČIUS,Pramonės (Nr.17) apygarda,"1,70%","1,56%",237,11
Anatolijus ČUPKOVAS,Pramonės (Nr.17) apygarda,"1,58%","1,44%",214,16
Regina ŠIMANAUSKIENĖ,Pramonės (Nr.17) apygarda,"1,52%","1,39%",213,9
Algimantas JASIULIONIS,Pramonės (Nr.17) apygarda,"1,06%","0,97%",145,10
Zita ORENTIENĖ,Pramonės (Nr.17) apygarda,"0,75%","0,68%",102,7
Dmitrij GNEUŠEV,Pramonės (Nr.17) apygarda,"0,68%","0,62%",98,1
Gediminas SADAUSKAS,Pramonės (Nr.17) apygarda,"0,43%","0,40%",60,3
Nijolė JURKUVIENĖ,Pramonės (Nr.17) apygarda,"0,34%","0,31%",48,1
Larisa VALAITIENĖ,Pramonės (Nr.17) apygarda,"0,31%","0,28%",41,4
Kazimieras KUZMINSKAS,Dainavos (Nr.16) apygarda,"18,33%","16,87%",2705,168
Saulius STOMA,Dainavos (Nr.16) apygarda,"18,28%","16,82%",2751,114
Gediminas GRIGAS,Dainavos (Nr.16) apygarda,"17,15%","15,78%",2574,114
Violeta BOREIKIENĖ,Dainavos (Nr.16) apygarda,"14,34%","13,20%",2150,98
Erikas TAMAŠAUSKAS,Dainavos (Nr.16) apygarda,"14,29%","13,15%",2159,81
Sonata RUDŽIANSKIENĖ,Dainavos (Nr.16) apygarda,"4,60%","4,23%",668,53
Mindaugas ALIŠAUSKAS,Dainavos (Nr.16) apygarda,"3,58%","3,29%",541,20
Saulius SKAMBINAS,Dainavos (Nr.16) apygarda,"3,01%","2,77%",454,18
Mindaugas ŠIVICKAS,Dainavos (Nr.16) apygarda,"2,03%","1,87%",296,22
Mindaugas ŠIMKŪNAS,Dainavos (Nr.16) apygarda,"1,44%","1,32%",215,10
Edvinas SKIRGAILA,Dainavos (Nr.16) apygarda,"1,15%","1,06%",171,10
Aleksandr FIODOROV,Dainavos (Nr.16) apygarda,"0,71%","0,66%",111,1
Lolita TURAUSKIENĖ,Dainavos (Nr.16) apygarda,"0,57%","0,52%",84,5
Dalius MICKUS,Dainavos (Nr.16) apygarda,"0,51%","0,47%",79,1
Arimantas DUMČIUS,Kalniečių (Nr.15) apygarda,"25,89%","24,30%",3747,235
Zenonas ŽYMANČIUS,Kalniečių (Nr.15) apygarda,"13,33%","12,51%",1986,65
Stanislovas BUŠKEVIČIUS,Kalniečių (Nr.15) apygarda,"12,32%","11,56%",1839,56
Rytis ŠATKAUSKAS,Kalniečių (Nr.15) apygarda,"10,91%","10,24%",1615,63
Orinta LEIPUTĖ,Kalniečių (Nr.15) apygarda,"9,76%","9,16%",1442,59
Gintautas LABANAUSKAS,Kalniečių (Nr.15) apygarda,"6,28%","5,89%",925,41
Simonas KAIRYS,Kalniečių (Nr.15) apygarda,"6,10%","5,72%",875,63
Žilvinas ŠUMSKIS,Kalniečių (Nr.15) apygarda,"4,49%","4,21%",676,14
Nerijus ŽILEVIČIUS,Kalniečių (Nr.15) apygarda,"2,49%","2,34%",374,9
Vytautas ŠUSTAUSKAS,Kalniečių (Nr.15) apygarda,"1,89%","1,78%",280,11
Mantas FELNERIS,Kalniečių (Nr.15) apygarda,"1,85%","1,73%",271,13
Vytautas ŠIMKUS,Kalniečių (Nr.15) apygarda,"1,84%","1,73%",274,9
Daiva SAJEK,Kalniečių (Nr.15) apygarda,"0,83%","0,78%",124,4
Emilija PALUBINSKIENĖ,Kalniečių (Nr.15) apygarda,"0,55%","0,52%",78,7
Henrich PEŠKO,Kalniečių (Nr.15) apygarda,"0,50%","0,47%",74,3
Mindaugas KUKCINAVIČIUS,Kalniečių (Nr.15) apygarda,"0,49%","0,46%",72,4
Giedrius PAVILIONIS,Kalniečių (Nr.15) apygarda,"0,47%","0,45%",70,3
Rasa JUKNEVIČIENĖ,Žaliakalnio (Nr.14) apygarda,"28,48%","26,48%",4245,302
Algirdas Vaclovas PATACKAS,Žaliakalnio (Nr.14) apygarda,"20,08%","18,67%",3077,129
Anželika BANEVIČIENĖ,Žaliakalnio (Nr.14) apygarda,"12,64%","11,75%",1905,113
Vilija VERTELIENĖ,Žaliakalnio (Nr.14) apygarda,"11,25%","10,46%",1717,79
Dalia TEIŠERSKYTĖ,Žaliakalnio (Nr.14) apygarda,"8,91%","8,29%",1346,77
Edvardas SATKEVIČIUS,Žaliakalnio (Nr.14) apygarda,"4,05%","3,76%",627,19
Aušra RUČIENĖ,Žaliakalnio (Nr.14) apygarda,"3,48%","3,23%",523,32
Dainius VARNAS,Žaliakalnio (Nr.14) apygarda,"3,14%","2,92%",486,15
Elida DUBINSKYTĖ-ŠIMAITĖ,Žaliakalnio (Nr.14) apygarda,"3,01%","2,80%",463,17
Vidas RYBELIS,Žaliakalnio (Nr.14) apygarda,"2,00%","1,86%",305,15
Gediminas RAUDONIS,Žaliakalnio (Nr.14) apygarda,"1,42%","1,32%",209,17
Kęstutis MAČĖNAS,Žaliakalnio (Nr.14) apygarda,"0,45%","0,42%",67,5
Jonas GRIŠKEVIČIUS,Žaliakalnio (Nr.14) apygarda,"0,41%","0,38%",60,5
Zofija PILYPIENĖ,Žaliakalnio (Nr.14) apygarda,"0,34%","0,32%",51,4
Sandra ADOMAITIENĖ,Žaliakalnio (Nr.14) apygarda,"0,33%","0,31%",51,2
Vincė Vaidevutė MARGEVIČIENĖ,Centro (Nr.13) apygarda,"21,91%","20,39%",3181,323
Gintaras DRUČKUS,Centro (Nr.13) apygarda,"18,58%","17,29%",2785,186
Rimantas MIKAITIS,Centro (Nr.13) apygarda,"15,38%","14,32%",2289,171
Mečislovas ZASČIURINSKAS,Centro (Nr.13) apygarda,"11,76%","10,95%",1740,141
Jūratė JUOZAITIENĖ,Centro (Nr.13) apygarda,"11,61%","10,81%",1707,150
Jonas JUČAS,Centro (Nr.13) apygarda,"5,49%","5,11%",826,52
Donatas SENIKAS,Centro (Nr.13) apygarda,"3,68%","3,42%",542,46
Tomas KAŽEMĖKAS,Centro (Nr.13) apygarda,"3,21%","2,99%",486,28
Donatas VEČERSKIS,Centro (Nr.13) apygarda,"2,39%","2,23%",358,25
Joana ŠIMANAUSKIENĖ,Centro (Nr.13) apygarda,"1,69%","1,58%",258,13
Ernesta RANUSIENĖ,Centro (Nr.13) apygarda,"1,53%","1,43%",230,15
Vaiva ŽUKIENĖ,Centro (Nr.13) apygarda,"1,19%","1,11%",176,15
Vladas BURAGAS,Centro (Nr.13) apygarda,"0,73%","0,68%",105,12
Edmund ŠOT,Centro (Nr.13) apygarda,"0,46%","0,43%",68,6
Oksana SLAPŠIENĖ,Centro (Nr.13) apygarda,"0,38%","0,35%",55,5
Rytas KUPČINSKAS,Aleksoto -  Vilijampolės (Nr.12) apygarda,"25,99%","23,16%",4859,350
Sigytas KLIMAS,Aleksoto -  Vilijampolės (Nr.12) apygarda,"16,26%","14,49%",3111,148
Ona BALŽEKIENĖ,Aleksoto -  Vilijampolės (Nr.12) apygarda,"15,23%","13,57%",2917,135
Steponas VAIČIKAUSKAS,Aleksoto -  Vilijampolės (Nr.12) apygarda,"11,20%","9,98%",2127,118
Vygaudas MOLIS,Aleksoto -  Vilijampolės (Nr.12) apygarda,"9,41%","8,38%",1779,107
Tomas MONTVILA,Aleksoto -  Vilijampolės (Nr.12) apygarda,"5,50%","4,90%",1063,39
Vitoldas MASALSKIS,Aleksoto -  Vilijampolės (Nr.12) apygarda,"4,51%","4,01%",877,26
Jūratė MATEKONIENĖ,Aleksoto -  Vilijampolės (Nr.12) apygarda,"4,01%","3,57%",785,19
Artūras TEPELYS,Aleksoto -  Vilijampolės (Nr.12) apygarda,"2,80%","2,49%",533,28
Sigita SIAURAITIENĖ,Aleksoto -  Vilijampolės (Nr.12) apygarda,"2,08%","1,85%",400,17
Raimondas Valdas NEKROŠIUS,Aleksoto -  Vilijampolės (Nr.12) apygarda,"1,18%","1,05%",222,15
Remigijus URBONAS,Aleksoto -  Vilijampolės (Nr.12) apygarda,"0,66%","0,59%",127,5
Marius MACKEVIČIUS,Aleksoto -  Vilijampolės (Nr.12) apygarda,"0,63%","0,56%",116,10
Tadeuš ALIANCEVIČ,Aleksoto -  Vilijampolės (Nr.12) apygarda,"0,53%","0,48%",103,4
Rimantas Jonas DAGYS,Šilainių (Nr.11) apygarda,"23,33%","21,09%",4396,266
Saulius GIRDAUSKAS,Šilainių (Nr.11) apygarda,"17,37%","15,70%",3350,121
Birutė VĖSAITĖ,Šilainių (Nr.11) apygarda,"17,10%","15,46%",3310,108
Sigitas ŠLIAŽAS,Šilainių (Nr.11) apygarda,"7,95%","7,18%",1518,70
Jonas NORKUS,Šilainių (Nr.11) apygarda,"5,37%","4,86%",1047,27
Loreta KEKIENĖ,Šilainių (Nr.11) apygarda,"5,32%","4,81%",1001,62
Lina NEMEIKŠIENĖ,Šilainių (Nr.11) apygarda,"3,64%","3,29%",707,20
Eligijus DZEŽULSKIS-DUONYS,Šilainių (Nr.11) apygarda,"3,60%","3,25%",696,23
Raimundas KAMINSKAS,Šilainių (Nr.11) apygarda,"3,50%","3,17%",675,25
Alvydas BUTKUS,Šilainių (Nr.11) apygarda,"3,15%","2,85%",601,29
Robertas STANIONIS,Šilainių (Nr.11) apygarda,"3,10%","2,80%",589,31
Vidmantas ŽEMAITIS,Šilainių (Nr.11) apygarda,"1,65%","1,49%",317,13
Rita LIAUDANSKIENĖ,Šilainių (Nr.11) apygarda,"1,49%","1,35%",291,7
Visvaldas Marijus MAŽONAS,Šilainių (Nr.11) apygarda,"1,31%","1,18%",253,8
Elena MACAITĖ,Šilainių (Nr.11) apygarda,"0,89%","0,80%",174,3
Vilma GECEVIČIŪTĖ,Šilainių (Nr.11) apygarda,"0,83%","0,75%",160,5
Ričardas JANKAUSKAS,Šilainių (Nr.11) apygarda,"0,42%","0,38%",79,5
Tadeuš ANDŽEJEVSKI,Naujosios Vilnios (Nr.10) apygarda,"20,85%","19,83%",3902,169
Sergej URSUL,Naujosios Vilnios (Nr.10) apygarda,"13,81%","13,14%",2549,148
