kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,38.60%,27,38.26%,17,Lieporų (Nr.26) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,61.40%,61,60.87%,9,Lieporų (Nr.26) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,55.36%,55,55.03%,38,Pamūšio (Nr.25) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,44.64%,58,44.38%,17,Pamūšio (Nr.25) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,25.00%,22,24.56%,6,Bučiūnų (Nr.25) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,75.00%,77,73.68%,7,Bučiūnų (Nr.25) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,60.55%,379,59.41%,189,Pakruojo (Nr.24) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,39.45%,289,38.70%,81,Pakruojo (Nr.24) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,59.86%,621,58.55%,156,Naujamiesčio (Nr.23) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,40.14%,422,39.26%,99,Naujamiesčio (Nr.23) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,47.00%,17,46.08%,30,Mikoliškio (Nr.22) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,53.00%,30,51.96%,23,Mikoliškio (Nr.22) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,35.80%,45,34.94%,13,Satkūnų (Nr.21) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,64.20%,80,62.65%,24,Satkūnų (Nr.21) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,41.25%,45,40.74%,21,Medikonių (Nr.21) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,58.75%,81,58.02%,13,Medikonių (Nr.21) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,54.23%,57,54.23%,20,Mikniūnų (Nr.20) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,45.77%,55,45.77%,10,Mikniūnų (Nr.20) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,46.12%,72,43.58%,23,Mindaugių (Nr.19) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,53.88%,91,50.92%,20,Mindaugių (Nr.19) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,52.75%,111,51.56%,71,Mažeikonių (Nr.19) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,47.25%,126,46.18%,37,Mažeikonių (Nr.19) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,42.81%,84,41.61%,35,Lygumų (Nr.18) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,57.19%,124,55.59%,35,Lygumų (Nr.18) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,39.63%,21,39.63%,44,Linų (Nr.17) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,60.37%,72,60.37%,27,Linų (Nr.17) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,61.30%,327,59.45%,145,Linkuvos (Nr.16) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,38.70%,237,37.53%,61,Linkuvos (Nr.16) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,42.21%,61,40.98%,23,Kriukų (Nr.16) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,57.79%,90,56.10%,25,Kriukų (Nr.16) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,72.22%,79,71.09%,12,Linksmučių (Nr.15) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,27.78%,32,27.34%,3,Linksmučių (Nr.15) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,42.58%,47,41.25%,19,Kirnaičių (Nr.15) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,57.42%,81,55.63%,8,Kirnaičių (Nr.15) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,42.98%,32,41.53%,17,Laipuškių (Nr.14) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,57.02%,58,55.08%,7,Laipuškių (Nr.14) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,36.11%,50,35.71%,15,Kepalių (Nr.14) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,63.89%,90,63.19%,25,Kepalių (Nr.14) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,43.27%,50,42.25%,40,Plikiškių (Nr.13) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,56.73%,81,55.40%,37,Plikiškių (Nr.13) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,55.07%,28,54.29%,10,Kauksnųjų (Nr.13) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,44.93%,26,44.29%,5,Kauksnųjų (Nr.13) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,51.69%,38,50.00%,23,Kalpokų (Nr.12) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,48.31%,43,46.72%,14,Kalpokų (Nr.12) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,59.87%,142,58.12%,37,Klovainių (Nr.11) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,40.13%,106,38.96%,14,Klovainių (Nr.11) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,52.87%,58,50.83%,34,Grikpėdžių (Nr.10) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,47.13%,67,45.30%,15,Grikpėdžių (Nr.10) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,44.19%,60,43.98%,35,Gasčiūnų (Nr.10) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,55.81%,82,55.56%,38,Gasčiūnų (Nr.10) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,64.15%,101,60.53%,103,Guostagalio (Nr.9) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,35.85%,83,33.83%,31,Guostagalio (Nr.9) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,47.96%,21,47.47%,26,Gedučių (Nr.8) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,52.04%,30,51.52%,21,Gedučių (Nr.8) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,65.55%,50,62.90%,28,Gačionių (Nr.7) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,34.45%,27,33.06%,14,Gačionių (Nr.7) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,51.41%,39,50.34%,34,Dvariškių (Nr.6) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,48.59%,48,47.59%,21,Dvariškių (Nr.6) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,22.50%,15,22.13%,12,Darginių (Nr.6) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,77.50%,68,76.23%,25,Darginių (Nr.6) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,59.41%,47,59.41%,13,Draudelių (Nr.5) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,40.59%,30,40.59%,11,Draudelių (Nr.5) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,34.12%,61,33.72%,26,Bariūnų (Nr.5) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,65.88%,123,65.12%,45,Bariūnų (Nr.5) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,48.98%,32,45.28%,16,Degučių (Nr.4) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,51.02%,41,47.17%,9,Degučių (Nr.4) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,49.00%,352,47.84%,114,V.Kudirkos (Nr.3) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,51.00%,377,49.79%,108,V.Kudirkos (Nr.3) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,44.66%,40,43.81%,6,Degesių (Nr.3) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,55.34%,49,54.29%,8,Degesių (Nr.3) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,50.87%,545,49.58%,156,Livonijos (Nr.2) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,49.13%,576,47.88%,101,Livonijos (Nr.2) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,38.03%,39,37.33%,42,Bardiškių (Nr.2) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,61.97%,85,60.83%,47,Bardiškių (Nr.2) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,49.18%,472,47.73%,127,Žemaičių (Nr.1) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,50.82%,509,49.32%,110,Žemaičių (Nr.1) apylinkė
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) apygarda,46.87%,102,45.64%,55,Balsių (Nr.1) apylinkė
Zenonas PEKELIS,Pakruojo - Joniškio (Nr.46) apygarda,53.13%,132,51.74%,46,Balsių (Nr.1) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,65.36%,144,64.03%,139,Vaškų (Nr.35) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,34.64%,85,33.94%,65,Vaškų (Nr.35) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,73.40%,137,72.89%,70,Tetirvinų (Nr.34) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,26.60%,60,26.41%,15,Tetirvinų (Nr.34) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,54.21%,65,53.21%,51,Nairių (Nr.33) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,45.79%,62,44.95%,36,Nairių (Nr.33) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,73.37%,84,72.64%,62,Grūžių (Nr.32) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,26.63%,33,26.37%,20,Grūžių (Nr.32) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,64.58%,78,64.25%,46,Žilpamūšio (Nr.31) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,35.42%,51,35.23%,17,Žilpamūšio (Nr.31) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,55.78%,63,54.67%,19,Žadeikonių (Nr.30) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,44.22%,53,43.33%,12,Žadeikonių (Nr.30) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,67.45%,194,65.49%,121,Saločių (Nr.29) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,32.55%,117,31.60%,35,Saločių (Nr.29) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,63.64%,102,63.41%,80,Raubonių (Nr.28) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,36.36%,67,36.24%,37,Raubonių (Nr.28) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,76.31%,145,75.40%,45,Namišių (Nr.27) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,23.69%,56,23.41%,3,Namišių (Nr.27) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,68.85%,82,68.02%,86,Kiemėnų (Nr.26) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,31.15%,35,30.77%,41,Kiemėnų (Nr.26) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,50.39%,37,50.00%,27,Deglėnų (Nr.25) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,49.61%,47,49.22%,16,Deglėnų (Nr.25) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,58.97%,109,58.47%,29,Mikoliškio (Nr.24) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,41.03%,78,40.68%,18,Mikoliškio (Nr.24) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,60.51%,151,59.28%,111,Pušaloto (Nr.23) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,39.49%,109,38.69%,62,Pušaloto (Nr.23) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,67.11%,73,65.38%,29,Rinkūnų (Nr.22) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,32.89%,43,32.05%,7,Rinkūnų (Nr.22) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,35.89%,63,34.72%,12,Perekšlių (Nr.22) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,64.11%,114,62.04%,20,Perekšlių (Nr.22) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,43.48%,48,41.96%,12,Sujėtų (Nr.21) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,56.52%,68,54.55%,10,Sujėtų (Nr.21) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,77.45%,94,75.60%,64,Kriklinių (Nr.21) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,22.55%,38,22.01%,8,Kriklinių (Nr.21) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,56.60%,114,54.96%,19,Smilgių (Nr.20) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,43.40%,82,42.15%,20,Smilgių (Nr.20) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,73.84%,132,71.43%,43,Jurgėnų (Nr.20) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,26.16%,42,25.31%,20,Jurgėnų (Nr.20) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,62.47%,178,61.18%,60,Pumpėnų (Nr.19) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,37.53%,110,36.76%,33,Pumpėnų (Nr.19) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,77.42%,112,75.79%,32,Valakėlių (Nr.18) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,22.58%,39,22.11%,3,Valakėlių (Nr.18) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,77.84%,178,76.99%,103,Ustukių (Nr.17) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,22.16%,66,21.92%,14,Ustukių (Nr.17) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,56.90%,95,56.17%,37,Talačkonių (Nr.16) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,43.10%,75,42.55%,25,Talačkonių (Nr.16) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,68.60%,173,67.71%,87,Papyvesių (Nr.15) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,31.40%,93,30.99%,26,Papyvesių (Nr.15) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,67.90%,210,67.32%,29,Pajiešmenių (Nr.14) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,32.10%,93,31.83%,20,Pajiešmenių (Nr.14) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,63.29%,36,62.11%,64,Gulbinėnų (Nr.13) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,36.71%,30,36.02%,28,Gulbinėnų (Nr.13) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,73.93%,128,72.49%,96,Krinčino (Nr.12) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,26.07%,55,25.57%,24,Krinčino (Nr.12) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,63.50%,129,62.82%,45,Narteikių (Nr.11) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,36.50%,77,36.10%,23,Narteikių (Nr.11) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,55.26%,97,54.47%,92,Nakiškių (Nr.10) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,44.74%,90,44.09%,63,Nakiškių (Nr.10) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,64.82%,84,62.32%,45,Meškalaukio (Nr.9) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,35.18%,51,33.82%,19,Meškalaukio (Nr.9) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,77.00%,56,77.00%,21,Norgėlų (Nr.8) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,23.00%,21,23.00%,2,Norgėlų (Nr.8) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,51.30%,68,47.83%,31,Daukniūnų (Nr.8) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,48.70%,75,45.41%,19,Daukniūnų (Nr.8) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,75.47%,119,74.07%,41,Švobiškio (Nr.7) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,24.53%,44,24.07%,8,Švobiškio (Nr.7) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,44.95%,140,42.66%,78,Paįstrio (Nr.7) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,55.05%,196,52.25%,71,Paįstrio (Nr.7) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,61.09%,116,60.33%,30,Girsūdų (Nr.6) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,38.91%,82,38.43%,11,Girsūdų (Nr.6) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,46.56%,92,45.57%,57,Bernatonių (Nr.6) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,53.44%,105,52.29%,66,Bernatonių (Nr.6) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,56.85%,253,56.07%,75,Piniavos (Nr.5) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,43.15%,217,42.56%,32,Piniavos (Nr.5) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,65.03%,134,64.14%,52,Daujėnų (Nr.5) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,34.97%,74,34.48%,26,Daujėnų (Nr.5) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,71.28%,516,70.45%,154,Vilniaus (Nr.4) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,28.72%,229,28.39%,41,Vilniaus (Nr.4) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,55.06%,197,53.75%,75,Paliūniškio (Nr.4) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,44.94%,182,43.87%,40,Paliūniškio (Nr.4) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,43.21%,35,42.42%,35,Karsakiškio (Nr.3) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,56.79%,54,55.76%,38,Karsakiškio (Nr.3) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,71.62%,643,70.28%,225,Kalno (Nr.3) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,28.38%,268,27.85%,76,Kalno (Nr.3) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,52.84%,95,52.37%,82,Tiltagalių (Nr.2) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,47.16%,99,46.75%,59,Tiltagalių (Nr.2) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,69.78%,731,68.37%,181,P.Vileišio (Nr.2) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,30.22%,303,29.61%,92,P.Vileišio (Nr.2) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,60.36%,277,58.46%,96,Joniškėlio (Nr.1) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,39.64%,183,38.40%,62,Joniškėlio (Nr.1) apylinkė
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) apygarda,55.18%,104,53.57%,61,Geležių (Nr.1) apylinkė
Vilius GARBŠTAS,Pasvalio - Panevėžio (Nr.47) apygarda,44.82%,99,43.51%,35,Geležių (Nr.1) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,78.50%,102,77.42%,66,Šukionių (Nr.31) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,21.50%,32,21.20%,14,Šukionių (Nr.31) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,74.04%,119,73.33%,35,Ramongalių (Nr.30) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,25.96%,47,25.71%,7,Ramongalių (Nr.30) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,73.87%,114,73.54%,50,Meilūnų (Nr.29) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,26.13%,41,26.01%,17,Meilūnų (Nr.29) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,71.92%,81,70.47%,24,Jasiuliškių (Nr.28) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,28.08%,31,27.52%,10,Jasiuliškių (Nr.28) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,71.17%,94,69.05%,22,Ančiškių (Nr.27) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,28.83%,30,27.98%,17,Ančiškių (Nr.27) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,73.45%,97,72.17%,69,Užušilių (Nr.26) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,26.55%,23,26.09%,37,Užušilių (Nr.26) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,77.50%,100,74.92%,148,Parovėjos (Nr.25) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,22.50%,38,21.75%,34,Parovėjos (Nr.25) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,35.32%,62,34.53%,15,Žaidelių (Nr.24) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,64.68%,88,63.23%,53,Žaidelių (Nr.24) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,60.59%,75,57.60%,88,Medeikių (Nr.24) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,39.41%,57,37.46%,49,Medeikių (Nr.24) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,56.15%,67,55.73%,6,Virbališkių (Nr.23) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,43.85%,49,43.51%,8,Virbališkių (Nr.23) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,65.67%,113,64.00%,63,Papilio (Nr.23) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,34.33%,44,33.45%,48,Papilio (Nr.23) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,71.43%,61,70.71%,79,Kvetkų (Nr.22) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,28.57%,27,28.28%,29,Kvetkų (Nr.22) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,75.31%,99,74.38%,81,Kupreliškio (Nr.21) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,24.69%,39,24.38%,20,Kupreliškio (Nr.21) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,75.68%,79,74.17%,33,Kraštų (Nr.20) apylinkė
Vytautas MOCKUS,Biržų - Kupiškio (Nr.48) apygarda,24.32%,25,23.84%,11,Kraštų (Nr.20) apylinkė
Viktoras RINKEVIČIUS,Biržų - Kupiškio (Nr.48) apygarda,51.81%,44,51.50%,42,Einorių (Nr.19) apylinkė
