apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Šilainių,1963.02.01,Ištekėjusi,Nebuvo,"Kauno Maironio gimnazija, Matematikos - ekonomikas vyresnioji mokytoja",Loreta KEKIENĖ,Kaunas,Aukštasis;Vilniaus valstybinis universitetas;ekonominė kibernetika,Grožinė literatūra,"LIETUVA, MARIJAMPOLĖ",Liberalų demokratų partija,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Anykščių - Kupiškio,1958.04.08,Vedęs,Nebuvo,Šiuo metu nedirbu,Vytautas GALVONAS,Vilnius,Aukštasis;VVU;Radiofizikas,Akrobatinis skraidymas,"LIETUVA, Anykščiai",Liberalų demokratų partija,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Kalniečių,1949.06.19,Vedęs,Nebuvo,Kurybinis darbas pagal sutartis,Albertas BALAIŠIS,Kaunas,"Aukštasis;VDU Biznio ir vadybos f-tas;verslo administravimo magistras;Aukštasis;KPI Mašinų gamyba f-tas;inžinierius - mechanikas;Specialus vidurinis;Kauno politechnikumas, metalo apdirbimo pjovimo specialybė;Technikas - technologas, gamybinio apmokymo meistras",Gamta,"LIETUVA, Svėdarai, Anykščių raj.",Liberalų demokratų partija,Lietuvis (-ė),,,Nėra,Neturi
Daugiamandatė,1950.08.07,Išsiskyręs,Nebuvo,"Pasienio ir transporto valstybinė veterinarijos tarnyba, Klaipėdos Pilies pasienio veterinarijos posto vedėjas - valstybinis veterinarijos inspektorius",Valerijonas BERNOTAS,Klaipėda,Aukštasis;Lietuvos veterinarijos akademija;veterinarijos gydytojas,Muzika,"LIETUVA, Plungės raj. Alsėdžiai","Rolando Pakso koalicija ""Už tvarką ir teisingumą""",Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Marijampolės,1962.07.03,Vedęs,Nebuvo,"R. Jonikaičio ir A. Montvilos tikroji ūkinė bendrija ""Repulsus"", direktorius",Rolandas JONIKAITIS,"Marijampolės sav., Padovinio k.",Aukštasis;Lietuvos žemės ūkio universitetas;verslo vadyba;Aukštasis;Lietuvos veterinarijos akademija;veterinarijos gydytojas,,"LIETUVA, Pagėgių m., Tauragės apskritis",Liberalų demokratų partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Prienų,1954.05.26,Vedęs,Nebuvo,"UAB ""Ručenta"", direktorius",Rimas Antanas RUČYS,Prienai,Aukštasis;Lietuvos Valstybinis Kūno kultūros Institutas;Fizinio auklėjimo dėstytojas,Sportas,"LIETUVA, Balbieriškis, Prienų raj.",Liberalų demokratų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Suvalkijos,1959.11.08,Vedęs,Nebuvo,Bedarbis,Vytautas ŠUNSKIS,"Kalvarijos sav., Jungėnų k.",Aukštasis;Lietuvos žemės ūkio universitetas;vadyba ir verslo administravimas;Aukštasis;Lietuvos žemės ūkio universitetas;agronomas,Darbas sode,"LIETUVA, Vartelių k., Vilkaviškio raj.",Liberalų demokratų partija,Lietuvis (-ė),,Vokiečių;Rusų,Nėra,Neturi
Justiniškių,1941.01.08,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, referentas",Juozas IMBRASAS,Vilnius,"Aukštasis;Kauno politechnikos institutas, Vilniaus filialas;inž. statybininkas",Gamta,LIETUVA,Liberalų demokratų partija,Lietuvis (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Žirmūnų,1960.04.25,Vedęs,Nebuvo,"UAB ""Vilniaus turto rinka"", gen. direktorius",Algirdas MAKAUSKAS,Vilnius,Aukštasis;Vilniaus valstybinis universitetas;Taikomoji matematika,Geografija,"LIETUVA, Zarasų raj. Salakas",Liberalų demokratų partija,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Kretingos,1952.09.02,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Egidijus KLUMBYS,Vilnius,Aukštasis;Vilniaus universitetas;teisininkas;Aspirantūra;TSRS medicinos mokslų akademijos akad.N.Burdenkos vardo neurochirurgijos MTI; ;Aukštasis;Kauno medicinos institutas;gydytojas;Vidurinis;Kauno J.Aleksonio vidurinė mokykla; ,,"LIETUVA, Kaunas",Išsikėlė pats,Lietuvis (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Raseinių,1962.12.27,Vedęs,Nebuvo,"Liberalų demokratų partija, atsak. sekretorius",Remigijus AČAS,Vilnius,Nebaigtas aukštasis;Lietuvos teisės universitetas;teisė ir valdymas;Aukštasis;Lietuvos Žemės Ūkio Akademija;Inžnierius mechanikas,Turizmas,"LIETUVA, Plungės raj., Rietavo miestelis",Liberalų demokratų partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Kauno kaimiškoji,1941.05.01,Vedęs,Nebuvo,"LR Seimas, Seimo narys",Vladas ŽALNERAUSKAS,Kaunas,Aspirantūra;Lietuvos žemės ūkio universitetas;Ekonomika;Aukštasis;Kauno technologijos universitetas;Radiotechnika,Ryšys trumposiomis bangomis,"LIETUVA, Kaunas",Liberalų demokratų partija,Lietuvis (-ė),,Anglų;Rusų;Lenkų;Ispanų,Nėra,Neturi
Šakių,1945.08.01,Ištekėjusi,Nebuvo,Menininkė,Ona VALIUKEVIČIŪTĖ,Vilnius,Aukštasis;Vilniaus Valstybinis Universitetas;filologė,Muzika,"LIETUVA, Šakių raj.",Liberalų demokratų partija,Lietuvis (-ė),,Anglų;Vokiečių;Rusų,Nėra,Neturi
Telšių,1945.11.14,Vedęs,Nebuvo, ,Edmundas GANUSAUSKAS,Vilnius,Aukštasis;Vilniaus universitetas;žurnalistas,Aviacija,"LIETUVA, Raseiniai",Liberalų demokratų partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Varėnos - Eišiškių,1966.06.07,Vedęs,Nebuvo,Nedirbu,Albertas SEREIKA,Alytus,Aukštasis;Vilniaus universitetas;istorija,,"LIETUVA, Šumo kaimas, Varėnas rajonas",Liberalų demokratų partija,Lietuvis (-ė),,Rusų;Prancūzų,Nėra,Neturi
Daugiamandatė,1947.02.12,Išsiskyręs,Nebuvo,"Žemaičių muziejus ""Alka"", direktorius",Stasys KASPARAVIČIUS,"Telšių r. sav., Degaičių k.",Specialus vidurinis;SDAALR  lakūnų instruktorių mokykla;lakūnas - instruktorius,Aviacija,"LIETUVA, Telšių raj. Patumšalių kaimas","Rolando Pakso koalicija ""Už tvarką ir teisingumą""",Lietuvis (-ė),,Rusų;Vokiečių,Nėra,Neturi
Aušros,1970.09.11,Vedęs,Nebuvo,"Liberalų demokratų partija, pirmininko pavaduotojas",Evaldas LEMENTAUSKAS,Šiauliai,Aukštasis;Lietuvos teisės universitetas;teisė ir valdymas;Aukštasis;Šiaulių universitetas;verslo administravimas;Aukštasis;Kauno technologijos universitetas;verslo administravimas,,"LIETUVA, Šiauliai",Liberalų demokratų partija,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Pakruojo - Joniškio,1952.06.29,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Dailis Alfonsas BARAKAUSKAS,Vilnius,Aukštasis;Vilniaus universitetas;Tarptautiniai ekonominiai santykiai;Aukštasis;Kauno politechnikos institutas (Kauno technologijos universitetas);Technologinių procesų automatizavimas,Medžioklė,"LIETUVA, Pakruojis",Liberalų demokratų partija,Lietuvis (-ė),,Anglų;Rusų;Latvių,Nėra,Neturi
Šilutės - Pagėgių,1951.07.19,Vedęs,Nebuvo,"LR Seimas, narys",Henrikas ŽUKAUSKAS,Vilnius,Aukštasis;VISI (VGTU);Architektūra,Šaržų piešimas,"LIETUVA, Kaunas, Šančiai",Liberalų demokratų partija,Lietuvis (-ė),,Anglų;Prancūzų;Rusų;Lenkų,Nėra,Neturi
Naujamiesčio,1944.04.06,Ištekėjusi,Nebuvo,"Vilniaus universitetas, Literatūros istorijos ir teorijos katedros profesorė",Marija Aušrinė PAVILIONIENĖ,Vilnius,Aukštasis;Vilniaus universitetas;anglų k. ir literatūra,Filosofija,"LIETUVA, Kaunas",Liberalų demokratų partija,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1952.11.04,Išsiskyrusi,Nebuvo,"Lietuvos profesinė sąjunga ""Solidarumas"", prezidentė",Aldona BALSIENĖ,Vilnius,Aukštasis;Vilniaus inžinierinės statybos institutas; ;Aukštesnysis;Vilniaus elektromechanikos technikumas; ;Vidurinis;Molėtų vidurinė mokykla; ,Filosofija,"LIETUVA, Molėtai","Rolando Pakso koalicija ""Už tvarką ir teisingumą""",Lietuvis (-ė),,Rusų;Anglų;Lenkų,Nėra,Neturi
Daugiamandatė,1944.07.03,Vedęs,Nebuvo,"Europos Parlamentas, narys, Tautų Europos frakcijos vicepirmininkas",Rolandas PAVILIONIS,Vilnius,"Doktorantūra;Paryžiaus Sorbono (Visuomenės mokslų aukštųjų studijų mokykla);logika, semantika;Aukštasis;Vilniaus universitetas;romanų-germanų kalba ir literatūra",Gamta,"LIETUVA, Šiauliai","Rolando Pakso koalicija ""Už tvarką ir teisingumą""",Lietuvis (-ė),,Anglų;Vokiečių;Prancūzų;Italų;Rusų,Nėra,Neturi
Dainų,1953.11.18,Vedęs,Nebuvo,"Liberalų demokratų partija, pirmininkas",Valentinas MAZURONIS,Šiauliai,Aukštasis;Valstybinis dailės institutas;Architektas,,"LIETUVA, Molėtai",Liberalų demokratų partija,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Naujamiesčio,1949.01.06,Išsiskyrusi,Nebuvo,"UAB ""Slajana"", direktorė",Janina SLAVINSKAJA,Vilnius,Vidurinis;II Vilniaus vidurinė mokykla; ,,"LIETUVA, Vilniaus raj.",Lietuvos lenkų liaudies partija,Lenkas (-ė),,Rusų;Lenkų,Nėra,Neturi
Fabijoniškių,1976.09.22,Nevedęs,Nebuvo,"Fotijevo personalinė įmonė, prekybos skyriaus vadovas",Aleksandr PUSTOVIT,Vilnius,Aukštasis;Maskvos valstybinis industrinis universitetas;juristas,Sportas,"LIETUVA, Vilnius",Lietuvos lenkų liaudies partija,Rusas (-ė),,Rusų,Nėra,Neturi
Širvintų - Vilniaus,1956.07.24,Ištekėjusi,Nebuvo,"B.Jarysta firma ""VILNIAUS PROCHEMAS"", direktorė",Antonina POLTAVEC,Vilnius,Aukštasis;Leningrado kultūros institutas;Kultūros ir švietimo darbas Kino fotostudijos režisierius,Filmai,"LIETUVA, Vilnius",Lietuvos lenkų liaudies partija,Lenkas (-ė),,Rusų;Lenkų,Nėra,Neturi
Lazdynų,1949.02.02,,Nebuvo,"UAB ""Lantomis"", direktorius",Česlav PAVILOVIČ,Vilnius,Aukštasis;Vilniaus inžinierinis statybos institutas VGTU;automechanikas inžinierius,Turizmas,"LIETUVA, Brinkiškių km. Vilniaus raj.",Lietuvos lenkų liaudies partija,Lenkas (-ė),,Vokiečių;Rusų;Lenkų,Nėra,Neturi
Vilniaus - Trakų,1976.12.16,Netekėjusi,Nebuvo,"UAB ""Czas"", komercijos direktorė",Lilija MAKSIMOVIČ,"Vilniaus r. sav., Geležių k.",Aukštasis;Lenkija Varšuva SGGW;ekonomistė;Aukštesnysis;VAŽŪM;komercinių darbų organizatorius,Jodinėjimas,"LIETUVA, Gilažių k. Zujūnų sen, Vilniaus raj.",Lietuvos lenkų liaudies partija,Lenkas (-ė),,Anglų;Vokiečių;Lenkų;Rusų,Nėra,Neturi
Naujosios Vilnios,1947.06.28,Vedęs,Nebuvo,"UAB ""Nasza Gazeta"", vyr. redaktorius",Ryšard MACIEJKIANIEC,Vilnius,Aukštasis;Vilniaus universitetas;teisininkas;Specialus vidurinis;Vilniaus pedagoginė mokykla;pradinių klasių mokytojas,,"LIETUVA, Vilniaus rajonas, Kaniūkų kaimas",Lietuvos lenkų liaudies partija,Lenkas (-ė),,Rusų;Vokiečių,Nėra,Neturi
Karoliniškių,1946.05.28,Vedęs,Nebuvo,"Irinos Šaltis PĮ, konsultantas juridiniais klausimais",Vladimir CHARITONOV,Vilnius,Aukštasis;Vilniaus valstybinis V.Kapsuko universitetas;teisininkas;Aukštasis;Lietuvos valstybinis kūno kultūros institutas;fizinio auklėjimo dėstytojas;Specialus vidurinis;Vilniaus geležinkelių transporto technikumas;technikas-statybininkas,Literatūra,"LATVIJA, Talsai",Lietuvos lenkų liaudies partija,Rusas (-ė),,Lenkų;Vokiečių;Rusų,Nėra,Neturi
Žirmūnų,1971.08.18,Nevedęs,Nebuvo,"BĮ UAB ""Brown and Sharpe-Precizika"", brigadininkas",Vaclav BELSKIJ,Vilnius,Nebaigtas aukštasis;Vilniaus teisės ir verslo kolegija;Programavimas kompiuteriu;Vidurinis;17-a vidurinė mokykla; ,Grybavimas,"LIETUVA, Vilnius",Lietuvos lenkų liaudies partija,Lenkas (-ė),,Rusų;Lenkų,Nėra,Neturi
Vilkaviškio,1944.11.29,Vedęs,Nebuvo,ūkininkas,Jonas KAZALUPSKIS,Kybartai,Aukštasis;KPI;inž.-statyb.,,"LIETUVA, Telšių raj.","Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1958.10.28,Išsiskyręs,Nebuvo,"UAB ""Baltranspa"", vairuotojas",Vladimir LEVIN,Vilnius,Nebaigtas aukštasis;MNJI; ;Vidurinis;36-oji vid. m-kla; ,,"LIETUVA, Vilnius","Rolando Pakso koalicija ""Už tvarką ir teisingumą""",Rusas (-ė),,Lenkų;Rusų;Lietuvių,Nėra,Neturi
Daugiamandatė,1960.03.15,Vedęs,Nebuvo,"UAB ""Daugva"", direktorius",Algimantas DAUGVILA,Vilnius,Aukštesnysis;Kauno politechnikumas;technikas-mechanikas,Žvejyba,"LIETUVA, Kėdainiai","Rolando Pakso koalicija ""Už tvarką ir teisingumą""",Lietuvis (-ė),,,Nėra,Neturi
Daugiamandatė,1957.04.02,Vedęs,Nebuvo,"UAB ""Gedrama"", direktoriaus pavaduotojas transportui",Marijonas JUZĖNAS,Vilnius,Aukštesnysis;Elektrotechnikos technikumas;tech.-technologas,Sportas,"LIETUVA, Vilnius","Rolando Pakso koalicija ""Už tvarką ir teisingumą""",Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1963.06.27,Ištekėjusi,Nebuvo, ,Violeta BUTRIMIENĖ,Alytus,Vidurinis; ; ,, ,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""", ,,,Nėra,Neturi
Daugiamandatė,1950.02.09,Vedęs,Nebuvo,"J.Lelevelio vid. mokykla, mokytojas",Rišard SUCHOCKI,"Vilniaus r. sav., Varniškių k.",Aukštasis;Vilniaus pedagoginis institutas;mokytojas,Sodininkystė,"LIETUVA, Vilnius","Rolando Pakso koalicija ""Už tvarką ir teisingumą""",Lenkas (-ė),,Rusų;Vokiečių,Nėra,Neturi
Daugiamandatė,1952.05.20,Vedęs,Nebuvo,"UAB ""Mealda"", vairavimo instruktorius",Kęstutis MOCKUS,Vilnius,Nebaigtas aukštasis;MNJI (Maskvos naujasis juridinis institutas);studijuoja;Vidurinis;Vilniaus raj. neakivaizdinės-vakarinės vid. m-kla prie Egliškių MKP; ,Žvejyba,"RUSIJA, Komi","Rolando Pakso koalicija ""Už tvarką ir teisingumą""",Lietuvis (-ė),,Rusų;Lenkų,Nėra,Neturi
Jurbarko,1951.06.11,Vedęs,Nebuvo,"Vilniaus Gedimino technikos universitetas, ūkvedys",Albinas POCEVIČIUS,Vilnius,Aukštasis;Lietuvos veterinarijos akademija;zooinžinierius,Knygų skaitymas,"LIETUVA, Raseinių rajonas, Olgavos kaimas","Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",Lietuvis (-ė),,Rusų;Lenkų,Nėra,Neturi
Vakarinė,1936.02.22,Vedęs,Nebuvo,"Matematikos ir informatikos institutas, mokslo darbuotojas",Antanas BASKAS,Vilnius,Aukštasis;Kauno politechnikos institutas;kompiuteriai,Gamta,"LIETUVA, Marijampolė","Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1943.03.28,Vedęs,Nebuvo,"UAB ""MV"", direktoriaus pavaduotojas komercijai",Kęstutis GAŠKA,Vilnius,Aukštasis;KPI Vilniaus filialas;radijo inžinierius;Vidurinis;Vilniaus S.Nėries vid. m-la; ,Automobiliai,"LIETUVA, Pakruojo raj. Žeimelis","Rolando Pakso koalicija ""Už tvarką ir teisingumą""",Lietuvis (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1957.12.11,Nevedęs,Nebuvo,"E.Mikelėno KŪB, direktorius",Emilis MIKELĖNAS,Visaginas,Aukštasis;Kauno kolegija;teisė;Aukštesnysis;Vilniaus kolegija;technikas-mechanikas,,"LIETUVA, Vilnius","Rolando Pakso koalicija ""Už tvarką ir teisingumą""",Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Lazdynų,1940.11.19,Vedęs,Nebuvo,"UAB ""Bervis ir Co"", prezidentas",Vytautas BERNATONIS,Vilnius,Aukštasis;Vilniaus inžinierinis statybos institutas;inžinierius - mechanikas;Specialus vidurinis;Kauno politechnikumas;technikas - mechanikas,Darbas,"LIETUVA, Šilinių km., Prienų raj","Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",Lietuvis (-ė),,Rusų,Nėra,Neturi
Karoliniškių,1940.01.03,Išsiskyręs,Nebuvo,Pensininkas,Jonas BIELIAUSKAS,Vilnius,Aukštesnysis;Vilniaus ŽŪMT;elektrifikacija,,"LIETUVA, Kupiškio raj., Skapiškis","Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",Lietuvis (-ė),,Rusų,Nėra,Neturi
Vilniaus - Trakų,1956.08.02,Nevedęs,Nebuvo,"Intergas, inspektorius",Tadeuš MICHNEVIČ,Vilnius,Aukštasis;Maskvos energetikos institutas;inžinierius;Vidurinis;37 vid.mokykla; ,,"LIETUVA, Vilnius","Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",Lenkas (-ė),,Vokiečių;Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1941.06.05,Vedęs,Nebuvo, ,Jevgenij LEV,Vilnius,Aukštasis;Fizinės kultūros ir sporto institutas;treneris-pedagogas,Sportas,"UKRAINA, Poltava","Rolando Pakso koalicija ""Už tvarką ir teisingumą""",Žydas (-ė),,,Nėra,Neturi
Šeškinės,1962.11.12,Vedęs,Nebuvo, ,Vytautas Aleksas LAZINKA,Vilnius,Aukštasis;Maskvos naujasis juridinis institutas;teisė;Aukštasis;Vilniaus Gedimino technikos universitetas;transporto inžinerija,Medžioklė,"LIETUVA, Vilnius","Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",Lietuvis (-ė),,Rusų,Nėra,Neturi
Ukmergės,1943.02.08,Vedęs,Nebuvo,"Lietuvos Seimas, ekonomikos komiteto narys",Julius VESELKA,Vilnius,Aukštasis;Vilniaus Universitetas;ekonomistas,Gamta,"LIETUVA, Siesikų miestelis, Ukmergės raj.","Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",Lietuvis (-ė),,Vokiečių;Rusų,Nėra,Neturi
Karoliniškių,1959.10.06,Vedęs,Nebuvo,"LR Seimas, seimo nario padejejas - sekretorius",Nikolajus ŠALKOVSKIS,Vilnius,Aukštasis;Aukštoji techninė - inžinerinė ugniagesių mokykla;inžineris,,"LIETUVA, Vilnius",Lietuvos rusų sąjunga,Rusas (-ė),,Rusų,Yra,Neturi
Pajūrio,1949.03.17,Nevedęs,Nebuvo,"BJ ""LIWERS"", direktorius",Ivan STASEVIČ,Klaipėda,Aukštasis;Kaliningrado universitetas;teisininkas;Aukštesnysis;Klaipėdos jūreivystės mokykla; ,,"BALTARUSIJA,  Bresto srt. Motol k.",Lietuvos rusų sąjunga,Baltarusis (-ė),,Rusų;Baltarusių;Anglų,Nėra,Neturi
Centro,1933.09.25,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Nikolaj MEDVEDEV,Vilnius,"Aukštasis;Kaliningrado Aukštoji inžinerinė karo jūrų mokykla;radiolokacija, radionavigacija",Petrologija,"LIETUVA, Kaunas",Lietuvos rusų sąjunga,Rusas (-ė),,Anglų;Rusų;Lenkų;Ukrainiečių;Vokiečių;Graikų,Nėra,Neturi
Naujamiesčio,1956.07.30,Vedęs,Nebuvo,"UAB ""Ukralita biznis"", direktoriaus pavaduotojas",Nikolajus MANANIKOVAS,Vilnius,"Aukštasis;Minsko aukštoji milicijos mokykla, Vilniaus fakultetas;juristas;Aukštasis;Valstybinę konservatoriją;chorvedys",Muzika,"LIETUVA, Vilnius",Lietuvos rusų sąjunga,Rusas (-ė),,Rusų;Anglų;Lenkų,Nėra,Neturi
Žirmūnų,1951.06.19,Ištekėjusi,Nebuvo,"UAB ""Mototuras"", direktorė",Marija JĖČIUVIENĖ,Vilnius,Aukštasis;Vilniaus valstybinis universitetas;pramonės planavimas,Automobilizmas,"BALTARUSIJA, Baltarusija, Gardino apskritis",Lietuvos rusų sąjunga,Lenkas (-ė),,Anglų;Vokiečių;Rusų;Lenkų,Nėra,Neturi
Naujosios Vilnios,1960.01.12,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Vasilij FIODOROV,Vilnius,Aukštasis;Vilniaus Gedimino technikos universitetas;inžinierius mechanikas,Automobiliai,"LIETUVA, Vilnius",Lietuvos rusų sąjunga,Rusas (-ė),,Rusų;Lenkų,Nėra,Neturi
Fabijoniškių,1950.02.27,Ištekėjusi,Nebuvo,"LR Seimas, Seimo nario J. Utovkos padėjėja - sekretorė",Larisa DMITRIJEVA,Vilnius,Aukštasis;Vilniaus valstybinis universitetas;Teisininkė;Aukštasis;Smolensko pedagoginis institutas;Pedagogė istorijos ir anglų kalba,Literatūra,"RUSIJA, Smolenskas Rusija",Lietuvos rusų sąjunga,Rusas (-ė),,Anglų;Lenkų,Nėra,Neturi
Zarasų - Visagino,1959.11.10,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys nuo 2000.10.19",Sergej DMITRIJEV,Vilnius,Aukštasis;1978 m. įstojau į Smolensko pedagoginį institutą;Istorijos ir anglų kalbos mokytojo specialybę,,"LIETUVA, Vilnius",Lietuvos rusų sąjunga,Rusas (-ė),,Rusų;Anglų,Nėra,Neturi
Justiniškių,1971.10.22,Vedęs,Nebuvo,"999 - oji daugiabučių namų savininkų bendrija, valdybos pirmininkas",Pavel BELIK,Vilnius,Aukštasis;St. Peterburgo geležinkelio transporto institutas;inžinierius elektrikas,Kelionės,"LIETUVA, Vilnius",Lietuvos rusų sąjunga,Rusas (-ė),,Anglų,Nėra,Neturi
Danės,1954.09.24,Vedęs,Nebuvo,"M. Gorkio vid. mokykla, mokyklos direktorius",Aleksandr BARVENOV,Klaipėda,Aukštasis;Briansko pedagoginis institutas;fizikos - matem. mokytojas,Sportas,"RUSIJA, Novorybkov,Briansko apskritis, Rusija",Lietuvos rusų sąjunga,Rusas (-ė),,,Nėra,Neturi
Panemunės,1952.02.12,Ištekėjusi,Nebuvo, ,Valentina ALEKSANDROVA,Kaunas,Aukštasis;Kauno politechnikos institutas;Radiotechnika,Menas,"LIETUVA, Vilnius",Lietuvos rusų sąjunga,Baltarusis (-ė),,Vokiečių;Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1946.04.26,Vedęs,Nebuvo,"Marijampolės savivaldybės taryba, meras",Vidmantas BRAZYS,"Marijampolės sav., Užkirčių k.",Aukštasis;Lietuvos veterinarijos akademija;Zooinžinierius,Fauna,"LIETUVA, Marijampolės r., Balsupių k.","A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1973.01.19,Netekėjusi,Nebuvo,"Kauno apskrities ugdymo ir globos centras, Direktoriaus pavaduotoja ugdymui",Orinta LEIPUTĖ,Kaunas,Doktorantūra;Lietuvos kūno kultūros akademija;doktorantė (šiuo metu studijuoja);Aukštasis;Lietuvos kūno kultūros akademija;edukologijos magistrė;Aukštasis;Klaipėdos universitetas;Vaikystės pedagogė;Aukštesnysis;Marijampolės aukštesnioji pedagoginė muzikos mokykla Kauno sk.;ikimokyklinės įstaigos pedagogika,Rankdarbiai,"LIETUVA, Kaunas","A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1969.09.24,Vedęs,Nebuvo,"LR Seimas, narys",Kęstutis KRIŠČIŪNAS,Kaunas,Aukštasis;Vyrauto Didžiojo universitetas;politologija;Aukštasis;Lietuvos žemės ūkio akademija;miškų ūkio inžinierius,Gamta,"LIETUVA, Kaunas","A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",Lietuvis (-ė),,Anglų;Prancūzų;Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1942.10.21,Vedęs,Nebuvo,"Lietuvos Respublikos Vidaus reikalų ministerija, viceministras",Zigmantas Benjaminas KAZAKEVIČIUS,Kaunas,Aukštasis;Lietuvos kūno kultūros institutas;pedagogas,Bitininkystė,"LIETUVA, Skriadžiai, Prienų rajonas","A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",Lietuvis (-ė),,Vokiečių;Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1965.02.21,Vedęs,Nebuvo,"UAB ""Pakruojo šiluma"", direktorius",Saulius GEGIECKAS,Pakruojis,Aukštasis;Lietuvos žemės ūkio akademija;Ekonomistas,Sportas,"LIETUVA, Noreikonių k. Pakruojo r.","A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1953.09.12,Vedęs,Nebuvo,"Susisiekimo ministerija, viceministras",Valerijus PONOMARIOVAS,Vilnius,Aukštasis;Vilniaus inžinierinis statybos institutas;inžinierius statybininkas,Žvejyba,"LIETUVA, Šiauliai","A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",Rusas (-ė),,Anglų,Nėra,Neturi
Daugiamandatė,1942.03.07,Ištekėjusi,Nebuvo,"Žemaitijos kolegija (Rietavas), Kūno kultūros dėstytoja",Birutė Teresė LENGVENIENĖ,Rietavas,Aukštasis;Lietuvos valstybinis kūno kultūros institutas;Pedagogika,Aforizmai,"LIETUVA, Stempl;ių km., Šilutės raj.","A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1944.02.16,Vedęs,Nebuvo,"Šiaulių m. savivaldybė, meras",Vytautas JUŠKUS,Šiauliai,Aukštasis;Kauno Politechnikos Institutas;inžinietius - ekonomistas,Medžioklė,"LIETUVA, Tolučių km. Kelmės raj.","A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",Lietuvis (-ė),,Vokiečių;Rusų,Nėra,Neturi
Daugiamandatė,1951.01.27,Ištekėjusi,Nebuvo,"Telšių Visuomenės sveikatos centro Mažeikių filialas, Vyriausioji gydytoja",Irena MACIJAUSKIENĖ,Mažeikiai,Aukštasis;Vilniaus valstybinis universitetas;Gydytojo higienisto ir epidemiologo,Grožinė literatūra,"LIETUVA, Šiauliai","A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
