apygarda,nuo_galiojanciu_biuleteniu,partija,apylinkese,pastu,apylinke
Kelmės (Nr.41) rinkimų apygarda,"14,56%",Partija Tvarka ir teisingumas,196,12,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"14,07%",Lietuvos socialdemokratų partija,178,23,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"14,21%",Koalicija Darbo partija + jaunimas,193,10,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"3,85%",Lietuvos Respublikos liberalų sąjūdis,51,4,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"6,65%",Liberalų ir centro sąjunga,86,9,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"2,38%",Lietuvos valstiečių liaudininkų sąjunga,33,1,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,68%",Naujoji sąjunga (socialliberalai),22,2,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"2,87%","""Fronto"" partija",39,2,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,12%","Partija ""Jaunoji Lietuva""",15,1,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,56%",Pilietinės demokratijos partija,8,0,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,14%",Lietuvos rusų sąjunga,2,0,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,70%",Lietuvos socialdemokratų sąjunga,9,1,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,35%",Lietuvos centro partija,4,1,Centro (Nr.9) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"11,58%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,18,4,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"21,05%",Tautos prisikėlimo partija,37,3,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"10,00%",Partija Tvarka ir teisingumas,17,2,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"25,26%",Lietuvos socialdemokratų partija,39,9,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"6,84%",Koalicija Darbo partija + jaunimas,10,3,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"3,16%",Lietuvos Respublikos liberalų sąjūdis,6,0,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"8,95%",Liberalų ir centro sąjunga,15,2,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"5,79%",Lietuvos valstiečių liaudininkų sąjunga,10,1,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,53%",Naujoji sąjunga (socialliberalai),1,0,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"3,68%","""Fronto"" partija",7,0,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,05%","Partija ""Jaunoji Lietuva""",2,0,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,58%",Lietuvos socialdemokratų sąjunga,1,2,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,53%",Lietuvos centro partija,1,0,Karklėnų (Nr.8) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"6,27%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,10,6,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"10,98%",Tautos prisikėlimo partija,26,2,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"17,25%",Partija Tvarka ir teisingumas,41,3,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"14,51%",Lietuvos socialdemokratų partija,32,5,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"24,71%",Koalicija Darbo partija + jaunimas,59,4,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,78%",Lietuvos Respublikos liberalų sąjūdis,1,1,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"14,12%",Liberalų ir centro sąjunga,36,0,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"3,53%",Lietuvos valstiečių liaudininkų sąjunga,7,2,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,18%",Naujoji sąjunga (socialliberalai),3,0,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,18%","""Fronto"" partija",3,0,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"2,35%","Partija ""Jaunoji Lietuva""",3,3,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,78%",Pilietinės demokratijos partija,2,0,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,57%",Lietuvos socialdemokratų sąjunga,4,0,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,78%",Lietuvos centro partija,1,1,Junkilų (Nr.7) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"17,49%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,41,5,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"15,97%",Tautos prisikėlimo partija,41,1,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"13,31%",Partija Tvarka ir teisingumas,31,4,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"15,59%",Lietuvos socialdemokratų partija,35,6,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"17,87%",Koalicija Darbo partija + jaunimas,39,8,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"2,28%",Lietuvos Respublikos liberalų sąjūdis,4,2,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"6,46%",Liberalų ir centro sąjunga,14,3,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,14%",Lietuvos valstiečių liaudininkų sąjunga,2,1,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"4,18%",Naujoji sąjunga (socialliberalai),8,3,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"2,28%","""Fronto"" partija",4,2,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"2,28%","Partija ""Jaunoji Lietuva""",6,0,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,14%",Lietuvos socialdemokratų sąjunga,3,0,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos centro partija,0,0,Janaučių (Nr.6) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"10,42%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,23,2,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"9,58%",Tautos prisikėlimo partija,23,0,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"13,75%",Partija Tvarka ir teisingumas,25,8,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"21,25%",Lietuvos socialdemokratų partija,43,8,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"27,08%",Koalicija Darbo partija + jaunimas,65,0,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,67%",Lietuvos Respublikos liberalų sąjūdis,4,0,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"7,08%",Liberalų ir centro sąjunga,16,1,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"3,33%",Lietuvos valstiečių liaudininkų sąjunga,7,1,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,42%",Naujoji sąjunga (socialliberalai),1,0,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"2,08%","""Fronto"" partija",5,0,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,83%","Partija ""Jaunoji Lietuva""",2,0,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,42%",Lietuvos rusų sąjunga,1,0,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,83%",Lietuvos socialdemokratų sąjunga,2,0,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,25%",Lietuvos centro partija,3,0,Girnikų (Nr.5) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"12,08%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,13,5,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"10,07%",Tautos prisikėlimo partija,13,2,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"16,78%",Partija Tvarka ir teisingumas,19,6,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"6,71%",Lietuvos socialdemokratų partija,8,2,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"12,75%",Koalicija Darbo partija + jaunimas,16,3,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,67%",Lietuvos Respublikos liberalų sąjūdis,1,0,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"26,17%",Liberalų ir centro sąjunga,37,2,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,67%",Lietuvos lenkų rinkimų akcija,0,1,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"6,04%",Lietuvos valstiečių liaudininkų sąjunga,8,1,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"4,03%",Naujoji sąjunga (socialliberalai),6,0,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,67%","""Fronto"" partija",0,1,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,34%","Partija ""Jaunoji Lietuva""",2,0,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,67%",Lietuvos rusų sąjunga,1,0,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,67%",Lietuvos socialdemokratų sąjunga,1,0,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,67%",Lietuvos centro partija,1,0,Gailių (Nr.4) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"10,86%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,21,3,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"14,03%",Tautos prisikėlimo partija,26,5,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"14,48%",Partija Tvarka ir teisingumas,29,3,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"19,46%",Lietuvos socialdemokratų partija,32,11,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"11,76%",Koalicija Darbo partija + jaunimas,26,0,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,45%",Lietuvos Respublikos liberalų sąjūdis,0,1,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"17,19%",Liberalų ir centro sąjunga,37,1,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"3,62%",Lietuvos valstiečių liaudininkų sąjunga,8,0,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,45%",Naujoji sąjunga (socialliberalai),1,0,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"3,62%","""Fronto"" partija",8,0,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,36%","Partija ""Jaunoji Lietuva""",3,0,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,90%",Pilietinės demokratijos partija,2,0,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,90%",Lietuvos rusų sąjunga,1,1,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos socialdemokratų sąjunga,0,0,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,90%",Lietuvos centro partija,2,0,Dubėnų (Nr.3) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"7,38%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,7,4,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"19,46%",Tautos prisikėlimo partija,26,3,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"14,77%",Partija Tvarka ir teisingumas,20,2,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"16,78%",Lietuvos socialdemokratų partija,18,7,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"14,77%",Koalicija Darbo partija + jaunimas,18,4,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,34%",Lietuvos Respublikos liberalų sąjūdis,2,0,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"11,41%",Liberalų ir centro sąjunga,16,1,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"10,74%",Lietuvos valstiečių liaudininkų sąjunga,16,0,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,67%",Naujoji sąjunga (socialliberalai),1,0,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,34%","""Fronto"" partija",1,1,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%","Partija ""Jaunoji Lietuva""",0,0,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,67%",Lietuvos socialdemokratų sąjunga,0,1,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,67%",Lietuvos centro partija,0,1,Butkiškės (Nr.2) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"16,36%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,21,6,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"12,73%",Tautos prisikėlimo partija,21,0,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"7,27%",Partija Tvarka ir teisingumas,11,1,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"31,52%",Lietuvos socialdemokratų partija,50,2,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"9,09%",Koalicija Darbo partija + jaunimas,14,1,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos Respublikos liberalų sąjūdis,0,0,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"5,45%",Liberalų ir centro sąjunga,8,1,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"4,85%",Lietuvos valstiečių liaudininkų sąjunga,6,2,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"3,03%",Naujoji sąjunga (socialliberalai),4,1,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"4,85%","""Fronto"" partija",8,0,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"1,82%","Partija ""Jaunoji Lietuva""",3,0,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,61%",Pilietinės demokratijos partija,0,1,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"2,42%",Lietuvos socialdemokratų sąjunga,4,0,Budraičių (Nr.1) rinkimų apylinkė
Kelmės (Nr.41) rinkimų apygarda,"0,00%",Lietuvos centro partija,0,0,Budraičių (Nr.1) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"12,47%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,97,2,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"13,10%",Tautos prisikėlimo partija,101,3,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"21,91%",Partija Tvarka ir teisingumas,159,15,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"16,50%",Lietuvos socialdemokratų partija,121,10,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"6,55%",Koalicija Darbo partija + jaunimas,50,2,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"8,31%",Lietuvos Respublikos liberalų sąjūdis,66,0,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"1,13%",Liberalų ir centro sąjunga,9,0,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"4,79%",Lietuvos valstiečių liaudininkų sąjunga,38,0,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"8,69%",Naujoji sąjunga (socialliberalai),69,0,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"2,52%","""Fronto"" partija",20,0,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"1,89%","Partija ""Jaunoji Lietuva""",15,0,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,50%",Pilietinės demokratijos partija,4,0,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"1,13%",Lietuvos socialdemokratų sąjunga,9,0,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,50%",Lietuvos centro partija,4,0,Melioratorių (Nr.45) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"8,66%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,5,6,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"6,30%",Tautos prisikėlimo partija,8,0,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"33,07%",Partija Tvarka ir teisingumas,35,7,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"14,17%",Lietuvos socialdemokratų partija,15,3,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"10,24%",Koalicija Darbo partija + jaunimas,9,4,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Lietuvos Respublikos liberalų sąjūdis,0,0,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Liberalų ir centro sąjunga,0,0,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"4,72%",Lietuvos valstiečių liaudininkų sąjunga,4,2,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"21,26%",Naujoji sąjunga (socialliberalai),22,5,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%","""Fronto"" partija",0,0,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"1,57%","Partija ""Jaunoji Lietuva""",2,0,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Lietuvos socialdemokratų sąjunga,0,0,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Lietuvos centro partija,0,0,Gervinės (Nr.44) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"8,81%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,11,3,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"2,52%",Tautos prisikėlimo partija,4,0,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"20,75%",Partija Tvarka ir teisingumas,26,7,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"38,36%",Lietuvos socialdemokratų partija,41,20,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"8,81%",Koalicija Darbo partija + jaunimas,9,5,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Lietuvos Respublikos liberalų sąjūdis,0,0,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"1,89%",Liberalų ir centro sąjunga,2,1,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"4,40%",Lietuvos valstiečių liaudininkų sąjunga,4,3,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"8,81%",Naujoji sąjunga (socialliberalai),13,1,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,63%","""Fronto"" partija",0,1,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"1,89%","Partija ""Jaunoji Lietuva""",3,0,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"3,14%",Lietuvos socialdemokratų sąjunga,3,2,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"0,00%",Lietuvos centro partija,0,0,Alėjų (Nr.43) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"6,19%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,6,0,Bebirvos (Nr.42) rinkimų apylinkė
Raseinių (Nr.42) rinkimų apygarda,"9,28%",Tautos prisikėlimo partija,9,0,Bebirvos (Nr.42) rinkimų apylinkė
