nuo_galiojanciu_biuleteniu,apygarda,partija,pastu,apylinkese
"0,38%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Demokratinė darbo ir vienybės partija,19,46
"0,26%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Emigrantų partija,5,39
"0,15%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Respublikonų partija,7,19
"0,16%",Pakruojo - Joniškio (Nr.46) rinkimų apygarda,Lietuvos žmonių partija,3,24
"20,54%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Darbo partija,336,3243
"24,02%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Lietuvos socialdemokratų partija,480,3706
"8,76%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,188,1338
"5,10%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,105,784
"8,45%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,„Drąsos kelias“ politinė partija,83,1389
"5,31%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Partija Tvarka ir teisingumas,100,826
"0,09%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3,12
"18,52%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,239,2989
"0,74%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Liberalų ir centro sąjunga,12,117
"0,40%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Politinė partija „Sąjunga Taip“,9,61
"0,89%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Socialistinis liaudies Frontas,13,142
"0,65%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Krikščionių partija,21,92
"0,67%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",7,109
"0,34%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Partija „Jaunoji Lietuva“,4,55
"0,41%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Demokratinė darbo ir vienybės partija,8,64
"0,18%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Emigrantų partija,1,30
"0,11%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Respublikonų partija,1,18
"0,13%",Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,Lietuvos žmonių partija,3,20
"27,35%",Radviliškio (Nr.44) rinkimų apygarda,Darbo partija,678,4285
"26,49%",Radviliškio (Nr.44) rinkimų apygarda,Lietuvos socialdemokratų partija,629,4179
"12,30%",Radviliškio (Nr.44) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,426,1806
"3,54%",Radviliškio (Nr.44) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,92,550
"5,75%",Radviliškio (Nr.44) rinkimų apygarda,„Drąsos kelias“ politinė partija,103,941
"6,45%",Radviliškio (Nr.44) rinkimų apygarda,Partija Tvarka ir teisingumas,190,981
"0,16%",Radviliškio (Nr.44) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,4,25
"8,19%",Radviliškio (Nr.44) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,183,1304
"0,69%",Radviliškio (Nr.44) rinkimų apygarda,Liberalų ir centro sąjunga,19,107
"0,86%",Radviliškio (Nr.44) rinkimų apygarda,Politinė partija „Sąjunga Taip“,15,141
"0,82%",Radviliškio (Nr.44) rinkimų apygarda,Socialistinis liaudies Frontas,15,133
"0,83%",Radviliškio (Nr.44) rinkimų apygarda,Krikščionių partija,33,117
"0,84%",Radviliškio (Nr.44) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",16,137
"0,40%",Radviliškio (Nr.44) rinkimų apygarda,Partija „Jaunoji Lietuva“,9,63
"0,42%",Radviliškio (Nr.44) rinkimų apygarda,Demokratinė darbo ir vienybės partija,26,51
"0,19%",Radviliškio (Nr.44) rinkimų apygarda,Emigrantų partija,3,32
"0,14%",Radviliškio (Nr.44) rinkimų apygarda,Respublikonų partija,9,17
"0,20%",Radviliškio (Nr.44) rinkimų apygarda,Lietuvos žmonių partija,14,23
"46,37%",Kėdainių (Nr.43) rinkimų apygarda,Darbo partija,1292,7711
"13,50%",Kėdainių (Nr.43) rinkimų apygarda,Lietuvos socialdemokratų partija,283,2338
"10,89%",Kėdainių (Nr.43) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,292,1823
"4,48%",Kėdainių (Nr.43) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,117,752
"7,20%",Kėdainių (Nr.43) rinkimų apygarda,„Drąsos kelias“ politinė partija,105,1293
"3,21%",Kėdainių (Nr.43) rinkimų apygarda,Partija Tvarka ir teisingumas,59,565
"0,17%",Kėdainių (Nr.43) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,6,27
"2,74%",Kėdainių (Nr.43) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,30,501
"2,76%",Kėdainių (Nr.43) rinkimų apygarda,Liberalų ir centro sąjunga,31,504
"0,51%",Kėdainių (Nr.43) rinkimų apygarda,Politinė partija „Sąjunga Taip“,9,90
"1,09%",Kėdainių (Nr.43) rinkimų apygarda,Socialistinis liaudies Frontas,17,194
"0,67%",Kėdainių (Nr.43) rinkimų apygarda,Krikščionių partija,22,109
"0,58%",Kėdainių (Nr.43) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",13,99
"0,48%",Kėdainių (Nr.43) rinkimų apygarda,Partija „Jaunoji Lietuva“,7,87
"0,34%",Kėdainių (Nr.43) rinkimų apygarda,Demokratinė darbo ir vienybės partija,14,52
"0,48%",Kėdainių (Nr.43) rinkimų apygarda,Emigrantų partija,6,88
"0,19%",Kėdainių (Nr.43) rinkimų apygarda,Respublikonų partija,4,33
"0,23%",Kėdainių (Nr.43) rinkimų apygarda,Lietuvos žmonių partija,4,40
"27,39%",Raseinių (Nr.42) rinkimų apygarda,Darbo partija,708,4853
"26,98%",Raseinių (Nr.42) rinkimų apygarda,Lietuvos socialdemokratų partija,867,4610
"8,29%",Raseinių (Nr.42) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,367,1315
"4,79%",Raseinių (Nr.42) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,92,881
"4,96%",Raseinių (Nr.42) rinkimų apygarda,„Drąsos kelias“ politinė partija,99,908
"14,52%",Raseinių (Nr.42) rinkimų apygarda,Partija Tvarka ir teisingumas,433,2515
"0,10%",Raseinių (Nr.42) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,4,16
"3,10%",Raseinių (Nr.42) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,38,591
"0,58%",Raseinių (Nr.42) rinkimų apygarda,Liberalų ir centro sąjunga,8,109
"0,49%",Raseinių (Nr.42) rinkimų apygarda,Politinė partija „Sąjunga Taip“,16,83
"0,51%",Raseinių (Nr.42) rinkimų apygarda,Socialistinis liaudies Frontas,18,86
"0,70%",Raseinių (Nr.42) rinkimų apygarda,Krikščionių partija,43,99
"0,62%",Raseinių (Nr.42) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",31,95
"0,42%",Raseinių (Nr.42) rinkimų apygarda,Partija „Jaunoji Lietuva“,10,76
"0,31%",Raseinių (Nr.42) rinkimų apygarda,Demokratinė darbo ir vienybės partija,16,47
"0,52%",Raseinių (Nr.42) rinkimų apygarda,Emigrantų partija,8,98
"0,21%",Raseinių (Nr.42) rinkimų apygarda,Respublikonų partija,12,30
"0,56%",Raseinių (Nr.42) rinkimų apygarda,Lietuvos žmonių partija,20,94
"19,25%",Kelmės (Nr.41) rinkimų apygarda,Darbo partija,377,2366
"22,47%",Kelmės (Nr.41) rinkimų apygarda,Lietuvos socialdemokratų partija,523,2679
"9,40%",Kelmės (Nr.41) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,277,1063
"5,78%",Kelmės (Nr.41) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,124,699
"5,39%",Kelmės (Nr.41) rinkimų apygarda,„Drąsos kelias“ politinė partija,96,672
"8,01%",Kelmės (Nr.41) rinkimų apygarda,Partija Tvarka ir teisingumas,215,926
"0,17%",Kelmės (Nr.41) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3,21
"13,69%",Kelmės (Nr.41) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,224,1727
"7,33%",Kelmės (Nr.41) rinkimų apygarda,Liberalų ir centro sąjunga,135,909
"0,35%",Kelmės (Nr.41) rinkimų apygarda,Politinė partija „Sąjunga Taip“,11,39
"0,88%",Kelmės (Nr.41) rinkimų apygarda,Socialistinis liaudies Frontas,20,106
"1,01%",Kelmės (Nr.41) rinkimų apygarda,Krikščionių partija,43,101
"0,95%",Kelmės (Nr.41) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",36,100
"0,39%",Kelmės (Nr.41) rinkimų apygarda,Partija „Jaunoji Lietuva“,7,49
"0,37%",Kelmės (Nr.41) rinkimų apygarda,Demokratinė darbo ir vienybės partija,11,42
"0,14%",Kelmės (Nr.41) rinkimų apygarda,Emigrantų partija,2,18
"0,18%",Kelmės (Nr.41) rinkimų apygarda,Respublikonų partija,3,22
"0,15%",Kelmės (Nr.41) rinkimų apygarda,Lietuvos žmonių partija,5,16
"29,24%",Telšių (Nr.40) rinkimų apygarda,Darbo partija,657,4924
"16,55%",Telšių (Nr.40) rinkimų apygarda,Lietuvos socialdemokratų partija,338,2820
"9,75%",Telšių (Nr.40) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,283,1578
"4,12%",Telšių (Nr.40) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,103,683
"4,84%",Telšių (Nr.40) rinkimų apygarda,„Drąsos kelias“ politinė partija,91,832
"16,12%",Telšių (Nr.40) rinkimų apygarda,Partija Tvarka ir teisingumas,388,2689
"0,08%",Telšių (Nr.40) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,4,12
"3,81%",Telšių (Nr.40) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,68,660
"1,38%",Telšių (Nr.40) rinkimų apygarda,Liberalų ir centro sąjunga,36,228
"0,58%",Telšių (Nr.40) rinkimų apygarda,Politinė partija „Sąjunga Taip“,14,96
"1,19%",Telšių (Nr.40) rinkimų apygarda,Socialistinis liaudies Frontas,29,199
"6,07%",Telšių (Nr.40) rinkimų apygarda,Krikščionių partija,148,1011
"0,73%",Telšių (Nr.40) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",17,123
"0,52%",Telšių (Nr.40) rinkimų apygarda,Partija „Jaunoji Lietuva“,12,87
"0,33%",Telšių (Nr.40) rinkimų apygarda,Demokratinė darbo ir vienybės partija,17,46
"0,17%",Telšių (Nr.40) rinkimų apygarda,Emigrantų partija,1,31
"0,17%",Telšių (Nr.40) rinkimų apygarda,Respublikonų partija,7,26
"0,16%",Telšių (Nr.40) rinkimų apygarda,Lietuvos žmonių partija,6,25
"29,75%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Darbo partija,534,3936
"20,94%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Lietuvos socialdemokratų partija,464,2682
"7,17%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,229,848
"3,78%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,70,498
"4,86%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,„Drąsos kelias“ politinė partija,74,656
"9,73%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Partija Tvarka ir teisingumas,206,1256
"0,12%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,2,16
"7,27%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,132,961
"7,10%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Liberalų ir centro sąjunga,134,933
"0,74%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Politinė partija „Sąjunga Taip“,17,94
"1,29%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Socialistinis liaudies Frontas,18,176
"0,91%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Krikščionių partija,29,107
"0,49%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",10,63
"0,39%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Partija „Jaunoji Lietuva“,5,53
"0,49%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Demokratinė darbo ir vienybės partija,13,60
"0,13%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Emigrantų partija,2,17
"0,14%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Respublikonų partija,3,18
"0,19%",Akmenės - Joniškio (Nr.39) rinkimų apygarda,Lietuvos žmonių partija,8,20
"20,81%",Mažeikių (Nr.38) rinkimų apygarda,Darbo partija,219,3417
"22,25%",Mažeikių (Nr.38) rinkimų apygarda,Lietuvos socialdemokratų partija,259,3627
"10,75%",Mažeikių (Nr.38) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,257,1621
"6,47%",Mažeikių (Nr.38) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,119,1012
"8,60%",Mažeikių (Nr.38) rinkimų apygarda,„Drąsos kelias“ politinė partija,87,1415
"14,05%",Mažeikių (Nr.38) rinkimų apygarda,Partija Tvarka ir teisingumas,130,2325
"0,32%",Mažeikių (Nr.38) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,55
"2,97%",Mažeikių (Nr.38) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,42,476
"0,92%",Mažeikių (Nr.38) rinkimų apygarda,Liberalų ir centro sąjunga,10,151
"2,66%",Mažeikių (Nr.38) rinkimų apygarda,Politinė partija „Sąjunga Taip“,40,425
"1,08%",Mažeikių (Nr.38) rinkimų apygarda,Socialistinis liaudies Frontas,12,176
"1,40%",Mažeikių (Nr.38) rinkimų apygarda,Krikščionių partija,32,213
"1,52%",Mažeikių (Nr.38) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",28,238
"0,73%",Mažeikių (Nr.38) rinkimų apygarda,Partija „Jaunoji Lietuva“,7,121
"0,38%",Mažeikių (Nr.38) rinkimų apygarda,Demokratinė darbo ir vienybės partija,4,62
"0,30%",Mažeikių (Nr.38) rinkimų apygarda,Emigrantų partija,4,49
"0,12%",Mažeikių (Nr.38) rinkimų apygarda,Respublikonų partija,4,17
"0,20%",Mažeikių (Nr.38) rinkimų apygarda,Lietuvos žmonių partija,5,30
"21,37%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Darbo partija,431,2654
"19,55%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Lietuvos socialdemokratų partija,416,2406
"12,38%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,398,1389
"5,11%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,100,637
"7,12%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,„Drąsos kelias“ politinė partija,115,913
"16,95%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Partija Tvarka ir teisingumas,341,2105
"0,06%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,8
"6,26%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,89,814
"0,68%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Liberalų ir centro sąjunga,12,86
"1,22%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Politinė partija „Sąjunga Taip“,17,159
"0,85%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Socialistinis liaudies Frontas,11,112
"1,86%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Krikščionių partija,59,210
"0,89%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",8,120
"0,54%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Partija „Jaunoji Lietuva“,10,68
"0,38%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Demokratinė darbo ir vienybės partija,12,43
"0,21%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Emigrantų partija,2,28
"0,10%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Respublikonų partija,0,15
"0,13%",Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,Lietuvos žmonių partija,5,14
"18,56%",Kretingos (Nr.36) rinkimų apygarda,Darbo partija,317,2788
"21,41%",Kretingos (Nr.36) rinkimų apygarda,Lietuvos socialdemokratų partija,425,3157
"15,78%",Kretingos (Nr.36) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,421,2219
"8,66%",Kretingos (Nr.36) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,148,1300
"7,42%",Kretingos (Nr.36) rinkimų apygarda,„Drąsos kelias“ politinė partija,127,1114
"14,44%",Kretingos (Nr.36) rinkimų apygarda,Partija Tvarka ir teisingumas,288,2127
"0,11%",Kretingos (Nr.36) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,2,17
"2,28%",Kretingos (Nr.36) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,28,353
"1,23%",Kretingos (Nr.36) rinkimų apygarda,Liberalų ir centro sąjunga,23,183
"0,91%",Kretingos (Nr.36) rinkimų apygarda,Politinė partija „Sąjunga Taip“,16,136
"0,73%",Kretingos (Nr.36) rinkimų apygarda,Socialistinis liaudies Frontas,11,111
"1,73%",Kretingos (Nr.36) rinkimų apygarda,Krikščionių partija,47,242
"0,80%",Kretingos (Nr.36) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",16,117
"0,45%",Kretingos (Nr.36) rinkimų apygarda,Partija „Jaunoji Lietuva“,6,70
"0,26%",Kretingos (Nr.36) rinkimų apygarda,Demokratinė darbo ir vienybės partija,14,30
"0,20%",Kretingos (Nr.36) rinkimų apygarda,Emigrantų partija,1,33
"0,14%",Kretingos (Nr.36) rinkimų apygarda,Respublikonų partija,2,21
"0,13%",Kretingos (Nr.36) rinkimų apygarda,Lietuvos žmonių partija,0,21
"22,80%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Darbo partija,455,3999
"18,38%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Lietuvos socialdemokratų partija,433,3158
"15,66%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,577,2483
"5,86%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,131,1013
"5,85%",Plungės - Rietavo (Nr.35) rinkimų apygarda,„Drąsos kelias“ politinė partija,112,1031
"9,72%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Partija Tvarka ir teisingumas,230,1668
"0,08%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,2,13
"6,13%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,107,1090
"4,94%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Liberalų ir centro sąjunga,125,840
"0,62%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Politinė partija „Sąjunga Taip“,10,112
"0,79%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Socialistinis liaudies Frontas,17,137
"2,49%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Krikščionių partija,109,378
"0,46%",Plungės - Rietavo (Nr.35) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",11,78
"0,74%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Partija „Jaunoji Lietuva“,17,127
"0,37%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Demokratinė darbo ir vienybės partija,12,61
"0,28%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Emigrantų partija,6,48
"0,15%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Respublikonų partija,6,24
"0,14%",Plungės - Rietavo (Nr.35) rinkimų apygarda,Lietuvos žmonių partija,3,24
"18,68%",Tauragės (Nr.34) rinkimų apygarda,Darbo partija,340,2766
"28,61%",Tauragės (Nr.34) rinkimų apygarda,Lietuvos socialdemokratų partija,726,4030
"14,25%",Tauragės (Nr.34) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,365,2004
"6,56%",Tauragės (Nr.34) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,103,988
"8,15%",Tauragės (Nr.34) rinkimų apygarda,„Drąsos kelias“ politinė partija,126,1229
"6,93%",Tauragės (Nr.34) rinkimų apygarda,Partija Tvarka ir teisingumas,153,999
"0,08%",Tauragės (Nr.34) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,0,13
"4,43%",Tauragės (Nr.34) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,57,679
"2,90%",Tauragės (Nr.34) rinkimų apygarda,Liberalų ir centro sąjunga,38,444
"0,83%",Tauragės (Nr.34) rinkimų apygarda,Politinė partija „Sąjunga Taip“,23,115
"0,49%",Tauragės (Nr.34) rinkimų apygarda,Socialistinis liaudies Frontas,13,68
"1,21%",Tauragės (Nr.34) rinkimų apygarda,Krikščionių partija,56,145
"0,26%",Tauragės (Nr.34) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",9,34
"0,47%",Tauragės (Nr.34) rinkimų apygarda,Partija „Jaunoji Lietuva“,7,71
"0,30%",Tauragės (Nr.34) rinkimų apygarda,Demokratinė darbo ir vienybės partija,13,37
"0,21%",Tauragės (Nr.34) rinkimų apygarda,Emigrantų partija,1,34
"0,65%",Tauragės (Nr.34) rinkimų apygarda,Respublikonų partija,16,92
"0,13%",Tauragės (Nr.34) rinkimų apygarda,Lietuvos žmonių partija,1,21
"12,39%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Darbo partija,241,1951
"20,49%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Lietuvos socialdemokratų partija,481,3145
"15,04%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,535,2127
"3,22%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,81,489
"3,28%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,„Drąsos kelias“ politinė partija,62,518
"26,51%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Partija Tvarka ir teisingumas,621,4070
"0,08%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3,12
"4,33%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,78,688
"3,13%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Liberalų ir centro sąjunga,64,489
"0,69%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Politinė partija „Sąjunga Taip“,19,103
"0,44%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Socialistinis liaudies Frontas,6,71
"2,80%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Krikščionių partija,108,388
"0,61%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",14,94
"0,40%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Partija „Jaunoji Lietuva“,9,62
"0,33%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Demokratinė darbo ir vienybės partija,14,44
"0,17%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Emigrantų partija,5,25
"0,14%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Respublikonų partija,5,19
"0,11%",Šilalės - Šilutės (Nr.33) rinkimų apygarda,Lietuvos žmonių partija,8,11
"18,58%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Darbo partija,510,3008
"17,36%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Lietuvos socialdemokratų partija,426,2860
"9,52%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,253,1550
"6,16%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,120,1046
"6,57%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,„Drąsos kelias“ politinė partija,84,1160
"24,22%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Partija Tvarka ir teisingumas,903,3682
"0,15%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,2,26
"3,78%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,55,660
"2,23%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Liberalų ir centro sąjunga,60,362
"2,31%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Politinė partija „Sąjunga Taip“,58,379
"0,53%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Socialistinis liaudies Frontas,10,91
"0,74%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Krikščionių partija,26,114
